"201708","강원강릉경찰서",587,277,173,137,1,4,8,24,62,76,103,101,71,137,10,147,59,71,300,13,82,25,0,296,48,19,38,1,8,0,37,20,67,81,82,86,90,100,81
"201708","강원고성경찰서",95,45,22,28,0,2,0,0,5,10,23,12,15,28,0,19,4,20,52,3,12,6,0,38,9,1,17,0,0,0,5,4,16,9,21,12,12,14,11
"201708","강원동해경찰서",267,101,81,85,1,3,1,12,21,34,48,38,26,83,8,65,12,31,151,7,32,7,0,127,41,1,30,0,1,0,13,8,34,38,42,31,36,46,40
"201708","강원삼척경찰서",259,99,59,101,0,1,1,8,24,19,34,47,24,101,3,50,10,17,179,5,27,3,1,110,38,3,56,0,1,0,8,7,29,43,32,45,40,36,34
"201708","강원속초경찰서",450,183,116,151,2,2,3,13,44,46,70,79,40,151,10,98,48,54,240,17,61,12,1,212,37,1,75,0,1,0,17,16,48,71,70,58,51,77,75
"201708","강원양구경찰서",34,19,8,7,0,0,0,3,1,6,6,7,4,7,0,7,6,5,16,0,8,0,0,11,11,0,3,0,0,0,1,0,3,9,5,3,5,4,5
"201708","강원영월경찰서",100,41,21,38,0,2,1,7,3,10,16,12,11,38,5,12,7,19,57,6,21,5,0,27,19,0,16,1,0,0,1,4,19,14,13,16,15,11,12
"201708","강원원주경찰서",1152,559,330,263,6,15,10,86,169,143,177,181,99,266,21,271,122,191,547,39,135,101,0,644,91,14,70,2,0,0,37,19,150,174,164,187,161,164,152
"201708","강원인제경찰서",86,32,20,34,1,1,0,3,5,9,13,16,4,34,0,16,4,18,48,8,11,11,0,26,11,5,7,0,0,0,1,6,10,12,13,15,13,11,12
"201708","강원정선경찰서",153,50,34,69,0,0,1,5,7,6,22,23,20,69,4,19,14,26,90,4,22,8,0,45,25,13,7,0,3,0,7,19,23,26,19,24,20,24,17
"201708","강원철원경찰서",92,43,23,26,2,0,0,4,11,4,17,14,14,26,3,11,8,13,57,6,20,3,0,17,29,1,10,2,2,0,1,1,6,13,12,11,19,21,10
"201708","강원춘천경찰서",780,309,212,259,4,8,5,37,90,101,112,89,75,259,15,127,85,95,458,27,100,32,0,377,56,1,150,0,3,0,19,15,102,106,130,108,105,126,103
"201708","강원태백경찰서",100,34,32,34,0,1,3,1,7,8,17,16,13,34,2,22,8,8,60,1,12,1,0,29,32,1,14,3,1,0,4,2,10,15,15,14,15,21,10
"201708","강원평창경찰서",136,52,39,45,1,2,0,3,9,12,26,25,13,45,5,25,8,20,78,11,31,1,0,43,13,1,19,1,0,0,6,10,18,22,25,22,13,14,22
"201708","강원홍천경찰서",219,78,57,84,0,0,5,9,14,17,36,33,21,84,4,40,32,24,119,15,25,6,0,95,25,1,34,0,5,0,7,6,26,29,38,31,30,33,32
"201708","강원화천경찰서",49,26,15,8,0,0,0,0,11,5,5,12,8,8,3,6,5,20,15,1,22,1,0,14,5,1,3,0,0,0,0,2,3,10,4,6,9,8,9
"201708","강원횡성경찰서",117,42,17,58,0,2,0,1,2,4,16,23,11,58,0,12,7,16,82,7,17,0,0,34,25,0,28,2,0,0,0,4,14,14,18,17,30,12,12
"201708","경기가평경찰서",399,162,69,168,2,1,1,14,43,23,61,56,30,168,11,59,20,49,260,36,55,10,0,130,33,5,87,1,2,1,25,14,61,48,57,55,62,58,58
"201708","경기고양경찰서",940,437,228,275,1,9,8,40,118,91,165,138,96,274,13,218,84,167,458,46,120,58,0,407,52,12,104,0,3,0,99,39,123,150,143,140,117,146,121
"201708","경기과천경찰서",162,76,38,48,2,2,2,7,20,15,24,27,15,48,5,34,18,27,78,4,31,14,0,49,8,1,26,1,0,0,8,20,22,25,14,22,18,36,25
"201708","경기광명경찰서",733,318,179,236,3,10,14,41,76,81,113,106,53,236,11,163,97,121,341,22,75,50,0,320,47,12,84,4,2,1,77,39,97,121,104,86,106,113,106
"201708","경기광주경찰서",999,363,210,426,4,7,9,27,95,118,116,140,57,426,13,184,77,160,565,45,120,77,0,338,67,36,192,1,20,1,52,50,119,140,144,152,144,155,145
"201708","경기구리경찰서",707,287,171,249,3,5,3,19,74,106,120,78,49,250,7,137,131,135,297,32,61,53,0,262,35,57,117,1,23,0,41,25,87,107,96,92,116,112,97
"201708","경기군포경찰서",587,231,153,203,0,2,4,27,63,81,81,88,38,203,8,111,72,109,287,24,73,44,0,180,29,13,109,3,0,0,87,25,75,92,90,80,69,102,79
"201708","경기김포경찰서",833,321,164,348,4,9,4,30,81,100,115,88,54,348,11,92,87,136,507,106,94,49,0,253,54,55,123,1,1,0,35,62,127,118,114,115,111,150,98
"201708","경기남양주경찰서",1520,564,313,643,1,18,25,57,113,164,224,185,88,645,20,253,138,176,933,149,153,65,1,607,84,32,273,4,12,0,89,51,202,197,208,250,209,249,205
"201708","경기동두천경찰서",281,114,82,85,0,2,1,14,26,43,34,50,26,85,5,62,15,63,136,15,57,20,0,92,15,2,34,0,2,0,28,16,45,44,45,32,42,39,34
"201708","경기부천소사경찰서",466,202,134,130,2,4,6,20,67,62,56,57,53,139,7,72,84,92,211,21,54,46,0,167,17,7,69,3,9,0,56,17,53,68,63,61,87,65,69
"201708","경기부천오정경찰서",541,196,125,220,2,7,5,33,50,61,56,69,38,220,6,81,45,110,299,19,81,56,0,159,27,6,113,2,1,0,34,43,49,79,75,96,93,74,75
"201708","경기부천원미경찰서",1702,734,472,496,1,11,16,78,270,258,248,217,108,495,43,309,256,308,786,36,194,149,0,700,78,48,222,5,8,1,151,110,214,248,229,238,248,268,257
"201708","경기분당경찰서",1025,447,258,320,1,9,6,44,132,125,166,136,86,320,12,170,104,158,581,38,173,56,0,393,63,37,105,9,5,0,63,83,110,147,152,153,145,172,146
