"201709","강원강릉경찰서",612,269,176,167,1,6,4,33,59,67,108,93,73,168,21,135,43,98,315,10,73,32,0,293,65,18,62,0,2,0,42,15,82,96,92,69,88,101,84
"201709","강원고성경찰서",79,36,13,30,1,0,1,0,9,6,7,18,7,30,1,10,4,14,50,2,17,6,0,20,4,1,21,0,0,0,5,3,8,13,19,12,7,11,9
"201709","강원동해경찰서",221,83,61,77,0,2,0,9,13,15,35,37,33,77,2,57,17,21,124,6,24,2,0,101,24,2,41,0,0,0,16,5,28,24,44,30,37,37,21
"201709","강원삼척경찰서",237,86,58,93,0,0,1,3,19,23,33,39,26,93,0,49,16,27,145,7,29,6,0,95,26,3,51,1,6,0,4,9,44,35,28,26,36,28,40
"201709","강원속초경찰서",440,159,133,148,1,2,4,14,43,65,58,71,35,147,9,81,26,77,247,15,50,33,0,179,17,6,89,0,0,0,34,17,62,62,52,54,63,72,75
"201709","강원양구경찰서",42,23,7,12,0,1,1,6,2,6,5,6,3,12,0,6,1,7,28,5,7,5,0,13,7,0,1,1,0,0,0,3,4,5,6,10,4,8,5
"201709","강원영월경찰서",94,35,29,30,2,1,0,0,9,10,15,12,16,29,2,17,12,9,54,3,15,1,0,36,16,0,13,1,1,0,1,7,12,14,14,13,18,15,8
"201709","강원원주경찰서",1075,523,291,261,3,5,14,61,146,129,186,173,96,262,12,274,124,199,466,66,142,85,0,584,71,6,54,2,3,1,40,21,142,133,146,163,180,144,167
"201709","강원인제경찰서",77,35,16,26,0,0,3,1,6,9,9,11,12,26,1,14,6,18,38,4,16,6,0,26,10,2,7,1,0,0,1,4,14,10,9,6,16,13,9
"201709","강원정선경찰서",137,49,21,67,1,0,2,1,2,9,16,26,14,66,1,20,10,19,87,8,28,4,1,35,23,6,22,1,0,0,3,6,16,14,17,18,23,30,19
"201709","강원철원경찰서",80,37,25,18,2,1,1,3,6,6,20,18,5,18,4,12,2,22,40,7,12,12,0,19,17,0,8,0,1,0,4,0,13,15,9,18,8,10,7
"201709","강원춘천경찰서",800,334,189,277,2,4,9,20,101,95,107,97,88,277,6,143,54,101,496,29,105,32,0,354,68,7,162,1,0,1,25,16,88,115,120,114,111,138,114
"201709","강원태백경찰서",95,42,24,29,0,1,0,3,9,7,22,14,10,29,1,26,11,12,45,0,11,3,1,37,21,4,12,1,0,0,0,5,6,12,17,19,22,10,9
"201709","강원평창경찰서",157,75,31,51,0,0,1,5,12,9,26,34,19,51,0,26,17,25,89,16,34,6,0,56,26,0,12,0,2,0,3,2,25,22,18,20,24,27,21
"201709","강원홍천경찰서",239,91,57,91,0,1,2,6,15,19,34,41,30,91,3,30,30,30,146,12,29,15,0,83,34,1,37,1,16,0,6,5,35,29,40,25,31,35,44
"201709","강원화천경찰서",56,32,9,15,1,2,0,1,5,3,8,16,5,15,0,12,7,5,32,3,10,3,0,20,9,3,5,1,0,0,1,1,6,6,6,6,5,13,14
