TEST_CNT,CENTER_NM,AGE_GBN,TEST_GBN,TEST_AGE,INPUT_GBN,CERT_GBN,TEST_YMD,TEST_SEX
1,나주,성인,출장,20,관리자,참가증,20191008,M
1,청주,성인,출장,38,관리자,참가증,20191017,M
2,창원,노인,출장,71,관리자,참가증,20191017,F
2,전주,청소년,출장,14,관리자,2등급,20191016,M
1,강릉,성인,일반,25,인바디,3등급,20191001,F
3,성동,노인,출장,65,관리자,2등급,20191001,F
2,안동,성인,출장,21,관리자,2등급,20191017,F
1,북구(부산),성인,출장,40,관리자,참가증,20191015,M
2,포항,성인,출장,29,관리자,참가증,20191027,F
1,포항,성인,출장,50,관리자,참가증,20191027,F
2,서구(대전),성인,일반,37,관리자,1등급,20191027,F
2,서구(대전),성인,일반,40,관리자,2등급,20191027,M
2,서구(대전),성인,일반,31,관리자,2등급,20191027,M
2,서구(대전),성인,일반,41,관리자,1등급,20191027,M
2,서구(대전),성인,일반,41,관리자,2등급,20191027,M
1,포항,성인,출장,33,관리자,참가증,20191027,F
2,서구(대전),성인,일반,39,관리자,참가증,20191027,F
1,포항,청소년,출장,17,관리자,참가증,20191027,M
1,포항,성인,출장,39,관리자,참가증,20191027,F
1,포항,성인,출장,48,관리자,참가증,20191027,F
3,포항,성인,출장,50,관리자,참가증,20191027,F
1,포항,성인,출장,46,관리자,참가증,20191027,F
1,포항,노인,출장,66,관리자,참가증,20191027,F
1,포항,성인,출장,45,관리자,참가증,20191027,F
1,포항,성인,출장,34,관리자,참가증,20191027,F
1,포항,성인,출장,47,관리자,참가증,20191027,M
1,포항,성인,출장,35,관리자,참가증,20191027,F
1,KSPO송파(출장A),노인,출장,67,관리자,3등급,20191027,F
1,KSPO송파(출장A),성인,출장,47,관리자,3등급,20191027,M
1,KSPO송파(출장A),성인,출장,51,관리자,참가증,20191027,M
1,KSPO송파(출장A),성인,출장,56,관리자,참가증,20191027,M
1,KSPO송파(출장A),노인,출장,76,관리자,참가증,20191027,M
1,KSPO송파(출장A),성인,출장,63,관리자,참가증,20191027,M
1,KSPO송파(출장A),노인,출장,71,관리자,2등급,20191027,M
1,KSPO송파(출장A),성인,출장,36,관리자,참가증,20191027,M
1,KSPO송파(출장A),성인,출장,59,관리자,참가증,20191027,M
2,전주,청소년,출장,15,관리자,참가증,20191017,M
2,전주,청소년,출장,14,관리자,3등급,20191017,M
1,전주,청소년,출장,14,관리자,참가증,20191017,M
2,전주,청소년,출장,13,관리자,3등급,20191017,F
2,전주,청소년,출장,13,관리자,1등급,20191017,F
2,전주,청소년,출장,14,관리자,참가증,20191017,F
2,전주,청소년,출장,14,관리자,참가증,20191017,F
2,전주,청소년,출장,14,관리자,참가증,20191017,F
2,전주,청소년,출장,13,관리자,참가증,20191017,F
1,전주,청소년,출장,14,관리자,참가증,20191017,F
2,전주,청소년,출장,14,관리자,참가증,20191017,F
2,전주,청소년,출장,14,관리자,참가증,20191017,F
2,전주,청소년,출장,14,관리자,2등급,20191017,F
2,전주,청소년,출장,14,관리자,3등급,20191017,M
2,전주,청소년,출장,13,관리자,1등급,20191017,M
2,전주,청소년,출장,14,관리자,참가증,20191017,M
2,전주,청소년,출장,14,관리자,참가증,20191017,M
