TEST_CNT,CENTER_NM,AGE_GBN,TEST_GBN,TEST_AGE,INPUT_GBN,CERT_GBN,TEST_YMD,TEST_SEX
2,창원,성인,출장,57,관리자,2등급,20181201,F
2,창원,성인,출장,37,관리자,2등급,20181201,F
1,삼척,청소년,출장,18,관리자,참가증,20181203,M
1,성남,노인,일반,73,관리자,2등급,20181214,M
2,창원,성인,출장,57,관리자,3등급,20181201,F
2,창원,성인,출장,44,관리자,3등급,20181201,F
2,창원,성인,출장,62,관리자,2등급,20181201,F
2,창원,성인,출장,54,관리자,2등급,20181201,F
2,창원,성인,출장,57,관리자,참가증,20181201,F
12,창원,성인,출장,63,관리자,1등급,20181201,F
2,창원,성인,출장,34,관리자,참가증,20181201,F
2,창원,성인,출장,60,관리자,1등급,20181201,F
2,창원,성인,출장,38,관리자,2등급,20181201,F
10,창원,성인,출장,63,관리자,참가증,20181201,F
2,창원,성인,출장,62,관리자,3등급,20181201,F
2,창원,성인,출장,55,관리자,1등급,20181201,F
2,창원,성인,출장,51,관리자,2등급,20181201,F
2,창원,성인,출장,37,관리자,2등급,20181201,F
2,창원,성인,출장,38,관리자,3등급,20181201,F
2,창원,성인,출장,35,관리자,참가증,20181201,F
2,창원,성인,출장,64,관리자,참가증,20181201,F
2,창원,성인,출장,58,관리자,3등급,20181201,F
2,창원,성인,출장,52,관리자,참가증,20181201,F
5,창원,성인,출장,47,관리자,2등급,20181201,F
3,창원,성인,출장,60,관리자,참가증,20181201,F
2,창원,성인,출장,46,관리자,참가증,20181201,F
3,창원,성인,출장,56,관리자,참가증,20181201,F
8,창원,성인,출장,62,관리자,3등급,20181201,F
3,창원,성인,출장,50,관리자,참가증,20181201,F
8,창원,성인,출장,59,관리자,2등급,20181201,F
2,창원,성인,출장,49,관리자,참가증,20181201,F
1,성동,청소년,출장,15,관리자,참가증,20181205,M
3,창원,성인,출장,50,관리자,3등급,20181201,F
3,창원,성인,출장,50,관리자,참가증,20181201,F
9,창원,노인,출장,65,관리자,2등급,20181201,F
3,창원,노인,출장,67,관리자,3등급,20181201,F
2,창원,성인,출장,41,관리자,참가증,20181201,F
1,성동,청소년,출장,15,관리자,참가증,20181205,F
1,성동,청소년,출장,15,관리자,참가증,20181205,M
1,성동,청소년,출장,15,관리자,참가증,20181205,F
1,성동,청소년,출장,15,관리자,참가증,20181205,M
1,성동,청소년,출장,15,관리자,참가증,20181205,M
1,성동,청소년,출장,15,관리자,참가증,20181205,F
1,성동,청소년,출장,15,관리자,참가증,20181205,F
2,금천,성인,일반,19,관리자,참가증,20181208,F
1,금천,성인,일반,23,관리자,참가증,20181208,F
1,금천,성인,일반,21,관리자,참가증,20181208,M
1,강릉,성인,출장,61,관리자,참가증,20181208,F
1,마포,성인,일반,60,관리자,참가증,20181208,M
1,강릉,노인,출장,76,관리자,참가증,20181208,F
4,원주,청소년,출장,15,관리자,3등급,20181208,M
2,원주,청소년,출장,15,관리자,참가증,20181208,M
1,성동,청소년,출장,15,관리자,참가증,20181205,M
4,원주,청소년,출장,15,관리자,3등급,20181208,M
4,원주,청소년,출장,15,관리자,2등급,20181208,M
4,원주,청소년,출장,15,관리자,참가증,20181208,M
4,원주,청소년,출장,15,관리자,참가증,20181208,M
4,원주,청소년,출장,15,관리자,2등급,20181208,M
4,원주,청소년,출장,15,관리자,1등급,20181208,M
1,청주,노인,일반,66,인바디,3등급,20181208,M
1,마포,노인,출장,81,관리자,참가증,20181204,F
1,춘천,청소년,출장,17,관리자,참가증,20181203,F
4,노원,노인,출장,80,관리자,참가증,20181203,M
1,춘천,청소년,출장,18,관리자,3등급,20181203,F
2,강릉,청소년,일반,18,관리자,3등급,20181203,M
3,노원,노인,출장,77,관리자,3등급,20181203,F
