TEST_CNT,CENTER_NM,AGE_GBN,TEST_GBN,TEST_AGE,INPUT_GBN,CERT_GBN,TEST_YMD,TEST_SEX
1,달서,청소년,출장,14,관리자,참가증,20171023,M
2,목포,청소년,출장,16,관리자,참가증,20171026,F
1,청주,성인,일반,31,인바디,참가증,20171010,M
2,나주,청소년,출장,15,관리자,참가증,20171031,M
4,청주,노인,일반,70,인바디,참가증,20171031,F
1,사하,청소년,출장,15,관리자,3등급,20171031,M
1,부천,성인,일반,51,관리자,참가증,20171031,F
4,청주,노인,일반,68,인바디,참가증,20171031,F
1,오산,성인,출장,21,관리자,참가증,20171031,M
1,사하,청소년,출장,16,관리자,참가증,20171031,M
3,남원,청소년,출장,18,관리자,참가증,20171027,M
11,청주,노인,일반,74,인바디,3등급,20171031,M
1,사하,청소년,출장,16,관리자,참가증,20171031,M
3,남원,청소년,출장,18,관리자,2등급,20171027,M
1,사하,청소년,출장,15,관리자,3등급,20171031,M
1,곡성,성인,출장,41,관리자,참가증,20171029,M
3,남원,청소년,출장,18,관리자,3등급,20171027,M
3,남원,청소년,출장,18,관리자,참가증,20171027,M
1,사하,청소년,출장,16,관리자,참가증,20171031,M
1,곡성,성인,출장,52,관리자,참가증,20171029,M
3,남원,청소년,출장,17,관리자,3등급,20171027,M
1,곡성,성인,출장,49,관리자,참가증,20171029,F
2,화성,성인,일반,38,관리자,참가증,20171031,F
1,안동,청소년,출장,15,관리자,참가증,20171027,M
3,남원,청소년,출장,18,관리자,참가증,20171027,M
1,사하,청소년,출장,16,관리자,참가증,20171031,M
1,곡성,성인,출장,46,관리자,2등급,20171029,F
1,노원,성인,일반,52,인바디,참가증,20171031,F
5,화성,성인,일반,56,관리자,2등급,20171031,F
1,사하,청소년,출장,16,관리자,참가증,20171031,M
1,곡성,성인,출장,39,관리자,3등급,20171029,F
1,동작,노인,출장,74,관리자,3등급,20171031,F
3,남원,청소년,출장,18,관리자,참가증,20171027,M
3,사하,청소년,출장,16,관리자,참가증,20171031,M
2,서구(대전),성인,출장,21,관리자,1등급,20171031,M
1,안동,성인,출장,20,관리자,참가증,20171030,M
1,달서,노인,출장,78,관리자,3등급,20171031,F
1,안동,청소년,출장,14,관리자,2등급,20171027,M
1,전주,청소년,출장,13,관리자,1등급,20171031,M
2,나주,청소년,출장,15,관리자,3등급,20171031,F
1,안동,청소년,출장,18,관리자,참가증,20171030,M
1,사상,성인,출장,32,관리자,참가증,20171031,M
2,서구(대전),성인,출장,20,관리자,참가증,20171031,M
1,사상,성인,출장,25,관리자,참가증,20171031,M
2,서구(대전),성인,출장,21,관리자,3등급,20171031,M
1,안동,청소년,출장,17,관리자,참가증,20171030,M
1,사상,성인,출장,32,관리자,참가증,20171031,M
1,안동,청소년,출장,15,관리자,참가증,20171027,M
1,사상,성인,출장,45,관리자,참가증,20171031,M
2,서구(대전),성인,출장,21,관리자,참가증,20171031,M
2,서구(대전),성인,출장,20,관리자,참가증,20171031,M
2,서구(대전),성인,출장,20,관리자,참가증,20171031,M
2,안동,청소년,출장,17,관리자,참가증,20171030,M
1,안동,청소년,출장,17,관리자,참가증,20171030,M
1,안동,청소년,출장,15,관리자,3등급,20171027,M
2,안동,청소년,출장,18,관리자,참가증,20171030,M
2,안동,청소년,출장,18,관리자,참가증,20171030,M
1,안동,청소년,출장,15,관리자,참가증,20171027,M
1,안동,청소년,출장,15,관리자,3등급,20171027,M
2,안동,청소년,출장,18,관리자,참가증,20171030,M
2,안동,청소년,출장,18,관리자,참가증,20171030,M
1,서구(대전),청소년,출장,16,관리자,참가증,20171024,M
1,서구(대전),청소년,출장,17,관리자,참가증,20171024,M
1,서구(대전),청소년,출장,17,관리자,3등급,20171024,M
1,서구(대전),청소년,출장,17,관리자,참가증,20171024,M
1,서구(대전),청소년,출장,16,관리자,참가증,20171024,M
1,서구(대전),청소년,출장,17,관리자,2등급,20171024,M
1,서구(대전),청소년,출장,17,관리자,참가증,20171024,M
1,서구(대전),청소년,출장,17,관리자,1등급,20171024,M
2,KSPO송파(출장A),성인,출장,56,관리자,3등급,20171031,F
2,서구(대전),청소년,출장,16,관리자,참가증,20171024,M
1,안동,청소년,출장,15,관리자,참가증,20171027,M
2,나주,청소년,출장,16,관리자,3등급,20171031,M
1,서초,노인,출장,71,관리자,참가증,20171031,F
1,서구(대전),청소년,출장,17,관리자,3등급,20171025,M
1,서구(대전),청소년,출장,17,관리자,참가증,20171025,M
1,서구(대전),청소년,출장,17,관리자,참가증,20171025,M
1,서구(대전),청소년,출장,17,관리자,참가증,20171025,M
1,서구(대전),청소년,출장,17,관리자,3등급,20171025,M
1,서구(대전),청소년,출장,17,관리자,참가증,20171025,M
1,서구(대전),청소년,출장,17,관리자,3등급,20171025,M
1,서구(대전),청소년,출장,17,관리자,참가증,20171025,M
1,서구(대전),청소년,출장,17,관리자,참가증,20171025,M
1,서구(대전),청소년,출장,17,관리자,참가증,20171025,M
1,서구(대전),청소년,출장,17,관리자,1등급,20171025,M
1,서구(대전),청소년,출장,17,관리자,참가증,20171025,M
1,서구(대전),청소년,출장,17,관리자,참가증,20171025,M
1,서구(대전),청소년,출장,17,관리자,참가증,20171025,M
1,서구(대전),청소년,출장,17,관리자,참가증,20171025,M
1,서구(대전),청소년,출장,17,관리자,참가증,20171025,M
1,서구(대전),청소년,출장,17,관리자,참가증,20171025,M
1,서구(대전),청소년,출장,17,관리자,참가증,20171025,M
1,서구(대전),청소년,출장,17,관리자,참가증,20171025,M
1,서구(대전),청소년,출장,17,관리자,참가증,20171025,M
1,서구(대전),청소년,출장,16,관리자,참가증,20171025,M
1,서구(대전),청소년,출장,17,관리자,참가증,20171025,M
1,서구(대전),청소년,출장,17,관리자,참가증,20171025,M
1,서구(대전),청소년,출장,17,관리자,참가증,20171025,M
1,서구(대전),청소년,출장,17,관리자,2등급,20171025,M
1,서구(대전),청소년,출장,17,관리자,참가증,20171025,M
1,서구(대전),청소년,출장,17,관리자,참가증,20171025,M
1,달서,노인,출장,79,관리자,참가증,20171031,F
1,동작,노인,출장,69,관리자,2등급,20171031,F
2,남구(부산),청소년,출장,15,관리자,참가증,20171031,M
1,사하,청소년,출장,16,관리자,참가증,20171031,M
1,동작,노인,출장,74,관리자,2등급,20171031,F
1,KSPO송파,성인,일반,32,인바디,3등급,20171031,F
2,남구(부산),청소년,출장,16,관리자,참가증,20171031,M
1,안동,청소년,출장,14,관리자,참가증,20171027,M
1,사하,청소년,출장,16,관리자,참가증,20171031,M
1,KSPO송파,성인,일반,60,인바디,1등급,20171031,M
1,동작,노인,출장,70,관리자,3등급,20171031,F
2,금천,성인,일반,63,관리자,참가증,20171031,M
1,동작,노인,출장,65,관리자,참가증,20171031,F
2,남구(부산),청소년,출장,16,관리자,참가증,20171031,M
1,사하,청소년,출장,16,관리자,3등급,20171031,M
2,남구(부산),청소년,출장,16,관리자,참가증,20171031,M
1,안동,청소년,출장,15,관리자,3등급,20171027,M
2,동작,노인,출장,71,관리자,3등급,20171031,F
3,남원,청소년,출장,18,관리자,3등급,20171027,M
1,사하,청소년,출장,16,관리자,참가증,20171031,M
2,남구(부산),청소년,출장,16,관리자,참가증,20171031,M
2,안동,청소년,출장,18,관리자,참가증,20171030,M
1,안동,청소년,출장,15,관리자,참가증,20171027,M
1,안동,청소년,출장,17,관리자,참가증,20171030,M
2,안동,청소년,출장,17,관리자,참가증,20171030,M
1,안동,청소년,출장,15,관리자,2등급,20171027,M
1,안동,청소년,출장,17,관리자,참가증,20171030,M
2,안동,청소년,출장,17,관리자,참가증,20171030,M
1,사상,성인,출장,47,관리자,참가증,20171031,F
1,안동,청소년,출장,14,관리자,3등급,20171027,M
2,안동,청소년,출장,18,관리자,참가증,20171030,M
1,안동,청소년,출장,17,관리자,참가증,20171030,M
2,안동,청소년,출장,18,관리자,참가증,20171030,M
1,안동,청소년,출장,14,관리자,3등급,20171027,M
2,안동,청소년,출장,18,관리자,참가증,20171030,M
1,안동,청소년,출장,18,관리자,참가증,20171030,M
2,안동,청소년,출장,17,관리자,참가증,20171030,M
1,안동,청소년,출장,15,관리자,1등급,20171027,M
2,안동,청소년,출장,18,관리자,참가증,20171030,M
2,안동,청소년,출장,18,관리자,참가증,20171030,M
2,서구(대전),성인,출장,22,관리자,1등급,20171031,M
1,안동,청소년,출장,17,관리자,참가증,20171030,M
2,안동,청소년,출장,18,관리자,참가증,20171030,M
2,안동,청소년,출장,18,관리자,참가증,20171030,M
1,안동,청소년,출장,15,관리자,참가증,20171027,M
2,서구(대전),성인,출장,21,관리자,참가증,20171031,M
2,안동,청소년,출장,18,관리자,참가증,20171030,M
2,서구(대전),성인,출장,20,관리자,참가증,20171031,M
1,안동,청소년,출장,17,관리자,참가증,20171030,M
2,서구(대전),성인,출장,21,관리자,2등급,20171031,M
1,안동,청소년,출장,15,관리자,참가증,20171027,M
1,안동,청소년,출장,15,관리자,참가증,20171027,M
2,서구(대전),성인,출장,22,관리자,참가증,20171031,M
1,안동,청소년,출장,15,관리자,참가증,20171027,M
1,안동,청소년,출장,14,관리자,참가증,20171027,M
2,나주,청소년,출장,15,관리자,참가증,20171031,F
1,안동,청소년,출장,15,관리자,3등급,20171027,M
2,나주,청소년,출장,13,관리자,참가증,20171031,M
2,나주,청소년,출장,13,관리자,참가증,20171031,F
2,나주,청소년,출장,16,관리자,참가증,20171031,F
1,안동,청소년,출장,14,관리자,참가증,20171027,M
1,안동,청소년,출장,14,관리자,참가증,20171027,M
2,나주,청소년,출장,13,관리자,3등급,20171031,F
1,동작,성인,출장,61,관리자,참가증,20171031,M
2,나주,청소년,출장,16,관리자,참가증,20171031,F
1,달서,노인,출장,75,관리자,참가증,20171031,F
1,안동,청소년,출장,15,관리자,1등급,20171027,M
2,나주,청소년,출장,16,관리자,참가증,20171031,F
2,나주,청소년,출장,13,관리자,참가증,20171031,F
1,KSPO송파(출장A),성인,출장,41,관리자,참가증,20171031,F
2,나주,청소년,출장,14,관리자,참가증,20171031,M
1,안동,청소년,출장,15,관리자,3등급,20171027,M
4,달서,노인,출장,83,관리자,3등급,20171031,M
1,안동,청소년,출장,14,관리자,3등급,20171027,M
1,전주,청소년,출장,13,관리자,1등급,20171031,M
1,안동,청소년,출장,15,관리자,3등급,20171027,M
1,영동,성인,일반,34,관리자,3등급,20171031,M
2,나주,청소년,출장,14,관리자,참가증,20171031,F
1,안동,청소년,출장,15,관리자,참가증,20171027,M
1,안동,청소년,출장,14,관리자,참가증,20171027,M
1,KSPO송파(출장A),성인,출장,39,관리자,참가증,20171031,F
2,나주,청소년,출장,16,관리자,3등급,20171031,F
1,서초,노인,출장,73,관리자,참가증,20171031,F
1,안동,청소년,출장,14,관리자,참가증,20171027,M
1,안동,청소년,출장,15,관리자,참가증,20171027,M
1,달서,노인,출장,68,관리자,참가증,20171031,F
1,안동,청소년,출장,15,관리자,참가증,20171027,M
1,안동,청소년,출장,15,관리자,2등급,20171027,M
1,전주,청소년,출장,13,관리자,참가증,20171031,F
3,화성,성인,일반,28,관리자,참가증,20171031,F
1,사하,청소년,출장,16,관리자,참가증,20171031,M
3,남원,청소년,출장,17,관리자,3등급,20171027,M
5,화성,성인,일반,31,관리자,3등급,20171031,M
1,동작,노인,출장,76,관리자,2등급,20171031,F
1,곡성,성인,출장,49,관리자,참가증,20171029,M
3,남원,청소년,출장,18,관리자,참가증,20171027,M
2,남구(부산),청소년,출장,16,관리자,참가증,20171031,M
1,사하,청소년,출장,16,관리자,참가증,20171031,M
2,남구(부산),청소년,출장,15,관리자,참가증,20171031,M
1,곡성,성인,출장,49,관리자,3등급,20171029,M
1,안동,청소년,출장,14,관리자,참가증,20171027,M
1,사하,청소년,출장,16,관리자,참가증,20171031,M
1,동작,노인,출장,69,관리자,3등급,20171031,F
1,곡성,성인,출장,22,관리자,3등급,20171029,F
3,남원,청소년,출장,18,관리자,참가증,20171027,M
1,서구(대전),청소년,출장,15,관리자,참가증,20171024,M
1,서구(대전),청소년,출장,16,관리자,참가증,20171024,M
1,서구(대전),청소년,출장,16,관리자,참가증,20171024,M
1,서구(대전),청소년,출장,15,관리자,참가증,20171024,M
1,안동,청소년,출장,17,관리자,참가증,20171030,M
1,서구(대전),청소년,출장,16,관리자,참가증,20171024,M
4,남구(부산),청소년,출장,16,관리자,2등급,20171031,M
1,서구(대전),청소년,출장,17,관리자,참가증,20171025,M
1,의정부,성인,일반,35,관리자,참가증,20171031,F
1,서구(대전),청소년,출장,17,관리자,참가증,20171025,M
1,전주,청소년,출장,13,관리자,참가증,20171031,F
1,서구(대전),청소년,출장,17,관리자,참가증,20171025,M
1,서구(대전),청소년,출장,16,관리자,참가증,20171024,M
2,나주,청소년,출장,15,관리자,2등급,20171031,F
1,서구(대전),청소년,출장,17,관리자,참가증,20171025,M
1,안동,청소년,출장,14,관리자,참가증,20171027,M
1,서구(대전),청소년,출장,17,관리자,참가증,20171025,M
1,서구(대전),청소년,출장,16,관리자,참가증,20171024,M
1,서구(대전),청소년,출장,17,관리자,2등급,20171025,M
1,서구(대전),청소년,출장,16,관리자,참가증,20171025,M
1,안동,청소년,출장,15,관리자,참가증,20171027,M
2,남구(부산),청소년,출장,16,관리자,참가증,20171031,M
1,서구(대전),청소년,출장,15,관리자,참가증,20171024,M
2,나주,청소년,출장,15,관리자,참가증,20171031,F
2,나주,청소년,출장,13,관리자,참가증,20171031,M
1,전주,청소년,출장,13,관리자,2등급,20171031,M
1,안동,청소년,출장,14,관리자,참가증,20171027,M
1,안동,청소년,출장,15,관리자,참가증,20171027,M
1,서초,노인,출장,77,관리자,참가증,20171031,F
2,나주,청소년,출장,16,관리자,참가증,20171031,M
1,달서,노인,출장,86,관리자,3등급,20171031,F
2,나주,청소년,출장,15,관리자,참가증,20171031,F
1,안동,청소년,출장,14,관리자,참가증,20171027,M
2,전주,청소년,출장,13,관리자,참가증,20171031,M
2,나주,청소년,출장,15,관리자,참가증,20171031,F
1,달서,성인,출장,61,관리자,참가증,20171031,F
2,나주,청소년,출장,13,관리자,참가증,20171031,F
4,KSPO송파(출장A),성인,출장,50,관리자,2등급,20171031,F
2,나주,청소년,출장,13,관리자,참가증,20171031,M
1,안동,청소년,출장,15,관리자,참가증,20171027,M
1,금천,성인,일반,40,관리자,3등급,20171031,F
1,안동,청소년,출장,13,관리자,참가증,20171027,M
3,남원,청소년,출장,17,관리자,참가증,20171027,M
1,오산,성인,출장,20,관리자,참가증,20171031,M
1,오산,성인,출장,22,관리자,참가증,20171031,M
3,남원,청소년,출장,18,관리자,참가증,20171027,M
1,사하,청소년,출장,16,관리자,3등급,20171031,M
1,곡성,성인,출장,51,관리자,2등급,20171029,F
16,서구(대전),노인,일반,74,관리자,참가증,20171031,M
2,나주,청소년,출장,15,관리자,2등급,20171031,F
1,영동,성인,일반,25,관리자,3등급,20171031,F
1,오산,성인,출장,21,관리자,3등급,20171031,M
2,남구(부산),청소년,출장,16,관리자,3등급,20171031,M
1,동작,노인,출장,74,관리자,참가증,20171031,F
3,남원,청소년,출장,18,관리자,참가증,20171027,M
1,곡성,성인,출장,45,관리자,참가증,20171029,M
3,성동,청소년,출장,15,관리자,참가증,20171026,M
2,남구(부산),청소년,출장,15,관리자,2등급,20171031,M
3,남원,청소년,출장,17,관리자,참가증,20171027,M
3,청주,성인,일반,54,인바디,3등급,20171031,F
1,곡성,성인,출장,37,관리자,2등급,20171029,F
3,남원,청소년,출장,17,관리자,3등급,20171027,M
1,화성,노인,출장,77,관리자,3등급,20171027,F
1,안동,청소년,출장,15,관리자,3등급,20171027,M
2,남구(부산),청소년,출장,15,관리자,참가증,20171031,M
1,오산,성인,출장,21,관리자,참가증,20171031,M
1,안동,청소년,출장,15,관리자,참가증,20171027,M
1,동작,노인,출장,72,관리자,참가증,20171031,F
3,남원,청소년,출장,18,관리자,3등급,20171027,M
1,전주,청소년,출장,13,관리자,참가증,20171031,F
1,오산,성인,출장,21,관리자,3등급,20171031,M
1,서구(대전),성인,출장,22,관리자,참가증,20171031,M
1,안동,청소년,출장,17,관리자,참가증,20171030,M
2,서구(대전),성인,출장,22,관리자,2등급,20171031,M
1,안동,청소년,출장,15,관리자,참가증,20171027,M
1,안동,청소년,출장,17,관리자,참가증,20171030,M
1,서초,노인,출장,66,관리자,참가증,20171031,F
2,서구(대전),성인,출장,22,관리자,1등급,20171031,M
1,사상,성인,출장,30,관리자,참가증,20171031,F
1,안동,청소년,출장,17,관리자,참가증,20171030,M
2,나주,청소년,출장,17,관리자,3등급,20171031,F
2,서구(대전),성인,출장,22,관리자,참가증,20171031,M
1,안동,청소년,출장,17,관리자,참가증,20171030,M
1,사상,성인,출장,30,관리자,3등급,20171031,F
1,안동,청소년,출장,17,관리자,참가증,20171030,M
1,안동,청소년,출장,17,관리자,참가증,20171030,M
1,안동,청소년,출장,15,관리자,참가증,20171027,M
1,안동,청소년,출장,17,관리자,참가증,20171030,M
1,사상,성인,출장,48,관리자,참가증,20171031,M
1,안동,청소년,출장,18,관리자,참가증,20171030,M
2,나주,청소년,출장,17,관리자,참가증,20171031,M
2,서구(대전),성인,출장,22,관리자,참가증,20171031,M
1,안동,청소년,출장,15,관리자,참가증,20171027,M
1,사상,성인,출장,30,관리자,참가증,20171031,F
