TEST_CNT,CENTER_NM,AGE_GBN,TEST_GBN,TEST_AGE,INPUT_GBN,CERT_GBN,TEST_YMD,TEST_SEX
5,청주,노인,일반,71,인바디,1등급,20180903,F
1,삼척,청소년,출장,16,관리자,2등급,20180927,M
1,삼척,청소년,출장,16,관리자,참가증,20180927,M
3,원주,성인,일반,52,인바디,참가증,20180921,M
3,영동,청소년,출장,16,관리자,참가증,20180912,F
1,증평,청소년,출장,13,관리자,3등급,20180919,M
3,제주,청소년,출장,16,관리자,참가증,20180920,M
2,창원,성인,출장,52,관리자,3등급,20180920,F
1,춘천,성인,출장,49,관리자,참가증,20180920,F
1,천안,청소년,출장,14,관리자,참가증,20180917,M
2,전주,청소년,출장,14,관리자,참가증,20180920,M
1,마포,성인,출장,37,관리자,2등급,20180920,M
2,전주,청소년,출장,14,관리자,2등급,20180920,M
1,전주,청소년,출장,13,관리자,참가증,20180920,M
1,마포,성인,출장,24,관리자,3등급,20180920,F
6,창원,성인,출장,61,관리자,3등급,20180920,F
1,증평,노인,출장,68,관리자,참가증,20180920,F
2,의정부,성인,일반,59,관리자,참가증,20180920,F
1,천안,청소년,출장,15,관리자,참가증,20180917,M
2,목포,청소년,출장,17,관리자,3등급,20180917,M
2,전주,청소년,출장,13,관리자,참가증,20180920,M
1,사하,청소년,출장,15,관리자,3등급,20180920,M
2,사하,청소년,출장,16,관리자,참가증,20180920,M
4,사하,청소년,출장,17,관리자,3등급,20180920,M
2,삼척,노인,출장,72,관리자,참가증,20180920,F
1,증평,노인,출장,69,관리자,참가증,20180920,F
1,전주,청소년,출장,13,관리자,참가증,20180920,M
1,연수,청소년,출장,16,관리자,1등급,20180913,F
1,서초,성인,출장,19,관리자,참가증,20180921,F
2,증평,성인,일반,60,관리자,참가증,20180921,F
1,청주,성인,일반,63,인바디,참가증,20180921,F
2,영동,성인,일반,28,관리자,참가증,20180920,M
1,연수,청소년,출장,16,관리자,1등급,20180913,M
6,영동,성인,일반,57,관리자,3등급,20180920,F
12,영동,성인,일반,57,관리자,3등급,20180921,F
1,천안,청소년,출장,14,관리자,2등급,20180919,M
1,천안,청소년,출장,14,관리자,3등급,20180919,M
