년도,광역,기초,시구only,경찰서,연령,항목,인구수
2018,부산,북구,북구,광주북부경찰서,00~06세,남,13085
2018,부산,북구,북구,광주북부경찰서,00~06세,여,12353
2018,부산,북구,북구,광주북부경찰서,13~15세,남,6774
2018,부산,북구,북구,광주북부경찰서,13~15세,여,6033
2018,부산,북구,북구,광주북부경찰서,16~20세,남,15667
2018,부산,북구,북구,광주북부경찰서,16~20세,여,14727
2018,부산,북구,북구,광주북부경찰서,21~30세,남,35591
2018,부산,북구,북구,광주북부경찰서,21~30세,여,31870
2018,부산,북구,북구,광주북부경찰서,31~40세,남,32361
2018,부산,북구,북구,광주북부경찰서,31~40세,여,30382
2018,부산,북구,북구,광주북부경찰서,41~50세,남,36324
2018,부산,북구,북구,광주북부경찰서,41~50세,여,36509
2018,부산,북구,북구,광주북부경찰서,51~60세,남,35862
2018,부산,북구,북구,광주북부경찰서,51~60세,여,37496
2018,부산,북구,북구,광주북부경찰서,61~세,남,36210
2018,부산,북구,북구,광주북부경찰서,61~세,여,44852
2018,부산,북구,북구,광주북부경찰서,07~12세,남,12526
2018,부산,북구,북구,광주북부경찰서,07~12세,여,11401
2018,부산,서구,서구,광주서부경찰서,00~06세,남,8473
2018,부산,서구,서구,광주서부경찰서,00~06세,여,7861
2018,부산,서구,서구,광주서부경찰서,13~15세,남,4988
2018,부산,서구,서구,광주서부경찰서,13~15세,여,4551
2018,부산,서구,서구,광주서부경찰서,16~20세,남,10342
2018,부산,서구,서구,광주서부경찰서,16~20세,여,9145
2018,부산,서구,서구,광주서부경찰서,21~30세,남,21607
2018,부산,서구,서구,광주서부경찰서,21~30세,여,20575
2018,부산,서구,서구,광주서부경찰서,31~40세,남,20768
2018,부산,서구,서구,광주서부경찰서,31~40세,여,21197
2018,부산,서구,서구,광주서부경찰서,41~50세,남,26581
2018,부산,서구,서구,광주서부경찰서,41~50세,여,27737
2018,부산,서구,서구,광주서부경찰서,51~60세,남,23782
2018,부산,서구,서구,광주서부경찰서,51~60세,여,24561
2018,부산,서구,서구,광주서부경찰서,61~세,남,23397
2018,부산,서구,서구,광주서부경찰서,61~세,여,29088
2018,부산,서구,서구,광주서부경찰서,07~12세,남,9171
2018,부산,서구,서구,광주서부경찰서,07~12세,여,8365
2018,부산,남구,남구,광주남부경찰서,00~06세,남,2630
2018,부산,남구,남구,광주남부경찰서,00~06세,여,2527
2018,부산,남구,남구,광주남부경찰서,13~15세,남,1458
2018,부산,남구,남구,광주남부경찰서,13~15세,여,1353
2018,부산,남구,남구,광주남부경찰서,16~20세,남,3790
2018,부산,남구,남구,광주남부경찰서,16~20세,여,3984
2018,부산,남구,남구,광주남부경찰서,21~30세,남,10944
2018,부산,남구,남구,광주남부경찰서,21~30세,여,10161
2018,부산,남구,남구,광주남부경찰서,31~40세,남,9496
2018,부산,남구,남구,광주남부경찰서,31~40세,여,8864
2018,부산,남구,남구,광주남부경찰서,41~50세,남,11136
2018,부산,남구,남구,광주남부경찰서,41~50세,여,11010
2018,부산,남구,남구,광주남부경찰서,51~60세,남,12237
2018,부산,남구,남구,광주남부경찰서,51~60세,여,13639
2018,부산,남구,남구,광주남부경찰서,61~세,남,17851
2018,부산,남구,남구,광주남부경찰서,61~세,여,24187
2018,부산,남구,남구,광주남부경찰서,07~12세,남,2555
2018,부산,남구,남구,광주남부경찰서,07~12세,여,2310
2018,대구,달서구,달서구,,00~06세,남,15399
2018,대구,달서구,달서구,,00~06세,여,14555
2018,대구,달서구,달서구,,13~15세,남,8736
2018,대구,달서구,달서구,,13~15세,여,7960
2018,대구,달서구,달서구,,16~20세,남,20445
2018,대구,달서구,달서구,,16~20세,여,18291
2018,대구,달서구,달서구,,21~30세,남,44644
2018,대구,달서구,달서구,,21~30세,여,37170
2018,대구,달서구,달서구,,31~40세,남,38704
2018,대구,달서구,달서구,,31~40세,여,36869
2018,대구,달서구,달서구,,41~50세,남,48643
2018,대구,달서구,달서구,,41~50세,여,51983
2018,대구,달서구,달서구,,51~60세,남,50266
2018,대구,달서구,달서구,,51~60세,여,52298
2018,대구,달서구,달서구,,61~세,남,44899
2018,대구,달서구,달서구,,61~세,여,55174
2018,대구,달서구,달서구,,07~12세,남,15870
2018,대구,달서구,달서구,,07~12세,여,14840
2018,대구,달성군,달성군,대구달성경찰서,00~06세,남,10964
2018,대구,달성군,달성군,대구달성경찰서,00~06세,여,10759
2018,대구,달성군,달성군,대구달성경찰서,13~15세,남,3409
2018,대구,달성군,달성군,대구달성경찰서,13~15세,여,3088
2018,대구,달성군,달성군,대구달성경찰서,16~20세,남,6621
2018,대구,달성군,달성군,대구달성경찰서,16~20세,여,5297
2018,대구,달성군,달성군,대구달성경찰서,21~30세,남,17732
2018,대구,달성군,달성군,대구달성경찰서,21~30세,여,13625
2018,대구,달성군,달성군,대구달성경찰서,31~40세,남,24362
2018,대구,달성군,달성군,대구달성경찰서,31~40세,여,21820
2018,대구,달성군,달성군,대구달성경찰서,41~50세,남,21182
2018,대구,달성군,달성군,대구달성경찰서,41~50세,여,19517
2018,대구,달성군,달성군,대구달성경찰서,51~60세,남,18831
2018,대구,달성군,달성군,대구달성경찰서,51~60세,여,18933
2018,대구,달성군,달성군,대구달성경찰서,61~세,남,17510
2018,대구,달성군,달성군,대구달성경찰서,61~세,여,21797
2018,대구,달성군,달성군,대구달성경찰서,07~12세,남,7858
2018,대구,달성군,달성군,대구달성경찰서,07~12세,여,7448
2018,부산,동구,동구,광주동부경찰서,00~06세,남,10211
2018,부산,동구,동구,광주동부경찰서,00~06세,여,9716
2018,부산,동구,동구,광주동부경찰서,13~15세,남,4098
2018,부산,동구,동구,광주동부경찰서,13~15세,여,3700
2018,부산,동구,동구,광주동부경찰서,16~20세,남,8678
2018,부산,동구,동구,광주동부경찰서,16~20세,여,7249
2018,부산,동구,동구,광주동부경찰서,21~30세,남,22602
2018,부산,동구,동구,광주동부경찰서,21~30세,여,19528
2018,부산,동구,동구,광주동부경찰서,31~40세,남,24947
2018,부산,동구,동구,광주동부경찰서,31~40세,여,23637
2018,부산,동구,동구,광주동부경찰서,41~50세,남,27169
2018,부산,동구,동구,광주동부경찰서,41~50세,여,25997
2018,부산,동구,동구,광주동부경찰서,51~60세,남,27269
2018,부산,동구,동구,광주동부경찰서,51~60세,여,29939
2018,부산,동구,동구,광주동부경찰서,61~세,남,35256
2018,부산,동구,동구,광주동부경찰서,61~세,여,45966
2018,부산,동구,동구,광주동부경찰서,07~12세,남,8582
2018,부산,동구,동구,광주동부경찰서,07~12세,여,7852
2018,부산,북구,북구,광주북부경찰서,00~06세,남,12834
2018,부산,북구,북구,광주북부경찰서,00~06세,여,12369
2018,부산,북구,북구,광주북부경찰서,13~15세,남,6852
2018,부산,북구,북구,광주북부경찰서,13~15세,여,6253
2018,부산,북구,북구,광주북부경찰서,16~20세,남,15497
2018,부산,북구,북구,광주북부경찰서,16~20세,여,14803
2018,부산,북구,북구,광주북부경찰서,21~30세,남,35433
2018,부산,북구,북구,광주북부경찰서,21~30세,여,28814
2018,부산,북구,북구,광주북부경찰서,31~40세,남,30262
2018,부산,북구,북구,광주북부경찰서,31~40세,여,28967
2018,부산,북구,북구,광주북부경찰서,41~50세,남,38641
2018,부산,북구,북구,광주북부경찰서,41~50세,여,39817
2018,부산,북구,북구,광주북부경찰서,51~60세,남,36329
2018,부산,북구,북구,광주북부경찰서,51~60세,여,36403
2018,부산,북구,북구,광주북부경찰서,61~세,남,34018
2018,부산,북구,북구,광주북부경찰서,61~세,여,43484
2018,부산,북구,북구,광주북부경찰서,07~12세,남,12382
2018,부산,북구,북구,광주북부경찰서,07~12세,여,11601
2018,부산,서구,서구,광주서부경찰서,00~06세,남,3251
2018,부산,서구,서구,광주서부경찰서,00~06세,여,3155
2018,부산,서구,서구,광주서부경찰서,13~15세,남,1862
2018,부산,서구,서구,광주서부경찰서,13~15세,여,1610
2018,부산,서구,서구,광주서부경찰서,16~20세,남,4965
2018,부산,서구,서구,광주서부경찰서,16~20세,여,4033
2018,부산,서구,서구,광주서부경찰서,21~30세,남,13982
2018,부산,서구,서구,광주서부경찰서,21~30세,여,10814
2018,부산,서구,서구,광주서부경찰서,31~40세,남,11720
2018,부산,서구,서구,광주서부경찰서,31~40세,여,9468
2018,부산,서구,서구,광주서부경찰서,41~50세,남,14390
2018,부산,서구,서구,광주서부경찰서,41~50세,여,13074
2018,부산,서구,서구,광주서부경찰서,51~60세,남,18039
2018,부산,서구,서구,광주서부경찰서,51~60세,여,18759
2018,부산,서구,서구,광주서부경찰서,61~세,남,21091
2018,부산,서구,서구,광주서부경찰서,61~세,여,27729
2018,부산,서구,서구,광주서부경찰서,07~12세,남,3004
2018,부산,서구,서구,광주서부경찰서,07~12세,여,2911
2018,대구,수성구,수성구,대구수성경찰서,00~06세,남,9832
2018,대구,수성구,수성구,대구수성경찰서,00~06세,여,9318
2018,대구,수성구,수성구,대구수성경찰서,13~15세,남,8470
2018,대구,수성구,수성구,대구수성경찰서,13~15세,여,7387
2018,대구,수성구,수성구,대구수성경찰서,16~20세,남,16119
2018,대구,수성구,수성구,대구수성경찰서,16~20세,여,13737
2018,대구,수성구,수성구,대구수성경찰서,21~30세,남,26857
2018,대구,수성구,수성구,대구수성경찰서,21~30세,여,22949
2018,대구,수성구,수성구,대구수성경찰서,31~40세,남,21750
2018,대구,수성구,수성구,대구수성경찰서,31~40세,여,24445
2018,대구,수성구,수성구,대구수성경찰서,41~50세,남,36712
2018,대구,수성구,수성구,대구수성경찰서,41~50세,여,42820
2018,대구,수성구,수성구,대구수성경찰서,51~60세,남,34981
2018,대구,수성구,수성구,대구수성경찰서,51~60세,여,36143
2018,대구,수성구,수성구,대구수성경찰서,61~세,남,35700
2018,대구,수성구,수성구,대구수성경찰서,61~세,여,45488
2018,대구,수성구,수성구,대구수성경찰서,07~12세,남,13611
2018,대구,수성구,수성구,대구수성경찰서,07~12세,여,12515
2018,서울,중구,중구,대구중부경찰서,00~06세,남,2111
2018,서울,중구,중구,대구중부경찰서,00~06세,여,1988
2018,서울,중구,중구,대구중부경찰서,13~15세,남,709
2018,서울,중구,중구,대구중부경찰서,13~15세,여,707
2018,서울,중구,중구,대구중부경찰서,16~20세,남,1569
2018,서울,중구,중구,대구중부경찰서,16~20세,여,1657
2018,서울,중구,중구,대구중부경찰서,21~30세,남,5973
2018,서울,중구,중구,대구중부경찰서,21~30세,여,5905
2018,서울,중구,중구,대구중부경찰서,31~40세,남,5914
2018,서울,중구,중구,대구중부경찰서,31~40세,여,5523
2018,서울,중구,중구,대구중부경찰서,41~50세,남,5674
2018,서울,중구,중구,대구중부경찰서,41~50세,여,5449
2018,서울,중구,중구,대구중부경찰서,51~60세,남,5653
2018,서울,중구,중구,대구중부경찰서,51~60세,여,5957
2018,서울,중구,중구,대구중부경찰서,61~세,남,8086
2018,서울,중구,중구,대구중부경찰서,61~세,여,11127
2018,서울,중구,중구,대구중부경찰서,07~12세,남,1520
2018,서울,중구,중구,대구중부경찰서,07~12세,여,1413
2018,대전,대덕구,대덕구,,00~06세,남,4403
2018,대전,대덕구,대덕구,,00~06세,여,4272
2018,대전,대덕구,대덕구,,13~15세,남,2669
2018,대전,대덕구,대덕구,,13~15세,여,2454
2018,대전,대덕구,대덕구,,16~20세,남,6372
2018,대전,대덕구,대덕구,,16~20세,여,6162
2018,대전,대덕구,대덕구,,21~30세,남,14886
2018,대전,대덕구,대덕구,,21~30세,여,12091
2018,대전,대덕구,대덕구,,31~40세,남,12056
2018,대전,대덕구,대덕구,,31~40세,여,10765
2018,대전,대덕구,대덕구,,41~50세,남,15988
2018,대전,대덕구,대덕구,,41~50세,여,15661
2018,대전,대덕구,대덕구,,51~60세,남,16477
2018,대전,대덕구,대덕구,,51~60세,여,16024
2018,대전,대덕구,대덕구,,61~세,남,15719
2018,대전,대덕구,대덕구,,61~세,여,19052
2018,대전,대덕구,대덕구,,07~12세,남,4824
2018,대전,대덕구,대덕구,,07~12세,여,4433
2018,부산,동구,동구,광주동부경찰서,00~06세,남,5923
2018,부산,동구,동구,광주동부경찰서,00~06세,여,5581
2018,부산,동구,동구,광주동부경찰서,13~15세,남,3019
2018,부산,동구,동구,광주동부경찰서,13~15세,여,2786
2018,부산,동구,동구,광주동부경찰서,16~20세,남,9527
2018,부산,동구,동구,광주동부경찰서,16~20세,여,9236
2018,부산,동구,동구,광주동부경찰서,21~30세,남,20094
2018,부산,동구,동구,광주동부경찰서,21~30세,여,16081
2018,부산,동구,동구,광주동부경찰서,31~40세,남,15513
2018,부산,동구,동구,광주동부경찰서,31~40세,여,14098
2018,부산,동구,동구,광주동부경찰서,41~50세,남,18657
2018,부산,동구,동구,광주동부경찰서,41~50세,여,16991
2018,부산,동구,동구,광주동부경찰서,51~60세,남,18289
2018,부산,동구,동구,광주동부경찰서,51~60세,여,18351
2018,부산,동구,동구,광주동부경찰서,61~세,남,22927
2018,부산,동구,동구,광주동부경찰서,61~세,여,28728
2018,부산,동구,동구,광주동부경찰서,07~12세,남,5884
2018,부산,동구,동구,광주동부경찰서,07~12세,여,5612
2018,부산,서구,서구,광주서부경찰서,00~06세,남,14600
2018,부산,서구,서구,광주서부경찰서,00~06세,여,13606
2018,부산,서구,서구,광주서부경찰서,13~15세,남,7710
2018,부산,서구,서구,광주서부경찰서,13~15세,여,7330
2018,부산,서구,서구,광주서부경찰서,16~20세,남,16640
2018,부산,서구,서구,광주서부경찰서,16~20세,여,16603
2018,부산,서구,서구,광주서부경찰서,21~30세,남,38401
2018,부산,서구,서구,광주서부경찰서,21~30세,여,36467
2018,부산,서구,서구,광주서부경찰서,31~40세,남,34965
2018,부산,서구,서구,광주서부경찰서,31~40세,여,34860
2018,부산,서구,서구,광주서부경찰서,41~50세,남,40236
2018,부산,서구,서구,광주서부경찰서,41~50세,여,43362
2018,부산,서구,서구,광주서부경찰서,51~60세,남,36628
2018,부산,서구,서구,광주서부경찰서,51~60세,여,38620
2018,부산,서구,서구,광주서부경찰서,61~세,남,34906
2018,부산,서구,서구,광주서부경찰서,61~세,여,42084
2018,부산,서구,서구,광주서부경찰서,07~12세,남,14042
2018,부산,서구,서구,광주서부경찰서,07~12세,여,13432
2018,대전,유성구,유성구,대전유성경찰서,00~06세,남,13878
2018,대전,유성구,유성구,대전유성경찰서,00~06세,여,12992
2018,대전,유성구,유성구,대전유성경찰서,13~15세,남,5850
2018,대전,유성구,유성구,대전유성경찰서,13~15세,여,5186
2018,대전,유성구,유성구,대전유성경찰서,16~20세,남,14610
2018,대전,유성구,유성구,대전유성경찰서,16~20세,여,12115
2018,대전,유성구,유성구,대전유성경찰서,21~30세,남,35428
2018,대전,유성구,유성구,대전유성경찰서,21~30세,여,26527
2018,대전,유성구,유성구,대전유성경찰서,31~40세,남,30776
2018,대전,유성구,유성구,대전유성경찰서,31~40세,여,29501
2018,대전,유성구,유성구,대전유성경찰서,41~50세,남,30913
2018,대전,유성구,유성구,대전유성경찰서,41~50세,여,31289
2018,대전,유성구,유성구,대전유성경찰서,51~60세,남,25343
2018,대전,유성구,유성구,대전유성경찰서,51~60세,여,24921
2018,대전,유성구,유성구,대전유성경찰서,61~세,남,19935
2018,대전,유성구,유성구,대전유성경찰서,61~세,여,23283
2018,대전,유성구,유성구,대전유성경찰서,07~12세,남,12008
2018,대전,유성구,유성구,대전유성경찰서,07~12세,여,11278
2018,서울,중구,중구,대구중부경찰서,00~06세,남,6028
2018,서울,중구,중구,대구중부경찰서,00~06세,여,5765
2018,서울,중구,중구,대구중부경찰서,13~15세,남,3399
2018,서울,중구,중구,대구중부경찰서,13~15세,여,3191
2018,서울,중구,중구,대구중부경찰서,16~20세,남,7350
2018,서울,중구,중구,대구중부경찰서,16~20세,여,6261
2018,서울,중구,중구,대구중부경찰서,21~30세,남,15802
2018,서울,중구,중구,대구중부경찰서,21~30세,여,14910
2018,서울,중구,중구,대구중부경찰서,31~40세,남,15344
2018,서울,중구,중구,대구중부경찰서,31~40세,여,15077
2018,서울,중구,중구,대구중부경찰서,41~50세,남,19989
2018,서울,중구,중구,대구중부경찰서,41~50세,여,19647
2018,서울,중구,중구,대구중부경찰서,51~60세,남,19111
2018,서울,중구,중구,대구중부경찰서,51~60세,여,19749
2018,서울,중구,중구,대구중부경찰서,61~세,남,24591
2018,서울,중구,중구,대구중부경찰서,61~세,여,30773
2018,서울,중구,중구,대구중부경찰서,07~12세,남,6325
2018,서울,중구,중구,대구중부경찰서,07~12세,여,5972
2018,서울,강서구,강서구,부산강서경찰서,00~06세,남,6974
2018,서울,강서구,강서구,부산강서경찰서,00~06세,여,6621
2018,서울,강서구,강서구,부산강서경찰서,13~15세,남,1357
2018,서울,강서구,강서구,부산강서경찰서,13~15세,여,1234
2018,서울,강서구,강서구,부산강서경찰서,16~20세,남,2103
2018,서울,강서구,강서구,부산강서경찰서,16~20세,여,1790
2018,서울,강서구,강서구,부산강서경찰서,21~30세,남,8100
2018,서울,강서구,강서구,부산강서경찰서,21~30세,여,5771
2018,서울,강서구,강서구,부산강서경찰서,31~40세,남,15598
2018,서울,강서구,강서구,부산강서경찰서,31~40세,여,12714
2018,서울,강서구,강서구,부산강서경찰서,41~50세,남,9887
2018,서울,강서구,강서구,부산강서경찰서,41~50세,여,7595
2018,서울,강서구,강서구,부산강서경찰서,51~60세,남,7567
2018,서울,강서구,강서구,부산강서경찰서,51~60세,여,7678
2018,서울,강서구,강서구,부산강서경찰서,61~세,남,8644
2018,서울,강서구,강서구,부산강서경찰서,61~세,여,9664
2018,서울,강서구,강서구,부산강서경찰서,07~12세,남,4059
2018,서울,강서구,강서구,부산강서경찰서,07~12세,여,3995
2018,부산,금정구,금정구,부산금정경찰서,00~06세,남,5064
2018,부산,금정구,금정구,부산금정경찰서,00~06세,여,4753
2018,부산,금정구,금정구,부산금정경찰서,13~15세,남,2739
2018,부산,금정구,금정구,부산금정경찰서,13~15세,여,2546
2018,부산,금정구,금정구,부산금정경찰서,16~20세,남,7926
2018,부산,금정구,금정구,부산금정경찰서,16~20세,여,8429
2018,부산,금정구,금정구,부산금정경찰서,21~30세,남,21453
2018,부산,금정구,금정구,부산금정경찰서,21~30세,여,18270
2018,부산,금정구,금정구,부산금정경찰서,31~40세,남,14862
2018,부산,금정구,금정구,부산금정경찰서,31~40세,여,13928
2018,부산,금정구,금정구,부산금정경찰서,41~50세,남,17100
2018,부산,금정구,금정구,부산금정경찰서,41~50세,여,17936
2018,부산,금정구,금정구,부산금정경찰서,51~60세,남,20280
2018,부산,금정구,금정구,부산금정경찰서,51~60세,여,22878
2018,부산,금정구,금정구,부산금정경찰서,61~세,남,26617
2018,부산,금정구,금정구,부산금정경찰서,61~세,여,33505
2018,부산,금정구,금정구,부산금정경찰서,07~12세,남,5094
2018,부산,금정구,금정구,부산금정경찰서,07~12세,여,4591
2018,부산,기장군,기장군,부산기장경찰서,00~06세,남,7019
2018,부산,기장군,기장군,부산기장경찰서,00~06세,여,6750
2018,부산,기장군,기장군,부산기장경찰서,13~15세,남,2479
2018,부산,기장군,기장군,부산기장경찰서,13~15세,여,2221
2018,부산,기장군,기장군,부산기장경찰서,16~20세,남,3918
2018,부산,기장군,기장군,부산기장경찰서,16~20세,여,3457
2018,부산,기장군,기장군,부산기장경찰서,21~30세,남,8343
2018,부산,기장군,기장군,부산기장경찰서,21~30세,여,7159
2018,부산,기장군,기장군,부산기장경찰서,31~40세,남,13990
2018,부산,기장군,기장군,부산기장경찰서,31~40세,여,14031
2018,부산,기장군,기장군,부산기장경찰서,41~50세,남,14366
2018,부산,기장군,기장군,부산기장경찰서,41~50세,여,13291
2018,부산,기장군,기장군,부산기장경찰서,51~60세,남,10241
2018,부산,기장군,기장군,부산기장경찰서,51~60세,여,10808
2018,부산,기장군,기장군,부산기장경찰서,61~세,남,13329
2018,부산,기장군,기장군,부산기장경찰서,61~세,여,17884
2018,부산,기장군,기장군,부산기장경찰서,07~12세,남,5677
2018,부산,기장군,기장군,부산기장경찰서,07~12세,여,5372
2018,부산,남구,남구,광주남부경찰서,00~06세,남,6866
2018,부산,남구,남구,광주남부경찰서,00~06세,여,6522
2018,부산,남구,남구,광주남부경찰서,13~15세,남,3470
2018,부산,남구,남구,광주남부경찰서,13~15세,여,3263
2018,부산,남구,남구,광주남부경찰서,16~20세,남,9591
2018,부산,남구,남구,광주남부경찰서,16~20세,여,9429
2018,부산,남구,남구,광주남부경찰서,21~30세,남,21769
2018,부산,남구,남구,광주남부경찰서,21~30세,여,18452
2018,부산,남구,남구,광주남부경찰서,31~40세,남,17992
2018,부산,남구,남구,광주남부경찰서,31~40세,여,17431
2018,부산,남구,남구,광주남부경찰서,41~50세,남,22187
2018,부산,남구,남구,광주남부경찰서,41~50세,여,22033
2018,부산,남구,남구,광주남부경찰서,51~60세,남,21157
2018,부산,남구,남구,광주남부경찰서,51~60세,여,23237
2018,부산,남구,남구,광주남부경찰서,61~세,남,29258
2018,부산,남구,남구,광주남부경찰서,61~세,여,36782
2018,부산,남구,남구,광주남부경찰서,07~12세,남,6737
2018,부산,남구,남구,광주남부경찰서,07~12세,여,6469
2018,부산,동구,동구,광주동부경찰서,00~06세,남,1464
2018,부산,동구,동구,광주동부경찰서,00~06세,여,1318
2018,부산,동구,동구,광주동부경찰서,13~15세,남,762
2018,부산,동구,동구,광주동부경찰서,13~15세,여,649
2018,부산,동구,동구,광주동부경찰서,16~20세,남,1878
2018,부산,동구,동구,광주동부경찰서,16~20세,여,1753
2018,부산,동구,동구,광주동부경찰서,21~30세,남,5224
2018,부산,동구,동구,광주동부경찰서,21~30세,여,5000
2018,부산,동구,동구,광주동부경찰서,31~40세,남,5573
2018,부산,동구,동구,광주동부경찰서,31~40세,여,4565
2018,부산,동구,동구,광주동부경찰서,41~50세,남,6379
2018,부산,동구,동구,광주동부경찰서,41~50세,여,5646
2018,부산,동구,동구,광주동부경찰서,51~60세,남,7189
2018,부산,동구,동구,광주동부경찰서,51~60세,여,7483
2018,부산,동구,동구,광주동부경찰서,61~세,남,11520
2018,부산,동구,동구,광주동부경찰서,61~세,여,15628
2018,부산,동구,동구,광주동부경찰서,07~12세,남,1269
2018,부산,동구,동구,광주동부경찰서,07~12세,여,1257
2018,부산,동래구,동래구,부산동래경찰서,00~06세,남,6429
2018,부산,동래구,동래구,부산동래경찰서,00~06세,여,6002
2018,부산,동래구,동래구,부산동래경찰서,13~15세,남,3667
2018,부산,동래구,동래구,부산동래경찰서,13~15세,여,3290
2018,부산,동래구,동래구,부산동래경찰서,16~20세,남,7208
2018,부산,동래구,동래구,부산동래경찰서,16~20세,여,6306
2018,부산,동래구,동래구,부산동래경찰서,21~30세,남,16467
2018,부산,동래구,동래구,부산동래경찰서,21~30세,여,14874
2018,부산,동래구,동래구,부산동래경찰서,31~40세,남,16682
2018,부산,동래구,동래구,부산동래경찰서,31~40세,여,16664
2018,부산,동래구,동래구,부산동래경찰서,41~50세,남,20509
2018,부산,동래구,동래구,부산동래경찰서,41~50세,여,21763
2018,부산,동래구,동래구,부산동래경찰서,51~60세,남,20803
2018,부산,동래구,동래구,부산동래경찰서,51~60세,여,23711
2018,부산,동래구,동래구,부산동래경찰서,61~세,남,27299
2018,부산,동래구,동래구,부산동래경찰서,61~세,여,33516
2018,부산,동래구,동래구,부산동래경찰서,07~12세,남,6896
2018,부산,동래구,동래구,부산동래경찰서,07~12세,여,6300
2018,부산,부산진구,부산진구,부산진경찰서,00~06세,남,8377
2018,부산,부산진구,부산진구,부산진경찰서,00~06세,여,7979
2018,부산,부산진구,부산진구,부산진경찰서,13~15세,남,3698
2018,부산,부산진구,부산진구,부산진경찰서,13~15세,여,3484
2018,부산,부산진구,부산진구,부산진경찰서,16~20세,남,9262
2018,부산,부산진구,부산진구,부산진경찰서,16~20세,여,10008
2018,부산,부산진구,부산진구,부산진경찰서,21~30세,남,26559
2018,부산,부산진구,부산진구,부산진경찰서,21~30세,여,26613
2018,부산,부산진구,부산진구,부산진경찰서,31~40세,남,25339
2018,부산,부산진구,부산진구,부산진경찰서,31~40세,여,24282
2018,부산,부산진구,부산진구,부산진경찰서,41~50세,남,26454
2018,부산,부산진구,부산진구,부산진경찰서,41~50세,여,26485
2018,부산,부산진구,부산진구,부산진경찰서,51~60세,남,28239
2018,부산,부산진구,부산진구,부산진경찰서,51~60세,여,31482
2018,부산,부산진구,부산진구,부산진경찰서,61~세,남,37641
2018,부산,부산진구,부산진구,부산진경찰서,61~세,여,47623
2018,부산,부산진구,부산진구,부산진경찰서,07~12세,남,7172
2018,부산,부산진구,부산진구,부산진경찰서,07~12세,여,7026
2018,부산,북구,북구,광주북부경찰서,00~06세,남,7735
2018,부산,북구,북구,광주북부경찰서,00~06세,여,7269
2018,부산,북구,북구,광주북부경찰서,13~15세,남,3707
2018,부산,북구,북구,광주북부경찰서,13~15세,여,3369
2018,부산,북구,북구,광주북부경찰서,16~20세,남,8764
2018,부산,북구,북구,광주북부경찰서,16~20세,여,7607
2018,부산,북구,북구,광주북부경찰서,21~30세,남,21698
2018,부산,북구,북구,광주북부경찰서,21~30세,여,18769
2018,부산,북구,북구,광주북부경찰서,31~40세,남,18981
2018,부산,북구,북구,광주북부경찰서,31~40세,여,18160
2018,부산,북구,북구,광주북부경찰서,41~50세,남,21609
2018,부산,북구,북구,광주북부경찰서,41~50세,여,23654
2018,부산,북구,북구,광주북부경찰서,51~60세,남,27322
2018,부산,북구,북구,광주북부경찰서,51~60세,여,28895
2018,부산,북구,북구,광주북부경찰서,61~세,남,27737
2018,부산,북구,북구,광주북부경찰서,61~세,여,33281
2018,부산,북구,북구,광주북부경찰서,07~12세,남,6758
2018,부산,북구,북구,광주북부경찰서,07~12세,여,6360
2018,부산,사상구,사상구,부산사상경찰서,00~06세,남,5276
2018,부산,사상구,사상구,부산사상경찰서,00~06세,여,5119
2018,부산,사상구,사상구,부산사상경찰서,13~15세,남,2372
2018,부산,사상구,사상구,부산사상경찰서,13~15세,여,2166
2018,부산,사상구,사상구,부산사상경찰서,16~20세,남,6364
2018,부산,사상구,사상구,부산사상경찰서,16~20세,여,6571
2018,부산,사상구,사상구,부산사상경찰서,21~30세,남,18393
2018,부산,사상구,사상구,부산사상경찰서,21~30세,여,15674
2018,부산,사상구,사상구,부산사상경찰서,31~40세,남,16212
2018,부산,사상구,사상구,부산사상경찰서,31~40세,여,13785
2018,부산,사상구,사상구,부산사상경찰서,41~50세,남,16932
2018,부산,사상구,사상구,부산사상경찰서,41~50세,여,16306
2018,부산,사상구,사상구,부산사상경찰서,51~60세,남,21779
2018,부산,사상구,사상구,부산사상경찰서,51~60세,여,22173
2018,부산,사상구,사상구,부산사상경찰서,61~세,남,22384
2018,부산,사상구,사상구,부산사상경찰서,61~세,여,26716
2018,부산,사상구,사상구,부산사상경찰서,07~12세,남,4524
2018,부산,사상구,사상구,부산사상경찰서,07~12세,여,4215
2018,부산,사하구,사하구,부산사하경찰서,00~06세,남,8229
2018,부산,사하구,사하구,부산사하경찰서,00~06세,여,7880
2018,부산,사하구,사하구,부산사하경찰서,13~15세,남,3983
2018,부산,사하구,사하구,부산사하경찰서,13~15세,여,3685
2018,부산,사하구,사하구,부산사하경찰서,16~20세,남,9882
2018,부산,사하구,사하구,부산사하경찰서,16~20세,여,9174
2018,부산,사하구,사하구,부산사하경찰서,21~30세,남,23682
2018,부산,사하구,사하구,부산사하경찰서,21~30세,여,19962
2018,부산,사하구,사하구,부산사하경찰서,31~40세,남,23667
2018,부산,사하구,사하구,부산사하경찰서,31~40세,여,20617
2018,부산,사하구,사하구,부산사하경찰서,41~50세,남,25216
2018,부산,사하구,사하구,부산사하경찰서,41~50세,여,25046
2018,부산,사하구,사하구,부산사하경찰서,51~60세,남,27847
2018,부산,사하구,사하구,부산사하경찰서,51~60세,여,29784
