년도,광역,기초,시구only,경찰서,연령,항목,인구수
2017,강원,강릉시,강릉시,강원강릉경찰서,00~06세,남,5104
2017,강원,강릉시,강릉시,강원강릉경찰서,00~06세,여,4785
2017,강원,강릉시,강릉시,강원강릉경찰서,13~15세,남,3189
2017,강원,강릉시,강릉시,강원강릉경찰서,13~15세,여,2887
2017,강원,강릉시,강릉시,강원강릉경찰서,16~20세,남,8574
2017,강원,강릉시,강릉시,강원강릉경찰서,16~20세,여,7484
2017,강원,강릉시,강릉시,강원강릉경찰서,21~30세,남,16194
2017,강원,강릉시,강릉시,강원강릉경찰서,21~30세,여,11450
2017,강원,강릉시,강릉시,강원강릉경찰서,31~40세,남,12442
2017,강원,강릉시,강릉시,강원강릉경찰서,31~40세,여,11835
2017,강원,강릉시,강릉시,강원강릉경찰서,41~50세,남,17458
2017,강원,강릉시,강릉시,강원강릉경찰서,41~50세,여,16671
2017,강원,강릉시,강릉시,강원강릉경찰서,51~60세,남,18061
2017,강원,강릉시,강릉시,강원강릉경찰서,51~60세,여,18516
2017,강원,강릉시,강릉시,강원강릉경찰서,61~세,남,22186
2017,강원,강릉시,강릉시,강원강릉경찰서,61~세,여,28894
2017,강원,강릉시,강릉시,강원강릉경찰서,07~12세,남,5364
2017,강원,강릉시,강릉시,강원강릉경찰서,07~12세,여,4820
2017,전남,강진군,강진군,전남강진경찰서,00~06세,남,799
2017,전남,강진군,강진군,전남강진경찰서,00~06세,여,780
2017,전남,강진군,강진군,전남강진경찰서,13~15세,남,428
2017,전남,강진군,강진군,전남강진경찰서,13~15세,여,391
2017,전남,강진군,강진군,전남강진경찰서,16~20세,남,915
2017,전남,강진군,강진군,전남강진경찰서,16~20세,여,663
2017,전남,강진군,강진군,전남강진경찰서,21~30세,남,1392
2017,전남,강진군,강진군,전남강진경찰서,21~30세,여,1126
2017,전남,강진군,강진군,전남강진경찰서,31~40세,남,1446
2017,전남,강진군,강진군,전남강진경찰서,31~40세,여,1395
2017,전남,강진군,강진군,전남강진경찰서,41~50세,남,2256
2017,전남,강진군,강진군,전남강진경찰서,41~50세,여,1809
2017,전남,강진군,강진군,전남강진경찰서,51~60세,남,3048
2017,전남,강진군,강진군,전남강진경찰서,51~60세,여,2909
2017,전남,강진군,강진군,전남강진경찰서,61~세,남,5266
2017,전남,강진군,강진군,전남강진경찰서,61~세,여,7735
2017,전남,강진군,강진군,전남강진경찰서,07~12세,남,662
2017,전남,강진군,강진군,전남강진경찰서,07~12세,여,617
2017,경남,거제시,거제시,경남거제경찰서,00~06세,남,12023
2017,경남,거제시,거제시,경남거제경찰서,00~06세,여,11339
2017,경남,거제시,거제시,경남거제경찰서,13~15세,남,4318
2017,경남,거제시,거제시,경남거제경찰서,13~15세,여,3885
2017,경남,거제시,거제시,경남거제경찰서,16~20세,남,7670
2017,경남,거제시,거제시,경남거제경찰서,16~20세,여,5859
2017,경남,거제시,거제시,경남거제경찰서,21~30세,남,16594
2017,경남,거제시,거제시,경남거제경찰서,21~30세,여,11740
2017,경남,거제시,거제시,경남거제경찰서,31~40세,남,29601
2017,경남,거제시,거제시,경남거제경찰서,31~40세,여,22129
2017,경남,거제시,거제시,경남거제경찰서,41~50세,남,26729
2017,경남,거제시,거제시,경남거제경찰서,41~50세,여,21381
2017,경남,거제시,거제시,경남거제경찰서,51~60세,남,19302
2017,경남,거제시,거제시,경남거제경찰서,51~60세,여,16801
2017,경남,거제시,거제시,경남거제경찰서,61~세,남,14116
2017,경남,거제시,거제시,경남거제경찰서,61~세,여,16926
2017,경남,거제시,거제시,경남거제경찰서,07~12세,남,9003
2017,경남,거제시,거제시,경남거제경찰서,07~12세,여,8431
2017,경남,거창군,거창군,경남거창경찰서,00~06세,남,1493
2017,경남,거창군,거창군,경남거창경찰서,00~06세,여,1354
2017,경남,거창군,거창군,경남거창경찰서,13~15세,남,910
2017,경남,거창군,거창군,경남거창경찰서,13~15세,여,807
2017,경남,거창군,거창군,경남거창경찰서,16~20세,남,2122
2017,경남,거창군,거창군,경남거창경찰서,16~20세,여,1511
2017,경남,거창군,거창군,경남거창경찰서,21~30세,남,3220
2017,경남,거창군,거창군,경남거창경찰서,21~30세,여,2063
2017,경남,거창군,거창군,경남거창경찰서,31~40세,남,2921
2017,경남,거창군,거창군,경남거창경찰서,31~40세,여,2828
2017,경남,거창군,거창군,경남거창경찰서,41~50세,남,4408
2017,경남,거창군,거창군,경남거창경찰서,41~50세,여,4198
2017,경남,거창군,거창군,경남거창경찰서,51~60세,남,5191
2017,경남,거창군,거창군,경남거창경찰서,51~60세,여,5101
2017,경남,거창군,거창군,경남거창경찰서,61~세,남,7714
2017,경남,거창군,거창군,경남거창경찰서,61~세,여,11313
2017,경남,거창군,거창군,경남거창경찰서,07~12세,남,1512
2017,경남,거창군,거창군,경남거창경찰서,07~12세,여,1417
2017,경북,경산시,경산시,경북경산경찰서,00~06세,남,8389
2017,경북,경산시,경산시,경북경산경찰서,00~06세,여,8016
2017,경북,경산시,경산시,경북경산경찰서,13~15세,남,3573
2017,경북,경산시,경산시,경북경산경찰서,13~15세,여,3146
2017,경북,경산시,경산시,경북경산경찰서,16~20세,남,11747
2017,경북,경산시,경산시,경북경산경찰서,16~20세,여,13042
2017,경북,경산시,경산시,경북경산경찰서,21~30세,남,26019
2017,경북,경산시,경산시,경북경산경찰서,21~30세,여,20324
2017,경북,경산시,경산시,경북경산경찰서,31~40세,남,20884
2017,경북,경산시,경산시,경북경산경찰서,31~40세,여,18167
2017,경북,경산시,경산시,경북경산경찰서,41~50세,남,22455
2017,경북,경산시,경산시,경북경산경찰서,41~50세,여,21388
2017,경북,경산시,경산시,경북경산경찰서,51~60세,남,21095
2017,경북,경산시,경산시,경북경산경찰서,51~60세,여,20875
2017,경북,경산시,경산시,경북경산경찰서,61~세,남,22001
2017,경북,경산시,경산시,경북경산경찰서,61~세,여,28914
2017,경북,경산시,경산시,경북경산경찰서,07~12세,남,6534
2017,경북,경산시,경산시,경북경산경찰서,07~12세,여,6057
2017,경북,경주시,경주시,경북경주경찰서,00~06세,남,6398
2017,경북,경주시,경주시,경북경주경찰서,00~06세,여,6133
2017,경북,경주시,경주시,경북경주경찰서,13~15세,남,3379
2017,경북,경주시,경주시,경북경주경찰서,13~15세,여,3027
2017,경북,경주시,경주시,경북경주경찰서,16~20세,남,8546
2017,경북,경주시,경주시,경북경주경찰서,16~20세,여,7305
2017,경북,경주시,경주시,경북경주경찰서,21~30세,남,18844
2017,경북,경주시,경주시,경북경주경찰서,21~30세,여,13177
2017,경북,경주시,경주시,경북경주경찰서,31~40세,남,17556
2017,경북,경주시,경주시,경북경주경찰서,31~40세,여,14322
2017,경북,경주시,경주시,경북경주경찰서,41~50세,남,21908
2017,경북,경주시,경주시,경북경주경찰서,41~50세,여,20141
2017,경북,경주시,경주시,경북경주경찰서,51~60세,남,23234
2017,경북,경주시,경주시,경북경주경찰서,51~60세,여,22131
2017,경북,경주시,경주시,경북경주경찰서,61~세,남,27220
2017,경북,경주시,경주시,경북경주경찰서,61~세,여,37190
2017,경북,경주시,경주시,경북경주경찰서,07~12세,남,6086
2017,경북,경주시,경주시,경북경주경찰서,07~12세,여,5667
2017,충남,계룡시,계룡시,충남논산경찰서,00~06세,남,1561
2017,충남,계룡시,계룡시,충남논산경찰서,00~06세,여,1509
2017,충남,계룡시,계룡시,충남논산경찰서,13~15세,남,983
2017,충남,계룡시,계룡시,충남논산경찰서,13~15세,여,963
2017,충남,계룡시,계룡시,충남논산경찰서,16~20세,남,1515
2017,충남,계룡시,계룡시,충남논산경찰서,16~20세,여,1325
2017,충남,계룡시,계룡시,충남논산경찰서,21~30세,남,2143
2017,충남,계룡시,계룡시,충남논산경찰서,21~30세,여,1728
2017,충남,계룡시,계룡시,충남논산경찰서,31~40세,남,2753
2017,충남,계룡시,계룡시,충남논산경찰서,31~40세,여,3064
2017,충남,계룡시,계룡시,충남논산경찰서,41~50세,남,4440
2017,충남,계룡시,계룡시,충남논산경찰서,41~50세,여,4584
2017,충남,계룡시,계룡시,충남논산경찰서,51~60세,남,3048
2017,충남,계룡시,계룡시,충남논산경찰서,51~60세,여,3001
2017,충남,계룡시,계룡시,충남논산경찰서,61~세,남,2512
2017,충남,계룡시,계룡시,충남논산경찰서,61~세,여,3219
2017,충남,계룡시,계룡시,충남논산경찰서,07~12세,남,1806
2017,충남,계룡시,계룡시,충남논산경찰서,07~12세,여,1704
2017,경북,고령군,고령군,경북고령경찰서,00~06세,남,688
2017,경북,고령군,고령군,경북고령경찰서,00~06세,여,685
2017,경북,고령군,고령군,경북고령경찰서,13~15세,남,315
2017,경북,고령군,고령군,경북고령경찰서,13~15세,여,290
2017,경북,고령군,고령군,경북고령경찰서,16~20세,남,700
2017,경북,고령군,고령군,경북고령경찰서,16~20세,여,539
2017,경북,고령군,고령군,경북고령경찰서,21~30세,남,2082
2017,경북,고령군,고령군,경북고령경찰서,21~30세,여,1170
2017,경북,고령군,고령군,경북고령경찰서,31~40세,남,2196
2017,경북,고령군,고령군,경북고령경찰서,31~40세,여,1453
2017,경북,고령군,고령군,경북고령경찰서,41~50세,남,2640
2017,경북,고령군,고령군,경북고령경찰서,41~50세,여,2034
2017,경북,고령군,고령군,경북고령경찰서,51~60세,남,3227
2017,경북,고령군,고령군,경북고령경찰서,51~60세,여,2807
2017,경북,고령군,고령군,경북고령경찰서,61~세,남,4730
2017,경북,고령군,고령군,경북고령경찰서,61~세,여,6322
2017,경북,고령군,고령군,경북고령경찰서,07~12세,남,658
2017,경북,고령군,고령군,경북고령경찰서,07~12세,여,558
2017,강원,고성군,고성군,강원고성경찰서,00~06세,남,1635
2017,강원,고성군,고성군,강원고성경찰서,00~06세,여,1622
2017,강원,고성군,고성군,강원고성경찰서,13~15세,남,899
2017,강원,고성군,고성군,강원고성경찰서,13~15세,여,806
2017,강원,고성군,고성군,강원고성경찰서,16~20세,남,2778
2017,강원,고성군,고성군,강원고성경찰서,16~20세,여,1659
2017,강원,고성군,고성군,강원고성경찰서,21~30세,남,5942
2017,강원,고성군,고성군,강원고성경찰서,21~30세,여,3201
2017,강원,고성군,고성군,강원고성경찰서,31~40세,남,4814
2017,강원,고성군,고성군,강원고성경찰서,31~40세,여,3342
2017,강원,고성군,고성군,강원고성경찰서,41~50세,남,5991
2017,강원,고성군,고성군,강원고성경찰서,41~50세,여,4718
2017,강원,고성군,고성군,강원고성경찰서,51~60세,남,7231
2017,강원,고성군,고성군,강원고성경찰서,51~60세,여,6776
2017,강원,고성군,고성군,강원고성경찰서,61~세,남,11142
2017,강원,고성군,고성군,강원고성경찰서,61~세,여,15368
2017,강원,고성군,고성군,강원고성경찰서,07~12세,남,1671
2017,강원,고성군,고성군,강원고성경찰서,07~12세,여,1465
2017,전북,고창군,고창군,전북고창경찰서,00~06세,남,1100
2017,전북,고창군,고창군,전북고창경찰서,00~06세,여,996
2017,전북,고창군,고창군,전북고창경찰서,13~15세,남,891
2017,전북,고창군,고창군,전북고창경찰서,13~15세,여,671
2017,전북,고창군,고창군,전북고창경찰서,16~20세,남,1850
2017,전북,고창군,고창군,전북고창경찰서,16~20세,여,1165
2017,전북,고창군,고창군,전북고창경찰서,21~30세,남,2596
2017,전북,고창군,고창군,전북고창경찰서,21~30세,여,1970
2017,전북,고창군,고창군,전북고창경찰서,31~40세,남,2579
2017,전북,고창군,고창군,전북고창경찰서,31~40세,여,2093
2017,전북,고창군,고창군,전북고창경찰서,41~50세,남,3903
2017,전북,고창군,고창군,전북고창경찰서,41~50세,여,3079
2017,전북,고창군,고창군,전북고창경찰서,51~60세,남,4838
2017,전북,고창군,고창군,전북고창경찰서,51~60세,여,4509
2017,전북,고창군,고창군,전북고창경찰서,61~세,남,8479
2017,전북,고창군,고창군,전북고창경찰서,61~세,여,12201
2017,전북,고창군,고창군,전북고창경찰서,07~12세,남,1062
2017,전북,고창군,고창군,전북고창경찰서,07~12세,여,965
2017,전남,고흥군,고흥군,전남고흥경찰서,00~06세,남,949
2017,전남,고흥군,고흥군,전남고흥경찰서,00~06세,여,943
2017,전남,고흥군,고흥군,전남고흥경찰서,13~15세,남,626
2017,전남,고흥군,고흥군,전남고흥경찰서,13~15세,여,511
2017,전남,고흥군,고흥군,전남고흥경찰서,16~20세,남,1160
2017,전남,고흥군,고흥군,전남고흥경찰서,16~20세,여,865
2017,전남,고흥군,고흥군,전남고흥경찰서,21~30세,남,2219
2017,전남,고흥군,고흥군,전남고흥경찰서,21~30세,여,1581
2017,전남,고흥군,고흥군,전남고흥경찰서,31~40세,남,2341
2017,전남,고흥군,고흥군,전남고흥경찰서,31~40세,여,1956
2017,전남,고흥군,고흥군,전남고흥경찰서,41~50세,남,4013
2017,전남,고흥군,고흥군,전남고흥경찰서,41~50세,여,2912
2017,전남,고흥군,고흥군,전남고흥경찰서,51~60세,남,5537
2017,전남,고흥군,고흥군,전남고흥경찰서,51~60세,여,5155
2017,전남,고흥군,고흥군,전남고흥경찰서,61~세,남,11683
2017,전남,고흥군,고흥군,전남고흥경찰서,61~세,여,16583
2017,전남,고흥군,고흥군,전남고흥경찰서,07~12세,남,1024
2017,전남,고흥군,고흥군,전남고흥경찰서,07~12세,여,926
2017,전남,곡성군,곡성군,전남곡성경찰서,00~06세,남,483
2017,전남,곡성군,곡성군,전남곡성경찰서,00~06세,여,483
2017,전남,곡성군,곡성군,전남곡성경찰서,13~15세,남,294
2017,전남,곡성군,곡성군,전남곡성경찰서,13~15세,여,299
2017,전남,곡성군,곡성군,전남곡성경찰서,16~20세,남,1193
2017,전남,곡성군,곡성군,전남곡성경찰서,16~20세,여,1051
2017,전남,곡성군,곡성군,전남곡성경찰서,21~30세,남,1473
2017,전남,곡성군,곡성군,전남곡성경찰서,21~30세,여,1152
2017,전남,곡성군,곡성군,전남곡성경찰서,31~40세,남,1162
2017,전남,곡성군,곡성군,전남곡성경찰서,31~40세,여,989
2017,전남,곡성군,곡성군,전남곡성경찰서,41~50세,남,1928
2017,전남,곡성군,곡성군,전남곡성경찰서,41~50세,여,1536
2017,전남,곡성군,곡성군,전남곡성경찰서,51~60세,남,2482
2017,전남,곡성군,곡성군,전남곡성경찰서,51~60세,여,2208
2017,전남,곡성군,곡성군,전남곡성경찰서,61~세,남,4409
2017,전남,곡성군,곡성군,전남곡성경찰서,61~세,여,6691
2017,전남,곡성군,곡성군,전남곡성경찰서,07~12세,남,503
2017,전남,곡성군,곡성군,전남곡성경찰서,07~12세,여,432
2017,충남,공주시,공주시,충남공주경찰서,00~06세,남,2318
2017,충남,공주시,공주시,충남공주경찰서,00~06세,여,2148
2017,충남,공주시,공주시,충남공주경찰서,13~15세,남,1412
2017,충남,공주시,공주시,충남공주경찰서,13~15세,여,1265
2017,충남,공주시,공주시,충남공주경찰서,16~20세,남,4213
2017,충남,공주시,공주시,충남공주경찰서,16~20세,여,4430
2017,충남,공주시,공주시,충남공주경찰서,21~30세,남,7668
2017,충남,공주시,공주시,충남공주경찰서,21~30세,여,6595
2017,충남,공주시,공주시,충남공주경찰서,31~40세,남,5935
2017,충남,공주시,공주시,충남공주경찰서,31~40세,여,5222
2017,충남,공주시,공주시,충남공주경찰서,41~50세,남,7871
2017,충남,공주시,공주시,충남공주경찰서,41~50세,여,7244
2017,충남,공주시,공주시,충남공주경찰서,51~60세,남,9616
2017,충남,공주시,공주시,충남공주경찰서,51~60세,여,9397
2017,충남,공주시,공주시,충남공주경찰서,61~세,남,13649
2017,충남,공주시,공주시,충남공주경찰서,61~세,여,17500
2017,충남,공주시,공주시,충남공주경찰서,07~12세,남,2324
2017,충남,공주시,공주시,충남공주경찰서,07~12세,여,2210
2017,전남,광양시,광양시,전남광양경찰서,00~06세,남,5426
2017,전남,광양시,광양시,전남광양경찰서,00~06세,여,5178
2017,전남,광양시,광양시,전남광양경찰서,13~15세,남,2491
2017,전남,광양시,광양시,전남광양경찰서,13~15세,여,2234
2017,전남,광양시,광양시,전남광양경찰서,16~20세,남,5359
2017,전남,광양시,광양시,전남광양경찰서,16~20세,여,4380
2017,전남,광양시,광양시,전남광양경찰서,21~30세,남,9232
2017,전남,광양시,광양시,전남광양경찰서,21~30세,여,6929
2017,전남,광양시,광양시,전남광양경찰서,31~40세,남,10764
2017,전남,광양시,광양시,전남광양경찰서,31~40세,여,9853
2017,전남,광양시,광양시,전남광양경찰서,41~50세,남,13532
2017,전남,광양시,광양시,전남광양경찰서,41~50세,여,13135
2017,전남,광양시,광양시,전남광양경찰서,51~60세,남,13041
2017,전남,광양시,광양시,전남광양경찰서,51~60세,여,10931
2017,전남,광양시,광양시,전남광양경찰서,61~세,남,10005
2017,전남,광양시,광양시,전남광양경찰서,61~세,여,12609
2017,전남,광양시,광양시,전남광양경찰서,07~12세,남,4558
2017,전남,광양시,광양시,전남광양경찰서,07~12세,여,4353
2017,충북,괴산군,괴산군,충북괴산경찰서,00~06세,남,477
2017,충북,괴산군,괴산군,충북괴산경찰서,00~06세,여,505
2017,충북,괴산군,괴산군,충북괴산경찰서,13~15세,남,386
2017,충북,괴산군,괴산군,충북괴산경찰서,13~15세,여,294
2017,충북,괴산군,괴산군,충북괴산경찰서,16~20세,남,1367
2017,충북,괴산군,괴산군,충북괴산경찰서,16~20세,여,1173
2017,충북,괴산군,괴산군,충북괴산경찰서,21~30세,남,2603
2017,충북,괴산군,괴산군,충북괴산경찰서,21~30세,여,1656
2017,충북,괴산군,괴산군,충북괴산경찰서,31~40세,남,1667
2017,충북,괴산군,괴산군,충북괴산경찰서,31~40세,여,1229
2017,충북,괴산군,괴산군,충북괴산경찰서,41~50세,남,2508
2017,충북,괴산군,괴산군,충북괴산경찰서,41~50세,여,1840
2017,충북,괴산군,괴산군,충북괴산경찰서,51~60세,남,3926
2017,충북,괴산군,괴산군,충북괴산경찰서,51~60세,여,3514
2017,충북,괴산군,괴산군,충북괴산경찰서,61~세,남,6376
2017,충북,괴산군,괴산군,충북괴산경찰서,61~세,여,7974
2017,충북,괴산군,괴산군,충북괴산경찰서,07~12세,남,516
2017,충북,괴산군,괴산군,충북괴산경찰서,07~12세,여,568
2017,전남,구례군,구례군,전남구례경찰서,00~06세,남,489
2017,전남,구례군,구례군,전남구례경찰서,00~06세,여,489
2017,전남,구례군,구례군,전남구례경찰서,13~15세,남,276
2017,전남,구례군,구례군,전남구례경찰서,13~15세,여,246
2017,전남,구례군,구례군,전남구례경찰서,16~20세,남,491
2017,전남,구례군,구례군,전남구례경찰서,16~20세,여,400
2017,전남,구례군,구례군,전남구례경찰서,21~30세,남,945
2017,전남,구례군,구례군,전남구례경찰서,21~30세,여,791
2017,전남,구례군,구례군,전남구례경찰서,31~40세,남,1077
2017,전남,구례군,구례군,전남구례경찰서,31~40세,여,958
2017,전남,구례군,구례군,전남구례경찰서,41~50세,남,1835
2017,전남,구례군,구례군,전남구례경찰서,41~50세,여,1504
2017,전남,구례군,구례군,전남구례경찰서,51~60세,남,2297
2017,전남,구례군,구례군,전남구례경찰서,51~60세,여,2133
2017,전남,구례군,구례군,전남구례경찰서,61~세,남,3858
2017,전남,구례군,구례군,전남구례경찰서,61~세,여,5696
2017,전남,구례군,구례군,전남구례경찰서,07~12세,남,499
2017,전남,구례군,구례군,전남구례경찰서,07~12세,여,436
2017,경북,구미시,구미시,경북구미경찰서,00~06세,남,16966
2017,경북,구미시,구미시,경북구미경찰서,00~06세,여,15798
2017,경북,구미시,구미시,경북구미경찰서,13~15세,남,7277
2017,경북,구미시,구미시,경북구미경찰서,13~15세,여,6563
2017,경북,구미시,구미시,경북구미경찰서,16~20세,남,16499
2017,경북,구미시,구미시,경북구미경찰서,16~20세,여,12809
2017,경북,구미시,구미시,경북구미경찰서,21~30세,남,34670
2017,경북,구미시,구미시,경북구미경찰서,21~30세,여,27756
2017,경북,구미시,구미시,경북구미경찰서,31~40세,남,39306
2017,경북,구미시,구미시,경북구미경찰서,31~40세,여,35358
2017,경북,구미시,구미시,경북구미경찰서,41~50세,남,37464
2017,경북,구미시,구미시,경북구미경찰서,41~50세,여,38092
2017,경북,구미시,구미시,경북구미경찰서,51~60세,남,31911
2017,경북,구미시,구미시,경북구미경찰서,51~60세,여,28812
2017,경북,구미시,구미시,경북구미경찰서,61~세,남,20759
2017,경북,구미시,구미시,경북구미경찰서,61~세,여,26387
2017,경북,구미시,구미시,경북구미경찰서,07~12세,남,13758
2017,경북,구미시,구미시,경북구미경찰서,07~12세,여,12818
2017,전북,군산시,군산시,전북군산경찰서,00~06세,남,8863
2017,전북,군산시,군산시,전북군산경찰서,00~06세,여,8375
2017,전북,군산시,군산시,전북군산경찰서,13~15세,남,4186
2017,전북,군산시,군산시,전북군산경찰서,13~15세,여,3867
2017,전북,군산시,군산시,전북군산경찰서,16~20세,남,9631
2017,전북,군산시,군산시,전북군산경찰서,16~20세,여,8382
2017,전북,군산시,군산시,전북군산경찰서,21~30세,남,18029
2017,전북,군산시,군산시,전북군산경찰서,21~30세,여,14017
2017,전북,군산시,군산시,전북군산경찰서,31~40세,남,20539
2017,전북,군산시,군산시,전북군산경찰서,31~40세,여,17853
2017,전북,군산시,군산시,전북군산경찰서,41~50세,남,23924
2017,전북,군산시,군산시,전북군산경찰서,41~50세,여,21487
2017,전북,군산시,군산시,전북군산경찰서,51~60세,남,21640
2017,전북,군산시,군산시,전북군산경찰서,51~60세,여,20782
2017,전북,군산시,군산시,전북군산경찰서,61~세,남,25340
2017,전북,군산시,군산시,전북군산경찰서,61~세,여,31573
2017,전북,군산시,군산시,전북군산경찰서,07~12세,남,7805
2017,전북,군산시,군산시,전북군산경찰서,07~12세,여,7356
2017,경북,군위군,군위군,경북군위경찰서,00~06세,남,339
2017,경북,군위군,군위군,경북군위경찰서,00~06세,여,264
2017,경북,군위군,군위군,경북군위경찰서,13~15세,남,155
2017,경북,군위군,군위군,경북군위경찰서,13~15세,여,127
2017,경북,군위군,군위군,경북군위경찰서,16~20세,남,385
2017,경북,군위군,군위군,경북군위경찰서,16~20세,여,312
2017,경북,군위군,군위군,경북군위경찰서,21~30세,남,1057
2017,경북,군위군,군위군,경북군위경찰서,21~30세,여,615
2017,경북,군위군,군위군,경북군위경찰서,31~40세,남,1017
2017,경북,군위군,군위군,경북군위경찰서,31~40세,여,682
2017,경북,군위군,군위군,경북군위경찰서,41~50세,남,1366
2017,경북,군위군,군위군,경북군위경찰서,41~50세,여,994
2017,경북,군위군,군위군,경북군위경찰서,51~60세,남,2253
2017,경북,군위군,군위군,경북군위경찰서,51~60세,여,1980
2017,경북,군위군,군위군,경북군위경찰서,61~세,남,4456
2017,경북,군위군,군위군,경북군위경찰서,61~세,여,5703
2017,경북,군위군,군위군,경북군위경찰서,07~12세,남,281
2017,경북,군위군,군위군,경북군위경찰서,07~12세,여,244
2017,충남,금산군,금산군,충남금산경찰서,00~06세,남,1055
2017,충남,금산군,금산군,충남금산경찰서,00~06세,여,1020
2017,충남,금산군,금산군,충남금산경찰서,13~15세,남,633
2017,충남,금산군,금산군,충남금산경찰서,13~15세,여,608
2017,충남,금산군,금산군,충남금산경찰서,16~20세,남,1935
2017,충남,금산군,금산군,충남금산경찰서,16~20세,여,1813
2017,충남,금산군,금산군,충남금산경찰서,21~30세,남,4003
2017,충남,금산군,금산군,충남금산경찰서,21~30세,여,2907
2017,충남,금산군,금산군,충남금산경찰서,31~40세,남,2703
2017,충남,금산군,금산군,충남금산경찰서,31~40세,여,2343
2017,충남,금산군,금산군,충남금산경찰서,41~50세,남,3953
2017,충남,금산군,금산군,충남금산경찰서,41~50세,여,3192
2017,충남,금산군,금산군,충남금산경찰서,51~60세,남,4828
2017,충남,금산군,금산군,충남금산경찰서,51~60세,여,4442
2017,충남,금산군,금산군,충남금산경찰서,61~세,남,7728
2017,충남,금산군,금산군,충남금산경찰서,61~세,여,10193
2017,충남,금산군,금산군,충남금산경찰서,07~12세,남,1209
2017,충남,금산군,금산군,충남금산경찰서,07~12세,여,1107
2017,전북,김제시,김제시,전북김제경찰서,00~06세,남,1800
2017,전북,김제시,김제시,전북김제경찰서,00~06세,여,1776
2017,전북,김제시,김제시,전북김제경찰서,13~15세,남,904
2017,전북,김제시,김제시,전북김제경찰서,13~15세,여,900
2017,전북,김제시,김제시,전북김제경찰서,16~20세,남,2060
2017,전북,김제시,김제시,전북김제경찰서,16~20세,여,1644
2017,전북,김제시,김제시,전북김제경찰서,21~30세,남,4467
2017,전북,김제시,김제시,전북김제경찰서,21~30세,여,3258
2017,전북,김제시,김제시,전북김제경찰서,31~40세,남,4628
2017,전북,김제시,김제시,전북김제경찰서,31~40세,여,3638
2017,전북,김제시,김제시,전북김제경찰서,41~50세,남,5999
2017,전북,김제시,김제시,전북김제경찰서,41~50세,여,4732
2017,전북,김제시,김제시,전북김제경찰서,51~60세,남,7027
2017,전북,김제시,김제시,전북김제경찰서,51~60세,여,6775
2017,전북,김제시,김제시,전북김제경찰서,61~세,남,12212
2017,전북,김제시,김제시,전북김제경찰서,61~세,여,17151
2017,전북,김제시,김제시,전북김제경찰서,07~12세,남,1770
2017,전북,김제시,김제시,전북김제경찰서,07~12세,여,1617
2017,경북,김천시,김천시,경북김천경찰서,00~06세,남,4126
2017,경북,김천시,김천시,경북김천경찰서,00~06세,여,3934
2017,경북,김천시,김천시,경북김천경찰서,13~15세,남,1879
2017,경북,김천시,김천시,경북김천경찰서,13~15세,여,1612
2017,경북,김천시,김천시,경북김천경찰서,16~20세,남,4393
2017,경북,김천시,김천시,경북김천경찰서,16~20세,여,3948
2017,경북,김천시,김천시,경북김천경찰서,21~30세,남,9002
2017,경북,김천시,김천시,경북김천경찰서,21~30세,여,7221
2017,경북,김천시,김천시,경북김천경찰서,31~40세,남,9263
2017,경북,김천시,김천시,경북김천경찰서,31~40세,여,8164
2017,경북,김천시,김천시,경북김천경찰서,41~50세,남,10718
2017,경북,김천시,김천시,경북김천경찰서,41~50세,여,9815
2017,경북,김천시,김천시,경북김천경찰서,51~60세,남,11985
2017,경북,김천시,김천시,경북김천경찰서,51~60세,여,11313
2017,경북,김천시,김천시,경북김천경찰서,61~세,남,15500
2017,경북,김천시,김천시,경북김천경찰서,61~세,여,21440
2017,경북,김천시,김천시,경북김천경찰서,07~12세,남,3374
2017,경북,김천시,김천시,경북김천경찰서,07~12세,여,3078
2017,경남,김해시,김해시,경남김해서부경찰서,00~06세,남,18930
2017,경남,김해시,김해시,경남김해서부경찰서,00~06세,여,18404
2017,경남,김해시,김해시,경남김해서부경찰서,13~15세,남,9697
2017,경남,김해시,김해시,경남김해서부경찰서,13~15세,여,8700
2017,경남,김해시,김해시,경남김해서부경찰서,16~20세,남,18630
2017,경남,김해시,김해시,경남김해서부경찰서,16~20세,여,16235
2017,경남,김해시,김해시,경남김해서부경찰서,21~30세,남,38556
2017,경남,김해시,김해시,경남김해서부경찰서,21~30세,여,29424
2017,경남,김해시,김해시,경남김해서부경찰서,31~40세,남,44895
2017,경남,김해시,김해시,경남김해서부경찰서,31~40세,여,39894
2017,경남,김해시,김해시,경남김해서부경찰서,41~50세,남,52746
2017,경남,김해시,김해시,경남김해서부경찰서,41~50세,여,51954
2017,경남,김해시,김해시,경남김해서부경찰서,51~60세,남,43157
2017,경남,김해시,김해시,경남김해서부경찰서,51~60세,여,39207
2017,경남,김해시,김해시,경남김해서부경찰서,61~세,남,30764
2017,경남,김해시,김해시,경남김해서부경찰서,61~세,여,39856
2017,경남,김해시,김해시,경남김해서부경찰서,07~12세,남,18343
2017,경남,김해시,김해시,경남김해서부경찰서,07~12세,여,17064
2017,전남,나주시,나주시,전남나주경찰서,00~06세,남,3776
2017,전남,나주시,나주시,전남나주경찰서,00~06세,여,3615
2017,전남,나주시,나주시,전남나주경찰서,13~15세,남,1197
2017,전남,나주시,나주시,전남나주경찰서,13~15세,여,1197
