년도,광역,기초,경찰서,시구only,연령,성별,가구수
2017,충북,영동군,충북영동경찰서,영동군,61~세,남자,1140
2017,충북,영동군,충북영동경찰서,영동군,61~세,여자,2804
2017,서울,영등포구,서울영등포경찰서,영등포구,16~20세,남자,83
2017,서울,영등포구,서울영등포경찰서,영등포구,16~20세,여자,112
2017,서울,영등포구,서울영등포경찰서,영등포구,21~30세,남자,5145
2017,서울,영등포구,서울영등포경찰서,영등포구,21~30세,여자,6569
2017,서울,영등포구,서울영등포경찰서,영등포구,31~40세,남자,7781
2017,서울,영등포구,서울영등포경찰서,영등포구,31~40세,여자,5357
2017,서울,영등포구,서울영등포경찰서,영등포구,41~50세,남자,4801
2017,서울,영등포구,서울영등포경찰서,영등포구,41~50세,여자,2900
2017,서울,영등포구,서울영등포경찰서,영등포구,51~60세,남자,4113
2017,서울,영등포구,서울영등포경찰서,영등포구,51~60세,여자,2791
2017,서울,영등포구,서울영등포경찰서,영등포구,61~세,남자,4030
2017,서울,영등포구,서울영등포경찰서,영등포구,61~세,여자,7469
2017,전남,영암군,전남영암경찰서,영암군,16~20세,남자,36
2017,전남,영암군,전남영암경찰서,영암군,16~20세,여자,29
2017,전남,영암군,전남영암경찰서,영암군,21~30세,남자,465
2017,전남,영암군,전남영암경찰서,영암군,21~30세,여자,324
2017,전남,영암군,전남영암경찰서,영암군,31~40세,남자,765
2017,전남,영암군,전남영암경찰서,영암군,31~40세,여자,180
2017,전남,영암군,전남영암경찰서,영암군,41~50세,남자,873
2017,전남,영암군,전남영암경찰서,영암군,41~50세,여자,273
2017,전남,영암군,전남영암경찰서,영암군,51~60세,남자,922
2017,전남,영암군,전남영암경찰서,영암군,51~60세,여자,459
2017,전남,영암군,전남영암경찰서,영암군,61~세,남자,1085
2017,전남,영암군,전남영암경찰서,영암군,61~세,여자,2949
2017,경북,영양군,경북영양경찰서,영양군,21~30세,남자,39
2017,경북,영양군,경북영양경찰서,영양군,21~30세,여자,29
2017,경북,영양군,경북영양경찰서,영양군,31~40세,남자,79
2017,경북,영양군,경북영양경찰서,영양군,31~40세,여자,29
2017,경북,영양군,경북영양경찰서,영양군,41~50세,남자,158
2017,경북,영양군,경북영양경찰서,영양군,41~50세,여자,48
2017,경북,영양군,경북영양경찰서,영양군,51~60세,남자,265
2017,경북,영양군,경북영양경찰서,영양군,51~60세,여자,180
2017,경북,영양군,경북영양경찰서,영양군,61~세,남자,510
2017,경북,영양군,경북영양경찰서,영양군,61~세,여자,1344
2017,강원,영월군,강원영월경찰서,영월군,16~20세,남자,13
2017,강원,영월군,강원영월경찰서,영월군,16~20세,여자,5
2017,강원,영월군,강원영월경찰서,영월군,21~30세,남자,230
2017,강원,영월군,강원영월경찰서,영월군,21~30세,여자,87
2017,강원,영월군,강원영월경찰서,영월군,31~40세,남자,265
2017,강원,영월군,강원영월경찰서,영월군,31~40세,여자,111
2017,강원,영월군,강원영월경찰서,영월군,41~50세,남자,450
2017,강원,영월군,강원영월경찰서,영월군,41~50세,여자,197
2017,강원,영월군,강원영월경찰서,영월군,51~60세,남자,811
2017,강원,영월군,강원영월경찰서,영월군,51~60세,여자,456
2017,강원,영월군,강원영월경찰서,영월군,61~세,남자,1132
2017,강원,영월군,강원영월경찰서,영월군,61~세,여자,2031
2017,경북,영주시,경북영주경찰서,영주시,16~20세,남자,119
2017,경북,영주시,경북영주경찰서,영주시,16~20세,여자,85
2017,경북,영주시,경북영주경찰서,영주시,21~30세,남자,1538
2017,경북,영주시,경북영주경찰서,영주시,21~30세,여자,637
2017,경북,영주시,경북영주경찰서,영주시,31~40세,남자,728
2017,경북,영주시,경북영주경찰서,영주시,31~40세,여자,345
2017,경북,영주시,경북영주경찰서,영주시,41~50세,남자,918
2017,경북,영주시,경북영주경찰서,영주시,41~50세,여자,473
2017,경북,영주시,경북영주경찰서,영주시,51~60세,남자,1264
2017,경북,영주시,경북영주경찰서,영주시,51~60세,여자,1081
2017,경북,영주시,경북영주경찰서,영주시,61~세,남자,1936
2017,경북,영주시,경북영주경찰서,영주시,61~세,여자,5028
2017,경북,영천시,경북영천경찰서,영천시,16~20세,남자,26
2017,경북,영천시,경북영천경찰서,영천시,16~20세,여자,17
2017,경북,영천시,경북영천경찰서,영천시,21~30세,남자,515
2017,경북,영천시,경북영천경찰서,영천시,21~30세,여자,310
2017,경북,영천시,경북영천경찰서,영천시,31~40세,남자,864
2017,경북,영천시,경북영천경찰서,영천시,31~40세,여자,368
2017,경북,영천시,경북영천경찰서,영천시,41~50세,남자,1058
2017,경북,영천시,경북영천경찰서,영천시,41~50세,여자,641
2017,경북,영천시,경북영천경찰서,영천시,51~60세,남자,1466
2017,경북,영천시,경북영천경찰서,영천시,51~60세,여자,1203
2017,경북,영천시,경북영천경찰서,영천시,61~세,남자,2320
2017,경북,영천시,경북영천경찰서,영천시,61~세,여자,5316
2017,경기,수원시 영통구,,영통구,16~20세,남자,133
2017,경기,수원시 영통구,,영통구,16~20세,여자,139
2017,경기,수원시 영통구,,영통구,21~30세,남자,7350
2017,경기,수원시 영통구,,영통구,21~30세,여자,4580
2017,경기,수원시 영통구,,영통구,31~40세,남자,6979
2017,경기,수원시 영통구,,영통구,31~40세,여자,3092
2017,경기,수원시 영통구,,영통구,41~50세,남자,3121
2017,경기,수원시 영통구,,영통구,41~50세,여자,1957
2017,경기,수원시 영통구,,영통구,51~60세,남자,1666
2017,경기,수원시 영통구,,영통구,51~60세,여자,1584
2017,경기,수원시 영통구,,영통구,61~세,남자,1184
2017,경기,수원시 영통구,,영통구,61~세,여자,3131
2017,충남,예산군,충남예산경찰서,예산군,16~20세,남자,28
2017,충남,예산군,충남예산경찰서,예산군,16~20세,여자,23
2017,충남,예산군,충남예산경찰서,예산군,21~30세,남자,396
2017,충남,예산군,충남예산경찰서,예산군,21~30세,여자,225
2017,충남,예산군,충남예산경찰서,예산군,31~40세,남자,465
2017,충남,예산군,충남예산경찰서,예산군,31~40세,여자,157
2017,충남,예산군,충남예산경찰서,예산군,41~50세,남자,667
2017,충남,예산군,충남예산경찰서,예산군,41~50세,여자,302
2017,충남,예산군,충남예산경찰서,예산군,51~60세,남자,961
2017,충남,예산군,충남예산경찰서,예산군,51~60세,여자,727
2017,충남,예산군,충남예산경찰서,예산군,61~세,남자,1675
2017,충남,예산군,충남예산경찰서,예산군,61~세,여자,3879
2017,경북,예천군,경북예천경찰서,예천군,16~20세,남자,6
2017,경북,예천군,경북예천경찰서,예천군,16~20세,여자,8
2017,경북,예천군,경북예천경찰서,예천군,21~30세,남자,199
2017,경북,예천군,경북예천경찰서,예천군,21~30세,여자,116
2017,경북,예천군,경북예천경찰서,예천군,31~40세,남자,304
2017,경북,예천군,경북예천경찰서,예천군,31~40세,여자,134
2017,경북,예천군,경북예천경찰서,예천군,41~50세,남자,351
2017,경북,예천군,경북예천경찰서,예천군,41~50세,여자,157
2017,경북,예천군,경북예천경찰서,예천군,51~60세,남자,565
2017,경북,예천군,경북예천경찰서,예천군,51~60세,여자,421
2017,경북,예천군,경북예천경찰서,예천군,61~세,남자,1251
2017,경북,예천군,경북예천경찰서,예천군,61~세,여자,3391
2017,경기,오산시,경기오산경찰서,오산시,16~20세,남자,64
2017,경기,오산시,경기오산경찰서,오산시,16~20세,여자,101
2017,경기,오산시,경기오산경찰서,오산시,21~30세,남자,2541
2017,경기,오산시,경기오산경찰서,오산시,21~30세,여자,1650
2017,경기,오산시,경기오산경찰서,오산시,31~40세,남자,4759
2017,경기,오산시,경기오산경찰서,오산시,31~40세,여자,1898
2017,경기,오산시,경기오산경찰서,오산시,41~50세,남자,3035
2017,경기,오산시,경기오산경찰서,오산시,41~50세,여자,1385
2017,경기,오산시,경기오산경찰서,오산시,51~60세,남자,1800
2017,경기,오산시,경기오산경찰서,오산시,51~60세,여자,1401
2017,경기,오산시,경기오산경찰서,오산시,61~세,남자,1389
2017,경기,오산시,경기오산경찰서,오산시,61~세,여자,2558
2017,충북,옥천군,충북옥천경찰서,옥천군,16~20세,남자,15
2017,충북,옥천군,충북옥천경찰서,옥천군,16~20세,여자,11
2017,충북,옥천군,충북옥천경찰서,옥천군,21~30세,남자,153
2017,충북,옥천군,충북옥천경찰서,옥천군,21~30세,여자,71
2017,충북,옥천군,충북옥천경찰서,옥천군,31~40세,남자,215
2017,충북,옥천군,충북옥천경찰서,옥천군,31~40세,여자,90
2017,충북,옥천군,충북옥천경찰서,옥천군,41~50세,남자,344
2017,충북,옥천군,충북옥천경찰서,옥천군,41~50세,여자,168
2017,충북,옥천군,충북옥천경찰서,옥천군,51~60세,남자,584
2017,충북,옥천군,충북옥천경찰서,옥천군,51~60세,여자,388
2017,충북,옥천군,충북옥천경찰서,옥천군,61~세,남자,993
2017,충북,옥천군,충북옥천경찰서,옥천군,61~세,여자,2528
2017,인천,옹진군,인천중부경찰서,옹진군,16~20세,남자,12
2017,인천,옹진군,인천중부경찰서,옹진군,21~30세,남자,870
2017,인천,옹진군,인천중부경찰서,옹진군,21~30세,여자,97
2017,인천,옹진군,인천중부경찰서,옹진군,31~40세,남자,445
2017,인천,옹진군,인천중부경찰서,옹진군,31~40세,여자,94
2017,인천,옹진군,인천중부경찰서,옹진군,41~50세,남자,460
2017,인천,옹진군,인천중부경찰서,옹진군,41~50세,여자,99
2017,인천,옹진군,인천중부경찰서,옹진군,51~60세,남자,588
2017,인천,옹진군,인천중부경찰서,옹진군,51~60세,여자,256
2017,인천,옹진군,인천중부경찰서,옹진군,61~세,남자,566
2017,인천,옹진군,인천중부경찰서,옹진군,61~세,여자,782
2017,전남,완도군,전남완도경찰서,완도군,16~20세,남자,12
2017,전남,완도군,전남완도경찰서,완도군,21~30세,남자,119
2017,전남,완도군,전남완도경찰서,완도군,21~30세,여자,124
2017,전남,완도군,전남완도경찰서,완도군,31~40세,남자,316
2017,전남,완도군,전남완도경찰서,완도군,31~40세,여자,146
2017,전남,완도군,전남완도경찰서,완도군,41~50세,남자,549
2017,전남,완도군,전남완도경찰서,완도군,41~50세,여자,224
2017,전남,완도군,전남완도경찰서,완도군,51~60세,남자,770
2017,전남,완도군,전남완도경찰서,완도군,51~60세,여자,433
2017,전남,완도군,전남완도경찰서,완도군,61~세,남자,1207
2017,전남,완도군,전남완도경찰서,완도군,61~세,여자,3127
2017,전북,전주시 완산구,전북전주완산경찰서,완산구,16~20세,남자,306
2017,전북,전주시 완산구,전북전주완산경찰서,완산구,16~20세,여자,312
2017,전북,전주시 완산구,전북전주완산경찰서,완산구,21~30세,남자,3752
2017,전북,전주시 완산구,전북전주완산경찰서,완산구,21~30세,여자,3648
2017,전북,전주시 완산구,전북전주완산경찰서,완산구,31~40세,남자,4301
2017,전북,전주시 완산구,전북전주완산경찰서,완산구,31~40세,여자,2654
2017,전북,전주시 완산구,전북전주완산경찰서,완산구,41~50세,남자,3838
2017,전북,전주시 완산구,전북전주완산경찰서,완산구,41~50세,여자,2485
2017,전북,전주시 완산구,전북전주완산경찰서,완산구,51~60세,남자,3483
2017,전북,전주시 완산구,전북전주완산경찰서,완산구,51~60세,여자,3640
2017,전북,전주시 완산구,전북전주완산경찰서,완산구,61~세,남자,3883
2017,전북,전주시 완산구,전북전주완산경찰서,완산구,61~세,여자,8966
2017,전북,완주군,전북완주경찰서,완주군,16~20세,남자,281
2017,전북,완주군,전북완주경찰서,완주군,16~20세,여자,251
2017,전북,완주군,전북완주경찰서,완주군,21~30세,남자,1707
2017,전북,완주군,전북완주경찰서,완주군,21~30세,여자,980
2017,전북,완주군,전북완주경찰서,완주군,31~40세,남자,936
2017,전북,완주군,전북완주경찰서,완주군,31~40세,여자,385
2017,전북,완주군,전북완주경찰서,완주군,41~50세,남자,1029
2017,전북,완주군,전북완주경찰서,완주군,41~50세,여자,464
2017,전북,완주군,전북완주경찰서,완주군,51~60세,남자,1037
2017,전북,완주군,전북완주경찰서,완주군,51~60세,여자,694
2017,전북,완주군,전북완주경찰서,완주군,61~세,남자,1312
2017,전북,완주군,전북완주경찰서,완주군,61~세,여자,3154
2017,서울,용산구,서울용산경찰서,용산구,16~20세,남자,67
2017,서울,용산구,서울용산경찰서,용산구,16~20세,여자,193
2017,서울,용산구,서울용산경찰서,용산구,21~30세,남자,2671
2017,서울,용산구,서울용산경찰서,용산구,21~30세,여자,4601
2017,서울,용산구,서울용산경찰서,용산구,31~40세,남자,4514
2017,서울,용산구,서울용산경찰서,용산구,31~40세,여자,3609
2017,서울,용산구,서울용산경찰서,용산구,41~50세,남자,2987
2017,서울,용산구,서울용산경찰서,용산구,41~50세,여자,2393
2017,서울,용산구,서울용산경찰서,용산구,51~60세,남자,2369
2017,서울,용산구,서울용산경찰서,용산구,51~60세,여자,1867
2017,서울,용산구,서울용산경찰서,용산구,61~세,남자,2566
2017,서울,용산구,서울용산경찰서,용산구,61~세,여자,5234
2017,경북,울릉군,경북울릉경찰서,울릉군,21~30세,남자,101
2017,경북,울릉군,경북울릉경찰서,울릉군,21~30세,여자,34
2017,경북,울릉군,경북울릉경찰서,울릉군,31~40세,남자,155
2017,경북,울릉군,경북울릉경찰서,울릉군,31~40세,여자,50
2017,경북,울릉군,경북울릉경찰서,울릉군,41~50세,남자,252
2017,경북,울릉군,경북울릉경찰서,울릉군,41~50세,여자,51
2017,경북,울릉군,경북울릉경찰서,울릉군,51~60세,남자,302
2017,경북,울릉군,경북울릉경찰서,울릉군,51~60세,여자,115
2017,경북,울릉군,경북울릉경찰서,울릉군,61~세,남자,241
2017,경북,울릉군,경북울릉경찰서,울릉군,61~세,여자,337
2017,울산,울주군,울산울주경찰서,울주군,16~20세,남자,39
2017,울산,울주군,울산울주경찰서,울주군,16~20세,여자,45
2017,울산,울주군,울산울주경찰서,울주군,21~30세,남자,1435
2017,울산,울주군,울산울주경찰서,울주군,21~30세,여자,649
2017,울산,울주군,울산울주경찰서,울주군,31~40세,남자,2410
2017,울산,울주군,울산울주경찰서,울주군,31~40세,여자,699
2017,울산,울주군,울산울주경찰서,울주군,41~50세,남자,2522
2017,울산,울주군,울산울주경찰서,울주군,41~50세,여자,1034
2017,울산,울주군,울산울주경찰서,울주군,51~60세,남자,2486
2017,울산,울주군,울산울주경찰서,울주군,51~60세,여자,1802
2017,울산,울주군,울산울주경찰서,울주군,61~세,남자,2423
2017,울산,울주군,울산울주경찰서,울주군,61~세,여자,4824
2017,경북,울진군,경북울진경찰서,울진군,16~20세,남자,9
2017,경북,울진군,경북울진경찰서,울진군,21~30세,남자,316
2017,경북,울진군,경북울진경찰서,울진군,21~30세,여자,153
2017,경북,울진군,경북울진경찰서,울진군,31~40세,남자,427
2017,경북,울진군,경북울진경찰서,울진군,31~40세,여자,167
2017,경북,울진군,경북울진경찰서,울진군,41~50세,남자,577
2017,경북,울진군,경북울진경찰서,울진군,41~50세,여자,239
2017,경북,울진군,경북울진경찰서,울진군,51~60세,남자,861
2017,경북,울진군,경북울진경찰서,울진군,51~60세,여자,573
2017,경북,울진군,경북울진경찰서,울진군,61~세,남자,1186
2017,경북,울진군,경북울진경찰서,울진군,61~세,여자,3337
2017,강원,원주시,강원원주경찰서,원주시,16~20세,남자,298
2017,강원,원주시,강원원주경찰서,원주시,16~20세,여자,257
2017,강원,원주시,강원원주경찰서,원주시,21~30세,남자,4279
2017,강원,원주시,강원원주경찰서,원주시,21~30세,여자,3394
2017,강원,원주시,강원원주경찰서,원주시,31~40세,남자,4179
2017,강원,원주시,강원원주경찰서,원주시,31~40세,여자,2502
2017,강원,원주시,강원원주경찰서,원주시,41~50세,남자,4032
2017,강원,원주시,강원원주경찰서,원주시,41~50세,여자,2663
2017,강원,원주시,강원원주경찰서,원주시,51~60세,남자,4188
2017,강원,원주시,강원원주경찰서,원주시,51~60세,여자,3644
2017,강원,원주시,강원원주경찰서,원주시,61~세,남자,3910
2017,강원,원주시,강원원주경찰서,원주시,61~세,여자,8079
2017,대전,유성구,대전유성경찰서,유성구,16~20세,남자,445
2017,대전,유성구,대전유성경찰서,유성구,16~20세,여자,401
2017,대전,유성구,대전유성경찰서,유성구,21~30세,남자,9250
2017,대전,유성구,대전유성경찰서,유성구,21~30세,여자,5852
2017,대전,유성구,대전유성경찰서,유성구,31~40세,남자,7021
2017,대전,유성구,대전유성경찰서,유성구,31~40세,여자,3478
2017,대전,유성구,대전유성경찰서,유성구,41~50세,남자,3933
2017,대전,유성구,대전유성경찰서,유성구,41~50세,여자,2407
2017,대전,유성구,대전유성경찰서,유성구,51~60세,남자,2812
2017,대전,유성구,대전유성경찰서,유성구,51~60세,여자,2534
2017,대전,유성구,대전유성경찰서,유성구,61~세,남자,2107
2017,대전,유성구,대전유성경찰서,유성구,61~세,여자,4259
2017,서울,은평구,,은평구,16~20세,남자,90
2017,서울,은평구,,은평구,16~20세,여자,108
2017,서울,은평구,,은평구,21~30세,남자,2991
2017,서울,은평구,,은평구,21~30세,여자,3783
2017,서울,은평구,,은평구,31~40세,남자,5283
2017,서울,은평구,,은평구,31~40세,여자,4275
2017,서울,은평구,,은평구,41~50세,남자,4216
2017,서울,은평구,,은평구,41~50세,여자,3425
2017,서울,은평구,,은평구,51~60세,남자,3744
2017,서울,은평구,,은평구,51~60세,여자,3693
2017,서울,은평구,,은평구,61~세,남자,4403
2017,서울,은평구,,은평구,61~세,여자,10524
2017,충북,음성군,충북음성경찰서,음성군,16~20세,남자,81
2017,충북,음성군,충북음성경찰서,음성군,16~20세,여자,61
2017,충북,음성군,충북음성경찰서,음성군,21~30세,남자,1082
2017,충북,음성군,충북음성경찰서,음성군,21~30세,여자,824
2017,충북,음성군,충북음성경찰서,음성군,31~40세,남자,1378
2017,충북,음성군,충북음성경찰서,음성군,31~40세,여자,509
2017,충북,음성군,충북음성경찰서,음성군,41~50세,남자,1482
2017,충북,음성군,충북음성경찰서,음성군,41~50세,여자,608
2017,충북,음성군,충북음성경찰서,음성군,51~60세,남자,1710
2017,충북,음성군,충북음성경찰서,음성군,51~60세,여자,1059
2017,충북,음성군,충북음성경찰서,음성군,61~세,남자,1677
2017,충북,음성군,충북음성경찰서,음성군,61~세,여자,2942
2017,경남,의령군,경남의령경찰서,의령군,21~30세,남자,72
2017,경남,의령군,경남의령경찰서,의령군,21~30세,여자,71
2017,경남,의령군,경남의령경찰서,의령군,31~40세,남자,152
2017,경남,의령군,경남의령경찰서,의령군,31~40세,여자,79
2017,경남,의령군,경남의령경찰서,의령군,41~50세,남자,236
2017,경남,의령군,경남의령경찰서,의령군,41~50세,여자,96
2017,경남,의령군,경남의령경찰서,의령군,51~60세,남자,441
2017,경남,의령군,경남의령경찰서,의령군,51~60세,여자,271
2017,경남,의령군,경남의령경찰서,의령군,61~세,남자,850
2017,경남,의령군,경남의령경찰서,의령군,61~세,여자,2577
2017,경북,의성군,경북의성경찰서,의성군,21~30세,남자,130
2017,경북,의성군,경북의성경찰서,의성군,21~30세,여자,106
2017,경북,의성군,경북의성경찰서,의성군,31~40세,남자,191
2017,경북,의성군,경북의성경찰서,의성군,31~40세,여자,103
2017,경북,의성군,경북의성경찰서,의성군,41~50세,남자,351
2017,경북,의성군,경북의성경찰서,의성군,41~50세,여자,134
2017,경북,의성군,경북의성경찰서,의성군,51~60세,남자,760
2017,경북,의성군,경북의성경찰서,의성군,51~60세,여자,510
2017,경북,의성군,경북의성경찰서,의성군,61~세,남자,1705
2017,경북,의성군,경북의성경찰서,의성군,61~세,여자,4681
2017,경기,의왕시,경기의왕경찰서,의왕시,16~20세,남자,39
2017,경기,의왕시,경기의왕경찰서,의왕시,16~20세,여자,119
2017,경기,의왕시,경기의왕경찰서,의왕시,21~30세,남자,818
2017,경기,의왕시,경기의왕경찰서,의왕시,21~30세,여자,745
2017,경기,의왕시,경기의왕경찰서,의왕시,31~40세,남자,1367
2017,경기,의왕시,경기의왕경찰서,의왕시,31~40세,여자,517
2017,경기,의왕시,경기의왕경찰서,의왕시,41~50세,남자,1228
2017,경기,의왕시,경기의왕경찰서,의왕시,41~50세,여자,639
2017,경기,의왕시,경기의왕경찰서,의왕시,51~60세,남자,1009
2017,경기,의왕시,경기의왕경찰서,의왕시,51~60세,여자,954
2017,경기,의왕시,경기의왕경찰서,의왕시,61~세,남자,1006
2017,경기,의왕시,경기의왕경찰서,의왕시,61~세,여자,2385
2017,경기,의정부시,경기의정부경찰서,의정부시,16~20세,남자,107
2017,경기,의정부시,경기의정부경찰서,의정부시,16~20세,여자,100
2017,경기,의정부시,경기의정부경찰서,의정부시,21~30세,남자,2267
2017,경기,의정부시,경기의정부경찰서,의정부시,21~30세,여자,2180
2017,경기,의정부시,경기의정부경찰서,의정부시,31~40세,남자,3821
2017,경기,의정부시,경기의정부경찰서,의정부시,31~40세,여자,2250
2017,경기,의정부시,경기의정부경찰서,의정부시,41~50세,남자,4273
2017,경기,의정부시,경기의정부경찰서,의정부시,41~50세,여자,2582
2017,경기,의정부시,경기의정부경찰서,의정부시,51~60세,남자,4285
2017,경기,의정부시,경기의정부경찰서,의정부시,51~60세,여자,3654
2017,경기,의정부시,경기의정부경찰서,의정부시,61~세,남자,4324
2017,경기,의정부시,경기의정부경찰서,의정부시,61~세,여자,9160
2017,경남,창원시 의창구,,의창구,16~20세,남자,62
2017,경남,창원시 의창구,,의창구,16~20세,여자,63
2017,경남,창원시 의창구,,의창구,21~30세,남자,1934
2017,경남,창원시 의창구,,의창구,21~30세,여자,1253
2017,경남,창원시 의창구,,의창구,31~40세,남자,3394
2017,경남,창원시 의창구,,의창구,31~40세,여자,1602
2017,경남,창원시 의창구,,의창구,41~50세,남자,3387
2017,경남,창원시 의창구,,의창구,41~50세,여자,1867
2017,경남,창원시 의창구,,의창구,51~60세,남자,2923
2017,경남,창원시 의창구,,의창구,51~60세,여자,2561
2017,경남,창원시 의창구,,의창구,61~세,남자,2555
2017,경남,창원시 의창구,,의창구,61~세,여자,4883
2017,경기,이천시,경기이천경찰서,이천시,16~20세,남자,69
2017,경기,이천시,경기이천경찰서,이천시,16~20세,여자,126
2017,경기,이천시,경기이천경찰서,이천시,21~30세,남자,1658
2017,경기,이천시,경기이천경찰서,이천시,21~30세,여자,1365
2017,경기,이천시,경기이천경찰서,이천시,31~40세,남자,2378
2017,경기,이천시,경기이천경찰서,이천시,31~40세,여자,1101
2017,경기,이천시,경기이천경찰서,이천시,41~50세,남자,2106
2017,경기,이천시,경기이천경찰서,이천시,41~50세,여자,1105
2017,경기,이천시,경기이천경찰서,이천시,51~60세,남자,2019
2017,경기,이천시,경기이천경찰서,이천시,51~60세,여자,1569
2017,경기,이천시,경기이천경찰서,이천시,61~세,남자,2068
2017,경기,이천시,경기이천경찰서,이천시,61~세,여자,3719
2017,전북,익산시,전북익산경찰서,익산시,16~20세,남자,626
2017,전북,익산시,전북익산경찰서,익산시,16~20세,여자,376
2017,전북,익산시,전북익산경찰서,익산시,21~30세,남자,4946
2017,전북,익산시,전북익산경찰서,익산시,21~30세,여자,3170
2017,전북,익산시,전북익산경찰서,익산시,31~40세,남자,2778
2017,전북,익산시,전북익산경찰서,익산시,31~40세,여자,1287
2017,전북,익산시,전북익산경찰서,익산시,41~50세,남자,3037
2017,전북,익산시,전북익산경찰서,익산시,41~50세,여자,1635
2017,전북,익산시,전북익산경찰서,익산시,51~60세,남자,3284
2017,전북,익산시,전북익산경찰서,익산시,51~60세,여자,2771
2017,전북,익산시,전북익산경찰서,익산시,61~세,남자,4021
2017,전북,익산시,전북익산경찰서,익산시,61~세,여자,9743
2017,강원,인제군,강원인제경찰서,인제군,21~30세,남자,685
2017,강원,인제군,강원인제경찰서,인제군,21~30세,여자,95
2017,강원,인제군,강원인제경찰서,인제군,31~40세,남자,337
2017,강원,인제군,강원인제경찰서,인제군,31~40세,여자,83
2017,강원,인제군,강원인제경찰서,인제군,41~50세,남자,349
2017,강원,인제군,강원인제경찰서,인제군,41~50세,여자,116
2017,강원,인제군,강원인제경찰서,인제군,51~60세,남자,581
2017,강원,인제군,강원인제경찰서,인제군,51~60세,여자,320
2017,강원,인제군,강원인제경찰서,인제군,61~세,남자,631
2017,강원,인제군,강원인제경찰서,인제군,61~세,여자,1043
2017,경기,고양시 일산동구,경기일산동부경찰서,일산동구,16~20세,남자,36
2017,경기,고양시 일산동구,경기일산동부경찰서,일산동구,16~20세,여자,54
2017,경기,고양시 일산동구,경기일산동부경찰서,일산동구,21~30세,남자,1648
2017,경기,고양시 일산동구,경기일산동부경찰서,일산동구,21~30세,여자,2020
2017,경기,고양시 일산동구,경기일산동부경찰서,일산동구,31~40세,남자,3264
2017,경기,고양시 일산동구,경기일산동부경찰서,일산동구,31~40세,여자,2793
2017,경기,고양시 일산동구,경기일산동부경찰서,일산동구,41~50세,남자,3423
2017,경기,고양시 일산동구,경기일산동부경찰서,일산동구,41~50세,여자,2790
2017,경기,고양시 일산동구,경기일산동부경찰서,일산동구,51~60세,남자,2432
2017,경기,고양시 일산동구,경기일산동부경찰서,일산동구,51~60세,여자,2149
2017,경기,고양시 일산동구,경기일산동부경찰서,일산동구,61~세,남자,1743
2017,경기,고양시 일산동구,경기일산동부경찰서,일산동구,61~세,여자,4097
2017,경기,고양시 일산서구,경기일산서부경찰서,일산서구,16~20세,남자,30
2017,경기,고양시 일산서구,경기일산서부경찰서,일산서구,16~20세,여자,39
2017,경기,고양시 일산서구,경기일산서부경찰서,일산서구,21~30세,남자,809
2017,경기,고양시 일산서구,경기일산서부경찰서,일산서구,21~30세,여자,925
2017,경기,고양시 일산서구,경기일산서부경찰서,일산서구,31~40세,남자,1648
2017,경기,고양시 일산서구,경기일산서부경찰서,일산서구,31~40세,여자,1054
2017,경기,고양시 일산서구,경기일산서부경찰서,일산서구,41~50세,남자,1886
2017,경기,고양시 일산서구,경기일산서부경찰서,일산서구,41~50세,여자,1487
2017,경기,고양시 일산서구,경기일산서부경찰서,일산서구,51~60세,남자,1535
2017,경기,고양시 일산서구,경기일산서부경찰서,일산서구,51~60세,여자,1625
2017,경기,고양시 일산서구,경기일산서부경찰서,일산서구,61~세,남자,1465
2017,경기,고양시 일산서구,경기일산서부경찰서,일산서구,61~세,여자,4349
2017,전북,임실군,전북임실경찰서,임실군,16~20세,남자,81
2017,전북,임실군,전북임실경찰서,임실군,16~20세,여자,73
2017,전북,임실군,전북임실경찰서,임실군,21~30세,남자,187
2017,전북,임실군,전북임실경찰서,임실군,21~30세,여자,205
2017,전북,임실군,전북임실경찰서,임실군,31~40세,남자,129
2017,전북,임실군,전북임실경찰서,임실군,31~40세,여자,46
2017,전북,임실군,전북임실경찰서,임실군,41~50세,남자,232
2017,전북,임실군,전북임실경찰서,임실군,41~50세,여자,83
2017,전북,임실군,전북임실경찰서,임실군,51~60세,남자,419
2017,전북,임실군,전북임실경찰서,임실군,51~60세,여자,198
2017,전북,임실군,전북임실경찰서,임실군,61~세,남자,764
2017,전북,임실군,전북임실경찰서,임실군,61~세,여자,1947
2017,전남,장성군,전남장성경찰서,장성군,16~20세,남자,9
2017,전남,장성군,전남장성경찰서,장성군,16~20세,여자,5
2017,전남,장성군,전남장성경찰서,장성군,21~30세,남자,178
2017,전남,장성군,전남장성경찰서,장성군,21~30세,여자,114
2017,전남,장성군,전남장성경찰서,장성군,31~40세,남자,258
2017,전남,장성군,전남장성경찰서,장성군,31~40세,여자,72
2017,전남,장성군,전남장성경찰서,장성군,41~50세,남자,322
2017,전남,장성군,전남장성경찰서,장성군,41~50세,여자,112
2017,전남,장성군,전남장성경찰서,장성군,51~60세,남자,477
2017,전남,장성군,전남장성경찰서,장성군,51~60세,여자,278
2017,전남,장성군,전남장성경찰서,장성군,61~세,남자,818
2017,전남,장성군,전남장성경찰서,장성군,61~세,여자,2411
2017,전북,장수군,전북장수경찰서,장수군,21~30세,남자,46
2017,전북,장수군,전북장수경찰서,장수군,21~30세,여자,31
