,년도,광역,기초,경찰서,연령,발생건수,가구수,발생율,범죄피해율
604,2017,서울,강동구,서울강동경찰서,31~40세,1627,9058,17.96,17962.02
605,2017,서울,강동구,서울강동경찰서,41~50세,1685,6950,24.24,24244.6
606,2017,서울,강동구,서울강동경찰서,51~60세,1876,7168,26.17,26171.88
607,2017,서울,강동구,서울강동경찰서,61~세,1154,11738,9.83,9831.32
608,2017,서울,강북구,서울강북경찰서,16~20세,473,323,146.44,146439.63
609,2017,서울,강북구,서울강북경찰서,21~30세,1519,5696,26.67,26667.84
610,2017,서울,강북구,서울강북경찰서,31~40세,1242,6213,19.99,19990.34
611,2017,서울,강북구,서울강북경찰서,41~50세,1424,6108,23.31,23313.69
612,2017,서울,강북구,서울강북경찰서,51~60세,1395,6988,19.96,19962.79
613,2017,서울,강북구,서울강북경찰서,61~세,975,13754,7.09,7088.85
614,2017,서울,관악구,서울관악경찰서,16~20세,670,1102,60.8,60798.55
615,2017,서울,관악구,서울관악경찰서,21~30세,2969,39802,7.46,7459.42
616,2017,서울,관악구,서울관악경찰서,31~40세,2096,28662,7.31,7312.82
617,2017,서울,관악구,서울관악경찰서,41~50세,1768,12758,13.86,13857.97
618,2017,서울,관악구,서울관악경찰서,51~60세,1831,9403,19.47,19472.51
619,2017,서울,관악구,서울관악경찰서,61~세,1452,15138,9.59,9591.76
620,2017,서울,광진구,서울광진경찰서,16~20세,686,802,85.54,85536.16
621,2017,서울,광진구,서울광진경찰서,21~30세,2254,16615,13.57,13566.05
622,2017,서울,광진구,서울광진경찰서,31~40세,1620,13397,12.09,12092.26
623,2017,서울,광진구,서울광진경찰서,41~50세,1417,7750,18.28,18283.87
624,2017,서울,광진구,서울광진경찰서,51~60세,1534,6681,22.96,22960.63
625,2017,서울,광진구,서울광진경찰서,61~세,944,9621,9.81,9811.87
626,2017,서울,구로구,서울구로경찰서,16~20세,485,200,242.5,242500.0
627,2017,서울,구로구,서울구로경찰서,21~30세,2010,7820,25.7,25703.32
628,2017,서울,구로구,서울구로경찰서,31~40세,2002,9838,20.35,20349.66
629,2017,서울,구로구,서울구로경찰서,41~50세,2019,7030,28.72,28719.77
630,2017,서울,구로구,서울구로경찰서,51~60세,2061,6574,31.35,31350.78
631,2017,서울,구로구,서울구로경찰서,61~세,1270,11519,11.03,11025.26
632,2017,서울,금천구,서울금천경찰서,16~20세,305,102,299.02,299019.61
633,2017,서울,금천구,서울금천경찰서,21~30세,1397,5683,24.58,24582.09
634,2017,서울,금천구,서울금천경찰서,31~40세,1343,6924,19.4,19396.3
635,2017,서울,금천구,서울금천경찰서,41~50세,1530,5414,28.26,28260.07
636,2017,서울,금천구,서울금천경찰서,51~60세,1498,6151,24.35,24353.76
637,2017,서울,금천구,서울금천경찰서,61~세,827,8654,9.56,9556.27
638,2017,서울,노원구,서울노원경찰서,16~20세,846,1167,72.49,72493.57
639,2017,서울,노원구,서울노원경찰서,21~30세,1866,9607,19.42,19423.34
640,2017,서울,노원구,서울노원경찰서,31~40세,1499,6411,23.38,23381.69
641,2017,서울,노원구,서울노원경찰서,41~50세,1774,6524,27.19,27191.91
642,2017,서울,노원구,서울노원경찰서,51~60세,1561,7245,21.55,21545.89
643,2017,서울,노원구,서울노원경찰서,61~세,1104,18310,6.03,6029.49
644,2017,서울,도봉구,서울도봉경찰서,16~20세,284,221,128.51,128506.79
645,2017,서울,도봉구,서울도봉경찰서,21~30세,771,3278,23.52,23520.44
646,2017,서울,도봉구,서울도봉경찰서,31~40세,788,4325,18.22,18219.65
647,2017,서울,도봉구,서울도봉경찰서,41~50세,942,4811,19.58,19580.13
648,2017,서울,도봉구,서울도봉경찰서,51~60세,1113,5512,20.19,20192.31
649,2017,서울,도봉구,서울도봉경찰서,61~세,793,11322,7.0,7004.06
650,2017,서울,동대문구,서울동대문경찰서,16~20세,506,1696,29.83,29834.91
651,2017,서울,동대문구,서울동대문경찰서,21~30세,1599,17762,9.0,9002.36
652,2017,서울,동대문구,서울동대문경찰서,31~40세,1450,9127,15.89,15886.93
653,2017,서울,동대문구,서울동대문경찰서,41~50세,1668,6393,26.09,26091.04
654,2017,서울,동대문구,서울동대문경찰서,51~60세,1895,6462,29.33,29325.29
655,2017,서울,동대문구,서울동대문경찰서,61~세,1506,12590,11.96,11961.87
656,2017,서울,동작구,서울동작경찰서,16~20세,487,1151,42.31,42311.03
657,2017,서울,동작구,서울동작경찰서,21~30세,1877,17877,10.5,10499.52
658,2017,서울,동작구,서울동작경찰서,31~40세,1242,12666,9.81,9805.78
659,2017,서울,동작구,서울동작경찰서,41~50세,1230,6684,18.4,18402.15
660,2017,서울,동작구,서울동작경찰서,51~60세,1263,5368,23.53,23528.32
661,2017,서울,동작구,서울동작경찰서,61~세,946,10609,8.92,8916.96
662,2017,서울,마포구,서울마포경찰서,16~20세,949,610,155.57,155573.77
663,2017,서울,마포구,서울마포경찰서,21~30세,3529,16163,21.83,21833.82
664,2017,서울,마포구,서울마포경찰서,31~40세,2157,14789,14.59,14585.16
665,2017,서울,마포구,서울마포경찰서,41~50세,1768,7974,22.17,22172.06
666,2017,서울,마포구,서울마포경찰서,51~60세,1534,5104,30.05,30054.86
667,2017,서울,마포구,서울마포경찰서,61~세,999,9521,10.49,10492.6
668,2017,서울,서대문구,서울서대문경찰서,16~20세,587,797,73.65,73651.19
669,2017,서울,서대문구,서울서대문경찰서,21~30세,1880,15423,12.19,12189.59
670,2017,서울,서대문구,서울서대문경찰서,31~40세,1345,7617,17.66,17657.87
671,2017,서울,서대문구,서울서대문경찰서,41~50세,1167,5132,22.74,22739.67
672,2017,서울,서대문구,서울서대문경찰서,51~60세,1257,4555,27.6,27596.05
673,2017,서울,서대문구,서울서대문경찰서,61~세,925,9894,9.35,9349.1
674,2017,서울,성동구,서울성동경찰서,16~20세,354,708,50.0,50000.0
675,2017,서울,성동구,서울성동경찰서,21~30세,1395,10751,12.98,12975.54
676,2017,서울,성동구,서울성동경찰서,31~40세,1327,8163,16.26,16256.28
677,2017,서울,성동구,서울성동경찰서,41~50세,1240,5753,21.55,21553.97
678,2017,서울,성동구,서울성동경찰서,51~60세,1142,5257,21.72,21723.42
679,2017,서울,성동구,서울성동경찰서,61~세,724,8435,8.58,8583.28
680,2017,서울,송파구,서울송파경찰서,16~20세,819,281,291.46,291459.07
681,2017,서울,송파구,서울송파경찰서,21~30세,2712,10387,26.11,26109.56
682,2017,서울,송파구,서울송파경찰서,31~40세,2861,16841,16.99,16988.3
683,2017,서울,송파구,서울송파경찰서,41~50세,2806,10377,27.04,27040.57
684,2017,서울,송파구,서울송파경찰서,51~60세,2747,7868,34.91,34913.57
685,2017,서울,송파구,서울송파경찰서,61~세,1746,13093,13.34,13335.37
686,2017,서울,양천구,서울양천경찰서,16~20세,529,148,357.43,357432.43
687,2017,서울,양천구,서울양천경찰서,21~30세,1220,3677,33.18,33179.22
688,2017,서울,양천구,서울양천경찰서,31~40세,1365,6210,21.98,21980.68
689,2017,서울,양천구,서울양천경찰서,41~50세,1734,5687,30.49,30490.59
690,2017,서울,양천구,서울양천경찰서,51~60세,1645,6005,27.39,27393.84
691,2017,서울,양천구,서울양천경찰서,61~세,1107,11360,9.74,9744.72
692,2017,서울,영등포구,서울영등포경찰서,16~20세,692,195,354.87,354871.79
693,2017,서울,영등포구,서울영등포경찰서,21~30세,2806,11714,23.95,23954.24
694,2017,서울,영등포구,서울영등포경찰서,31~40세,2740,13138,20.86,20855.53
695,2017,서울,영등포구,서울영등포경찰서,41~50세,2548,7701,33.09,33086.61
696,2017,서울,영등포구,서울영등포경찰서,51~60세,2830,6904,40.99,40990.73
697,2017,서울,영등포구,서울영등포경찰서,61~세,1753,11499,15.24,15244.8
698,2017,서울,용산구,서울용산경찰서,16~20세,352,260,135.38,135384.62
699,2017,서울,용산구,서울용산경찰서,21~30세,2355,7272,32.38,32384.49
700,2017,서울,용산구,서울용산경찰서,31~40세,1766,8123,21.74,21740.74
701,2017,서울,용산구,서울용산경찰서,41~50세,1509,5380,28.05,28048.33
702,2017,서울,용산구,서울용산경찰서,51~60세,1367,4236,32.27,32271.01
703,2017,서울,용산구,서울용산경찰서,61~세,911,7800,11.68,11679.49
704,2017,울산,울주군,울산울주경찰서,16~20세,218,84,259.52,259523.81
705,2017,울산,울주군,울산울주경찰서,21~30세,605,2084,29.03,29030.71
706,2017,울산,울주군,울산울주경찰서,31~40세,780,3109,25.09,25088.45
707,2017,울산,울주군,울산울주경찰서,41~50세,1119,3556,31.47,31467.94
708,2017,울산,울주군,울산울주경찰서,51~60세,1069,4288,24.93,24930.04
709,2017,울산,울주군,울산울주경찰서,61~세,585,7247,8.07,8072.31
710,2017,인천,강화군,인천강화경찰서,16~20세,51,25,204.0,204000.0
711,2017,인천,강화군,인천강화경찰서,21~30세,110,308,35.71,35714.29
712,2017,인천,강화군,인천강화경찰서,31~40세,152,390,38.97,38974.36
713,2017,인천,강화군,인천강화경찰서,41~50세,247,737,33.51,33514.25
714,2017,인천,강화군,인천강화경찰서,51~60세,320,1502,21.3,21304.93
715,2017,인천,강화군,인천강화경찰서,61~세,308,4429,6.95,6954.17
716,2017,인천,계양구,인천계양경찰서,16~20세,405,229,176.86,176855.9
717,2017,인천,계양구,인천계양경찰서,21~30세,1042,2396,43.49,43489.15
718,2017,인천,계양구,인천계양경찰서,31~40세,1056,4284,24.65,24649.86
719,2017,인천,계양구,인천계양경찰서,41~50세,1247,5340,23.35,23352.06
720,2017,인천,계양구,인천계양경찰서,51~60세,1288,5764,22.35,22345.59
721,2017,인천,계양구,인천계양경찰서,61~세,546,7667,7.12,7121.43
722,2017,인천,남동구,인천남동경찰서,16~20세,715,161,444.1,444099.38
723,2017,인천,남동구,인천남동경찰서,21~30세,2459,5509,44.64,44636.05
724,2017,인천,남동구,인천남동경찰서,31~40세,2439,9245,26.38,26381.83
725,2017,인천,남동구,인천남동경찰서,41~50세,2214,9064,24.43,24426.3
726,2017,인천,남동구,인천남동경찰서,51~60세,2077,9357,22.2,22197.29
727,2017,인천,남동구,인천남동경찰서,61~세,882,14138,6.24,6238.51
728,2017,인천,연수구,인천연수경찰서,16~20세,353,366,96.45,96448.09
729,2017,인천,연수구,인천연수경찰서,21~30세,1093,4782,22.86,22856.55
730,2017,인천,연수구,인천연수경찰서,31~40세,1210,5011,24.15,24146.88
731,2017,인천,연수구,인천연수경찰서,41~50세,1245,4632,26.88,26878.24
732,2017,인천,연수구,인천연수경찰서,51~60세,986,4380,22.51,22511.42
733,2017,인천,연수구,인천연수경찰서,61~세,457,6256,7.3,7304.99
734,2017,인천,옹진군,인천중부경찰서,16~20세,196,12,1633.33,1633333.33
735,2017,인천,옹진군,인천중부경찰서,21~30세,801,967,82.83,82833.51
736,2017,인천,옹진군,인천중부경찰서,31~40세,998,539,185.16,185157.7
737,2017,인천,옹진군,인천중부경찰서,41~50세,1150,559,205.72,205724.51
738,2017,인천,옹진군,인천중부경찰서,51~60세,1112,844,131.75,131753.55
739,2017,인천,옹진군,인천중부경찰서,61~세,654,1348,48.52,48516.32
740,2017,전남,강진군,전남강진경찰서,16~20세,23,8,287.5,287500.0
741,2017,전남,강진군,전남강진경찰서,21~30세,39,246,15.85,15853.66
742,2017,전남,강진군,전남강진경찰서,31~40세,94,282,33.33,33333.33
743,2017,전남,강진군,전남강진경찰서,41~50세,164,419,39.14,39140.81
744,2017,전남,강진군,전남강진경찰서,51~60세,161,831,19.37,19374.25
745,2017,전남,강진군,전남강진경찰서,61~세,171,3686,4.64,4639.18
746,2017,전남,고흥군,전남고흥경찰서,16~20세,30,13,230.77,230769.23
747,2017,전남,고흥군,전남고흥경찰서,21~30세,65,253,25.69,25691.7
748,2017,전남,고흥군,전남고흥경찰서,31~40세,126,367,34.33,34332.43
749,2017,전남,고흥군,전남고흥경찰서,41~50세,216,719,30.04,30041.72
750,2017,전남,고흥군,전남고흥경찰서,51~60세,339,1574,21.54,21537.48
751,2017,전남,고흥군,전남고흥경찰서,61~세,325,8067,4.03,4028.76
752,2017,전남,곡성군,전남곡성경찰서,16~20세,31,170,18.24,18235.29
753,2017,전남,곡성군,전남곡성경찰서,21~30세,67,637,10.52,10518.05
754,2017,전남,곡성군,전남곡성경찰서,31~40세,98,264,37.12,37121.21
755,2017,전남,곡성군,전남곡성경찰서,41~50세,113,352,32.1,32102.27
756,2017,전남,곡성군,전남곡성경찰서,51~60세,93,676,13.76,13757.4
757,2017,전남,곡성군,전남곡성경찰서,61~세,122,3117,3.91,3914.02
758,2017,전남,광양시,전남광양경찰서,16~20세,153,148,103.38,103378.38
759,2017,전남,광양시,전남광양경찰서,21~30세,457,1571,29.09,29089.75
760,2017,전남,광양시,전남광양경찰서,31~40세,583,2313,25.21,25205.36
761,2017,전남,광양시,전남광양경찰서,41~50세,762,2635,28.92,28918.41
762,2017,전남,광양시,전남광양경찰서,51~60세,631,2996,21.06,21061.42
763,2017,전남,광양시,전남광양경찰서,61~세,335,4740,7.07,7067.51
764,2017,전남,구례군,전남구례경찰서,21~30세,47,135,34.81,34814.81
765,2017,전남,구례군,전남구례경찰서,31~40세,43,217,19.82,19815.67
766,2017,전남,구례군,전남구례경찰서,41~50세,117,385,30.39,30389.61
767,2017,전남,구례군,전남구례경찰서,51~60세,117,714,16.39,16386.55
768,2017,전남,구례군,전남구례경찰서,61~세,100,2449,4.08,4083.3
769,2017,전남,나주시,전남나주경찰서,16~20세,105,124,84.68,84677.42
770,2017,전남,나주시,전남나주경찰서,21~30세,243,2076,11.71,11705.2
771,2017,전남,나주시,전남나주경찰서,31~40세,368,2100,17.52,17523.81
772,2017,전남,나주시,전남나주경찰서,41~50세,455,2163,21.04,21035.6
773,2017,전남,나주시,전남나주경찰서,51~60세,442,2522,17.53,17525.77
774,2017,전남,나주시,전남나주경찰서,61~세,397,7029,5.65,5648.03
775,2017,전남,담양군,전남담양경찰서,16~20세,27,24,112.5,112500.0
776,2017,전남,담양군,전남담양경찰서,21~30세,75,355,21.13,21126.76
777,2017,전남,담양군,전남담양경찰서,31~40세,117,328,35.67,35670.73
778,2017,전남,담양군,전남담양경찰서,41~50세,179,483,37.06,37060.04
779,2017,전남,담양군,전남담양경찰서,51~60세,206,816,25.25,25245.1
780,2017,전남,담양군,전남담양경찰서,61~세,213,3340,6.38,6377.25
781,2017,전남,목포시,전남목포경찰서,16~20세,489,218,224.31,224311.93
782,2017,전남,목포시,전남목포경찰서,21~30세,1113,3120,35.67,35673.08
783,2017,전남,목포시,전남목포경찰서,31~40세,1489,4317,34.49,34491.55
784,2017,전남,목포시,전남목포경찰서,41~50세,1683,4557,36.93,36932.19
785,2017,전남,목포시,전남목포경찰서,51~60세,1477,5652,26.13,26132.34
786,2017,전남,목포시,전남목포경찰서,61~세,1002,10305,9.72,9723.44
787,2017,전남,무안군,전남무안경찰서,16~20세,90,184,48.91,48913.04
788,2017,전남,무안군,전남무안경찰서,21~30세,172,1694,10.15,10153.48
789,2017,전남,무안군,전남무안경찰서,31~40세,250,1370,18.25,18248.18
790,2017,전남,무안군,전남무안경찰서,41~50세,339,1181,28.7,28704.49
791,2017,전남,무안군,전남무안경찰서,51~60세,282,1459,19.33,19328.31
792,2017,전남,무안군,전남무안경찰서,61~세,281,4370,6.43,6430.21
793,2017,전남,보성군,전남보성경찰서,21~30세,38,175,21.71,21714.29
794,2017,전남,보성군,전남보성경찰서,31~40세,81,254,31.89,31889.76
795,2017,전남,보성군,전남보성경찰서,41~50세,132,479,27.56,27557.41
796,2017,전남,보성군,전남보성경찰서,51~60세,191,988,19.33,19331.98
797,2017,전남,보성군,전남보성경찰서,61~세,171,4832,3.54,3538.91
798,2017,전남,순천시,전남순천경찰서,16~20세,363,332,109.34,109337.35
799,2017,전남,순천시,전남순천경찰서,21~30세,1002,3615,27.72,27717.84
800,2017,전남,순천시,전남순천경찰서,31~40세,1071,3846,27.85,27847.11
801,2017,전남,순천시,전남순천경찰서,41~50세,1343,4050,33.16,33160.49
802,2017,전남,순천시,전남순천경찰서,51~60세,1383,5084,27.2,27202.99
803,2017,전남,순천시,전남순천경찰서,61~세,799,10483,7.62,7621.86
804,2017,전남,신안군,전남목포경찰서,21~30세,1113,247,450.61,450607.29
805,2017,전남,신안군,전남목포경찰서,31~40세,1489,363,410.19,410192.84
806,2017,전남,신안군,전남목포경찰서,41~50세,1683,682,246.77,246774.19
807,2017,전남,신안군,전남목포경찰서,51~60세,1477,1014,145.66,145660.75
808,2017,전남,신안군,전남목포경찰서,61~세,1002,3989,25.12,25119.08
809,2017,전남,여수시,전남여수경찰서,16~20세,325,264,123.11,123106.06
810,2017,전남,여수시,전남여수경찰서,21~30세,1120,3559,31.47,31469.51
811,2017,전남,여수시,전남여수경찰서,31~40세,1308,3612,36.21,36212.62
812,2017,전남,여수시,전남여수경찰서,41~50세,1482,4385,33.8,33797.04
813,2017,전남,여수시,전남여수경찰서,51~60세,1485,5782,25.68,25683.15
814,2017,전남,여수시,전남여수경찰서,61~세,933,12748,7.32,7318.8
815,2017,전남,영광군,전남영광경찰서,16~20세,55,23,239.13,239130.43
816,2017,전남,영광군,전남영광경찰서,21~30세,74,397,18.64,18639.8
817,2017,전남,영광군,전남영광경찰서,31~40세,168,488,34.43,34426.23
818,2017,전남,영광군,전남영광경찰서,41~50세,234,765,30.59,30588.24
819,2017,전남,영광군,전남영광경찰서,51~60세,264,1174,22.49,22487.22
820,2017,전남,영광군,전남영광경찰서,61~세,231,4312,5.36,5357.14
821,2017,전남,영암군,전남영암경찰서,16~20세,61,65,93.85,93846.15
822,2017,전남,영암군,전남영암경찰서,21~30세,121,789,15.34,15335.87
823,2017,전남,영암군,전남영암경찰서,31~40세,222,945,23.49,23492.06
824,2017,전남,영암군,전남영암경찰서,41~50세,228,1146,19.9,19895.29
825,2017,전남,영암군,전남영암경찰서,51~60세,241,1381,17.45,17451.12
826,2017,전남,영암군,전남영암경찰서,61~세,199,4034,4.93,4933.07
827,2017,전남,완도군,전남완도경찰서,16~20세,33,12,275.0,275000.0
828,2017,전남,완도군,전남완도경찰서,21~30세,99,243,40.74,40740.74
829,2017,전남,완도군,전남완도경찰서,31~40세,144,462,31.17,31168.83
830,2017,전남,완도군,전남완도경찰서,41~50세,231,773,29.88,29883.57
831,2017,전남,완도군,전남완도경찰서,51~60세,245,1203,20.37,20365.75
832,2017,전남,완도군,전남완도경찰서,61~세,221,4334,5.1,5099.22
833,2017,전남,장성군,전남장성경찰서,16~20세,29,14,207.14,207142.86
834,2017,전남,장성군,전남장성경찰서,21~30세,69,292,23.63,23630.14
835,2017,전남,장성군,전남장성경찰서,31~40세,112,330,33.94,33939.39
836,2017,전남,장성군,전남장성경찰서,41~50세,178,434,41.01,41013.82
837,2017,전남,장성군,전남장성경찰서,51~60세,180,755,23.84,23841.06
838,2017,전남,장성군,전남장성경찰서,61~세,169,3229,5.23,5233.82
839,2017,전남,진도군,전남진도경찰서,21~30세,53,211,25.12,25118.48
840,2017,전남,진도군,전남진도경찰서,31~40세,108,231,46.75,46753.25
841,2017,전남,진도군,전남진도경찰서,41~50세,152,440,34.55,34545.45
842,2017,전남,진도군,전남진도경찰서,51~60세,180,767,23.47,23468.06
843,2017,전남,진도군,전남진도경찰서,61~세,146,3323,4.39,4393.62
844,2017,전남,함평군,전남함평경찰서,16~20세,9,6,150.0,150000.0
845,2017,전남,함평군,전남함평경찰서,21~30세,39,163,23.93,23926.38
846,2017,전남,함평군,전남함평경찰서,31~40세,50,223,22.42,22421.52
847,2017,전남,함평군,전남함평경찰서,41~50세,95,389,24.42,24421.59
848,2017,전남,함평군,전남함평경찰서,51~60세,124,820,15.12,15121.95
849,2017,전남,함평군,전남함평경찰서,61~세,125,3417,3.66,3658.18
850,2017,전남,해남군,전남해남경찰서,16~20세,39,31,125.81,125806.45
851,2017,전남,해남군,전남해남경찰서,21~30세,93,385,24.16,24155.84
852,2017,전남,해남군,전남해남경찰서,31~40세,157,475,33.05,33052.63
853,2017,전남,해남군,전남해남경찰서,41~50세,306,808,37.87,37871.29
854,2017,전남,해남군,전남해남경찰서,51~60세,340,1555,21.86,21864.95
855,2017,전남,해남군,전남해남경찰서,61~세,304,6590,4.61,4613.05
856,2017,전남,화순군,전남화순경찰서,16~20세,60,32,187.5,187500.0
857,2017,전남,화순군,전남화순경찰서,21~30세,84,418,20.1,20095.69
858,2017,전남,화순군,전남화순경찰서,31~40세,126,535,23.55,23551.4
859,2017,전남,화순군,전남화순경찰서,41~50세,205,809,25.34,25339.93
860,2017,전남,화순군,전남화순경찰서,51~60세,208,1322,15.73,15733.74
861,2017,전남,화순군,전남화순경찰서,61~세,198,4877,4.06,4059.87
862,2017,전북,고창군,전북고창경찰서,16~20세,52,69,75.36,75362.32
863,2017,전북,고창군,전북고창경찰서,21~30세,71,311,22.83,22829.58
864,2017,전북,고창군,전북고창경찰서,31~40세,141,450,31.33,31333.33
865,2017,전북,고창군,전북고창경찰서,41~50세,244,655,37.25,37251.91
866,2017,전북,고창군,전북고창경찰서,51~60세,232,1200,19.33,19333.33
867,2017,전북,고창군,전북고창경찰서,61~세,224,5496,4.08,4075.69
868,2017,전북,군산시,전북군산경찰서,16~20세,486,493,98.58,98580.12
869,2017,전북,군산시,전북군산경찰서,21~30세,925,5152,17.95,17954.19
870,2017,전북,군산시,전북군산경찰서,31~40세,1033,4571,22.6,22598.99
871,2017,전북,군산시,전북군산경찰서,41~50세,1401,5145,27.23,27230.32
872,2017,전북,군산시,전북군산경찰서,51~60세,1198,5876,20.39,20388.02
873,2017,전북,군산시,전북군산경찰서,61~세,954,12104,7.88,7881.69
874,2017,전북,김제시,전북김제경찰서,16~20세,71,41,173.17,173170.73
875,2017,전북,김제시,전북김제경찰서,21~30세,174,471,36.94,36942.68
876,2017,전북,김제시,전북김제경찰서,31~40세,235,674,34.87,34866.47
877,2017,전북,김제시,전북김제경찰서,41~50세,331,1024,32.32,32324.22
878,2017,전북,김제시,전북김제경찰서,51~60세,440,1758,25.03,25028.44
879,2017,전북,김제시,전북김제경찰서,61~세,344,7170,4.8,4797.77
880,2017,전북,남원시,전북남원경찰서,16~20세,188,78,241.03,241025.64
881,2017,전북,남원시,전북남원경찰서,21~30세,205,719,28.51,28511.82
882,2017,전북,남원시,전북남원경찰서,31~40세,223,790,28.23,28227.85
883,2017,전북,남원시,전북남원경찰서,41~50세,329,1234,26.66,26661.26
884,2017,전북,남원시,전북남원경찰서,51~60세,354,1812,19.54,19536.42
885,2017,전북,남원시,전북남원경찰서,61~세,314,6222,5.05,5046.61
886,2017,전북,무주군,전북무주경찰서,16~20세,22,7,314.29,314285.71
887,2017,전북,무주군,전북무주경찰서,21~30세,50,112,44.64,44642.86
888,2017,전북,무주군,전북무주경찰서,31~40세,57,199,28.64,28643.22
889,2017,전북,무주군,전북무주경찰서,41~50세,110,337,32.64,32640.95
890,2017,전북,무주군,전북무주경찰서,51~60세,98,595,16.47,16470.59
891,2017,전북,무주군,전북무주경찰서,61~세,90,2207,4.08,4077.93
892,2017,전북,부안군,전북부안경찰서,16~20세,50,28,178.57,178571.43
893,2017,전북,부안군,전북부안경찰서,21~30세,71,287,24.74,24738.68
894,2017,전북,부안군,전북부안경찰서,31~40세,170,400,42.5,42500.0
895,2017,전북,부안군,전북부안경찰서,41~50세,227,662,34.29,34290.03
896,2017,전북,부안군,전북부안경찰서,51~60세,252,1238,20.36,20355.41
897,2017,전북,부안군,전북부안경찰서,61~세,277,5032,5.5,5504.77
898,2017,전북,순창군,전북순창경찰서,21~30세,25,105,23.81,23809.52
899,2017,전북,순창군,전북순창경찰서,31~40세,47,163,28.83,28834.36
900,2017,전북,순창군,전북순창경찰서,41~50세,69,330,20.91,20909.09
901,2017,전북,순창군,전북순창경찰서,51~60세,70,540,12.96,12962.96
902,2017,전북,순창군,전북순창경찰서,61~세,104,2663,3.91,3905.37
903,2017,전북,완주군,전북완주경찰서,16~20세,50,532,9.4,9398.5
904,2017,전북,완주군,전북완주경찰서,21~30세,155,2687,5.77,5768.52
905,2017,전북,완주군,전북완주경찰서,31~40세,203,1321,15.37,15367.15
906,2017,전북,완주군,전북완주경찰서,41~50세,273,1493,18.29,18285.33
907,2017,전북,완주군,전북완주경찰서,51~60세,254,1731,14.67,14673.6
908,2017,전북,완주군,전북완주경찰서,61~세,213,4466,4.77,4769.37
909,2017,전북,익산시,전북익산경찰서,16~20세,329,1002,32.83,32834.33
910,2017,전북,익산시,전북익산경찰서,21~30세,1052,8116,12.96,12962.05
911,2017,전북,익산시,전북익산경찰서,31~40세,961,4065,23.64,23640.84
912,2017,전북,익산시,전북익산경찰서,41~50세,1140,4672,24.4,24400.68
913,2017,전북,익산시,전북익산경찰서,51~60세,1077,6055,17.79,17786.95
914,2017,전북,익산시,전북익산경찰서,61~세,832,13764,6.04,6044.75
915,2017,전북,임실군,전북임실경찰서,16~20세,5,154,3.25,3246.75
916,2017,전북,임실군,전북임실경찰서,21~30세,24,392,6.12,6122.45
917,2017,전북,임실군,전북임실경찰서,31~40세,27,175,15.43,15428.57
918,2017,전북,임실군,전북임실경찰서,41~50세,79,315,25.08,25079.37
919,2017,전북,임실군,전북임실경찰서,51~60세,79,617,12.8,12803.89
920,2017,전북,임실군,전북임실경찰서,61~세,102,2711,3.76,3762.45
921,2017,전북,장수군,전북장수경찰서,21~30세,19,77,24.68,24675.32
922,2017,전북,장수군,전북장수경찰서,31~40세,28,140,20.0,20000.0
923,2017,전북,장수군,전북장수경찰서,41~50세,59,254,23.23,23228.35
924,2017,전북,장수군,전북장수경찰서,51~60세,76,487,15.61,15605.75
925,2017,전북,장수군,전북장수경찰서,61~세,77,1987,3.88,3875.19
926,2017,전북,전주시 덕진구,전북전주덕진경찰서,16~20세,405,378,107.14,107142.86
927,2017,전북,전주시 덕진구,전북전주덕진경찰서,21~30세,1142,7225,15.81,15806.23
928,2017,전북,전주시 덕진구,전북전주덕진경찰서,31~40세,1147,5485,20.91,20911.58
929,2017,전북,전주시 덕진구,전북전주덕진경찰서,41~50세,1380,5040,27.38,27380.95
930,2017,전북,전주시 덕진구,전북전주덕진경찰서,51~60세,1188,5114,23.23,23230.35
931,2017,전북,전주시 덕진구,전북전주덕진경찰서,61~세,739,9228,8.01,8008.24
932,2017,전북,전주시 완산구,전북전주완산경찰서,16~20세,440,618,71.2,71197.41
933,2017,전북,전주시 완산구,전북전주완산경찰서,21~30세,1284,7400,17.35,17351.35
934,2017,전북,전주시 완산구,전북전주완산경찰서,31~40세,1250,6955,17.97,17972.68
935,2017,전북,전주시 완산구,전북전주완산경찰서,41~50세,1343,6323,21.24,21239.92
936,2017,전북,전주시 완산구,전북전주완산경찰서,51~60세,1156,7123,16.23,16229.12
937,2017,전북,전주시 완산구,전북전주완산경찰서,61~세,743,12849,5.78,5782.55
938,2017,전북,정읍시,전북정읍경찰서,16~20세,114,56,203.57,203571.43
939,2017,전북,정읍시,전북정읍경찰서,21~30세,188,762,24.67,24671.92
940,2017,전북,정읍시,전북정읍경찰서,31~40세,265,1081,24.51,24514.34
941,2017,전북,정읍시,전북정읍경찰서,41~50세,498,1686,29.54,29537.37
942,2017,전북,정읍시,전북정읍경찰서,51~60세,526,2485,21.17,21167.0
943,2017,전북,정읍시,전북정읍경찰서,61~세,429,8544,5.02,5021.07
944,2017,전북,진안군,전북진안경찰서,21~30세,9,133,6.77,6766.92
945,2017,전북,진안군,전북진안경찰서,31~40세,37,162,22.84,22839.51
946,2017,전북,진안군,전북진안경찰서,41~50세,50,280,17.86,17857.14
947,2017,전북,진안군,전북진안경찰서,51~60세,68,676,10.06,10059.17
948,2017,전북,진안군,전북진안경찰서,61~세,74,2338,3.17,3165.1
949,2017,제주,서귀포시,제주서귀포경찰서,16~20세,210,61,344.26,344262.3
