,년도,광역,기초,경찰서,연령,발생건수,가구수,발생율,범죄피해율
1713,2018,서울,관악구,서울관악경찰서,31~40세,1832,29453,6.22,6220.08
1714,2018,서울,관악구,서울관악경찰서,41~50세,1679,12561,13.37,13366.77
1715,2018,서울,관악구,서울관악경찰서,51~60세,1669,9599,17.39,17387.23
1716,2018,서울,관악구,서울관악경찰서,61~세,1575,16038,9.82,9820.43
1717,2018,서울,광진구,서울광진경찰서,16~20세,584,736,79.35,79347.83
1718,2018,서울,광진구,서울광진경찰서,21~30세,2120,17721,11.96,11963.21
1719,2018,서울,광진구,서울광진경찰서,31~40세,1481,13474,10.99,10991.54
1720,2018,서울,광진구,서울광진경찰서,41~50세,1402,7456,18.8,18803.65
1721,2018,서울,광진구,서울광진경찰서,51~60세,1463,6710,21.8,21803.28
1722,2018,서울,광진구,서울광진경찰서,61~세,978,10240,9.55,9550.78
1723,2018,서울,구로구,서울구로경찰서,16~20세,455,236,192.8,192796.61
1724,2018,서울,구로구,서울구로경찰서,21~30세,1922,8320,23.1,23100.96
1725,2018,서울,구로구,서울구로경찰서,31~40세,1814,9713,18.68,18676.0
1726,2018,서울,구로구,서울구로경찰서,41~50세,1993,6947,28.69,28688.64
1727,2018,서울,구로구,서울구로경찰서,51~60세,2100,6568,31.97,31973.2
1728,2018,서울,구로구,서울구로경찰서,61~세,1484,12367,12.0,11999.68
1729,2018,서울,금천구,서울금천경찰서,16~20세,358,104,344.23,344230.77
1730,2018,서울,금천구,서울금천경찰서,21~30세,1389,6657,20.87,20865.25
1731,2018,서울,금천구,서울금천경찰서,31~40세,1311,7206,18.19,18193.17
1732,2018,서울,금천구,서울금천경찰서,41~50세,1552,5219,29.74,29737.5
1733,2018,서울,금천구,서울금천경찰서,51~60세,1582,6184,25.58,25582.15
1734,2018,서울,금천구,서울금천경찰서,61~세,960,9194,10.44,10441.59
1735,2018,서울,노원구,서울노원경찰서,16~20세,766,854,89.7,89695.55
1736,2018,서울,노원구,서울노원경찰서,21~30세,1681,10053,16.72,16721.38
1737,2018,서울,노원구,서울노원경찰서,31~40세,1478,6676,22.14,22139.01
1738,2018,서울,노원구,서울노원경찰서,41~50세,1740,6589,26.41,26407.65
1739,2018,서울,노원구,서울노원경찰서,51~60세,1595,7428,21.47,21472.81
1740,2018,서울,노원구,서울노원경찰서,61~세,1233,19680,6.27,6265.24
1741,2018,서울,도봉구,서울도봉경찰서,16~20세,288,194,148.45,148453.61
1742,2018,서울,도봉구,서울도봉경찰서,21~30세,868,3461,25.08,25079.46
1743,2018,서울,도봉구,서울도봉경찰서,31~40세,842,4456,18.9,18895.87
1744,2018,서울,도봉구,서울도봉경찰서,41~50세,1137,4736,24.01,24007.6
1745,2018,서울,도봉구,서울도봉경찰서,51~60세,1178,5685,20.72,20721.2
1746,2018,서울,도봉구,서울도봉경찰서,61~세,879,12316,7.14,7137.06
1747,2018,서울,동대문구,서울동대문경찰서,16~20세,440,1844,23.86,23861.17
1748,2018,서울,동대문구,서울동대문경찰서,21~30세,1605,18361,8.74,8741.35
1749,2018,서울,동대문구,서울동대문경찰서,31~40세,1366,9233,14.79,14794.76
1750,2018,서울,동대문구,서울동대문경찰서,41~50세,1513,6376,23.73,23729.61
1751,2018,서울,동대문구,서울동대문경찰서,51~60세,1778,6494,27.38,27379.12
1752,2018,서울,동대문구,서울동대문경찰서,61~세,1528,13285,11.5,11501.69
1753,2018,서울,동작구,서울동작경찰서,16~20세,429,1108,38.72,38718.41
1754,2018,서울,동작구,서울동작경찰서,21~30세,1807,19480,9.28,9276.18
1755,2018,서울,동작구,서울동작경찰서,31~40세,1329,12873,10.32,10323.93
1756,2018,서울,동작구,서울동작경찰서,41~50세,1172,6651,17.62,17621.41
1757,2018,서울,동작구,서울동작경찰서,51~60세,1270,5422,23.42,23423.09
1758,2018,서울,동작구,서울동작경찰서,61~세,1104,11338,9.74,9737.17
1759,2018,서울,마포구,서울마포경찰서,16~20세,879,782,112.4,112404.09
1760,2018,서울,마포구,서울마포경찰서,21~30세,3615,17338,20.85,20850.16
1761,2018,서울,마포구,서울마포경찰서,31~40세,2029,15487,13.1,13101.31
1762,2018,서울,마포구,서울마포경찰서,41~50세,1724,8058,21.39,21394.89
1763,2018,서울,마포구,서울마포경찰서,51~60세,1524,5231,29.13,29134.01
1764,2018,서울,마포구,서울마포경찰서,61~세,1065,9941,10.71,10713.21
1765,2018,서울,서대문구,서울서대문경찰서,16~20세,522,831,62.82,62815.88
1766,2018,서울,서대문구,서울서대문경찰서,21~30세,1895,15995,11.85,11847.45
1767,2018,서울,서대문구,서울서대문경찰서,31~40세,1186,7866,15.08,15077.55
1768,2018,서울,서대문구,서울서대문경찰서,41~50세,1135,5184,21.89,21894.29
1769,2018,서울,서대문구,서울서대문경찰서,51~60세,1108,4529,24.46,24464.56
1770,2018,서울,서대문구,서울서대문경찰서,61~세,976,10390,9.39,9393.65
1771,2018,서울,성동구,서울성동경찰서,16~20세,332,757,43.86,43857.33
1772,2018,서울,성동구,서울성동경찰서,21~30세,1481,11285,13.12,13123.62
1773,2018,서울,성동구,서울성동경찰서,31~40세,1222,8394,14.56,14558.02
1774,2018,서울,성동구,서울성동경찰서,41~50세,1143,5769,19.81,19812.79
1775,2018,서울,성동구,서울성동경찰서,51~60세,1178,5400,21.81,21814.81
1776,2018,서울,성동구,서울성동경찰서,61~세,800,9100,8.79,8791.21
1777,2018,서울,송파구,서울송파경찰서,16~20세,689,286,240.91,240909.09
1778,2018,서울,송파구,서울송파경찰서,21~30세,2880,12058,23.88,23884.56
1779,2018,서울,송파구,서울송파경찰서,31~40세,2892,18041,16.03,16030.15
1780,2018,서울,송파구,서울송파경찰서,41~50세,2785,10580,26.32,26323.25
1781,2018,서울,송파구,서울송파경찰서,51~60세,2681,8130,32.98,32976.63
1782,2018,서울,송파구,서울송파경찰서,61~세,2009,14356,13.99,13994.15
1783,2018,서울,양천구,서울양천경찰서,16~20세,461,149,309.4,309395.97
1784,2018,서울,양천구,서울양천경찰서,21~30세,1261,3941,32.0,31996.96
1785,2018,서울,양천구,서울양천경찰서,31~40세,1324,6434,20.58,20578.18
1786,2018,서울,양천구,서울양천경찰서,41~50세,1629,5425,30.03,30027.65
1787,2018,서울,양천구,서울양천경찰서,51~60세,1648,6028,27.34,27339.08
1788,2018,서울,양천구,서울양천경찰서,61~세,1249,12327,10.13,10132.23
1789,2018,서울,영등포구,서울영등포경찰서,16~20세,583,184,316.85,316847.83
1790,2018,서울,영등포구,서울영등포경찰서,21~30세,2832,12973,21.83,21829.95
1791,2018,서울,영등포구,서울영등포경찰서,31~40세,2619,14059,18.63,18628.64
1792,2018,서울,영등포구,서울영등포경찰서,41~50세,2709,7550,35.88,35880.79
1793,2018,서울,영등포구,서울영등포경찰서,51~60세,2669,6802,39.24,39238.46
1794,2018,서울,영등포구,서울영등포경찰서,61~세,1923,11907,16.15,16150.16
1795,2018,서울,용산구,서울용산경찰서,16~20세,329,306,107.52,107516.34
1796,2018,서울,용산구,서울용산경찰서,21~30세,2277,7676,29.66,29663.89
1797,2018,서울,용산구,서울용산경찰서,31~40세,1587,8577,18.5,18502.97
1798,2018,서울,용산구,서울용산경찰서,41~50세,1358,5364,25.32,25316.93
1799,2018,서울,용산구,서울용산경찰서,51~60세,1205,4249,28.36,28359.61
1800,2018,서울,용산구,서울용산경찰서,61~세,881,8067,10.92,10921.04
1801,2018,울산,울주군,울산울주경찰서,16~20세,204,62,329.03,329032.26
1802,2018,울산,울주군,울산울주경찰서,21~30세,569,2095,27.16,27159.9
1803,2018,울산,울주군,울산울주경찰서,31~40세,790,3160,25.0,25000.0
1804,2018,울산,울주군,울산울주경찰서,41~50세,1062,3664,28.98,28984.72
1805,2018,울산,울주군,울산울주경찰서,51~60세,1018,4462,22.81,22814.88
1806,2018,울산,울주군,울산울주경찰서,61~세,600,7752,7.74,7739.94
1807,2018,인천,강화군,인천강화경찰서,16~20세,46,19,242.11,242105.26
1808,2018,인천,강화군,인천강화경찰서,21~30세,91,312,29.17,29166.67
1809,2018,인천,강화군,인천강화경찰서,31~40세,134,405,33.09,33086.42
1810,2018,인천,강화군,인천강화경찰서,41~50세,204,750,27.2,27200.0
1811,2018,인천,강화군,인천강화경찰서,51~60세,333,1568,21.24,21237.24
1812,2018,인천,강화군,인천강화경찰서,61~세,307,4705,6.52,6524.97
1813,2018,인천,계양구,인천계양경찰서,16~20세,401,226,177.43,177433.63
1814,2018,인천,계양구,인천계양경찰서,21~30세,1168,2489,46.93,46926.48
1815,2018,인천,계양구,인천계양경찰서,31~40세,1085,4079,26.6,26599.66
1816,2018,인천,계양구,인천계양경찰서,41~50세,1201,5179,23.19,23189.8
1817,2018,인천,계양구,인천계양경찰서,51~60세,1282,6015,21.31,21313.38
1818,2018,인천,계양구,인천계양경찰서,61~세,590,8436,6.99,6993.84
1819,2018,인천,남동구,인천남동경찰서,16~20세,696,146,476.71,476712.33
1820,2018,인천,남동구,인천남동경찰서,21~30세,1970,6582,29.93,29930.11
1821,2018,인천,남동구,인천남동경찰서,31~40세,1568,9662,16.23,16228.52
1822,2018,인천,남동구,인천남동경찰서,41~50세,1524,9334,16.33,16327.41
1823,2018,인천,남동구,인천남동경찰서,51~60세,1423,9781,14.55,14548.61
1824,2018,인천,남동구,인천남동경찰서,61~세,749,15686,4.77,4774.96
1825,2018,인천,연수구,인천연수경찰서,16~20세,339,262,129.39,129389.31
1826,2018,인천,연수구,인천연수경찰서,21~30세,1026,5107,20.09,20090.07
1827,2018,인천,연수구,인천연수경찰서,31~40세,1112,5205,21.36,21364.07
1828,2018,인천,연수구,인천연수경찰서,41~50세,1125,4651,24.19,24188.35
1829,2018,인천,연수구,인천연수경찰서,51~60세,964,4707,20.48,20480.14
1830,2018,인천,연수구,인천연수경찰서,61~세,437,6726,6.5,6497.18
1831,2018,인천,옹진군,인천중부경찰서,16~20세,256,6,4266.67,4266666.67
1832,2018,인천,옹진군,인천중부경찰서,21~30세,1025,693,147.91,147907.65
1833,2018,인천,옹진군,인천중부경찰서,31~40세,1091,485,224.95,224948.45
1834,2018,인천,옹진군,인천중부경찰서,41~50세,1213,503,241.15,241153.08
1835,2018,인천,옹진군,인천중부경찰서,51~60세,1245,848,146.82,146816.04
1836,2018,인천,옹진군,인천중부경찰서,61~세,768,1436,53.48,53481.89
1837,2018,전남,강진군,전남강진경찰서,16~20세,27,7,385.71,385714.29
1838,2018,전남,강진군,전남강진경찰서,21~30세,54,247,21.86,21862.35
1839,2018,전남,강진군,전남강진경찰서,31~40세,78,282,27.66,27659.57
1840,2018,전남,강진군,전남강진경찰서,41~50세,143,406,35.22,35221.67
1841,2018,전남,강진군,전남강진경찰서,51~60세,178,791,22.5,22503.16
1842,2018,전남,강진군,전남강진경찰서,61~세,178,3735,4.77,4765.73
1843,2018,전남,고흥군,전남고흥경찰서,16~20세,26,12,216.67,216666.67
1844,2018,전남,고흥군,전남고흥경찰서,21~30세,67,234,28.63,28632.48
1845,2018,전남,고흥군,전남고흥경찰서,31~40세,111,420,26.43,26428.57
1846,2018,전남,고흥군,전남고흥경찰서,41~50세,211,702,30.06,30056.98
1847,2018,전남,고흥군,전남고흥경찰서,51~60세,273,1574,17.34,17344.35
1848,2018,전남,고흥군,전남고흥경찰서,61~세,303,8170,3.71,3708.69
1849,2018,전남,곡성군,전남곡성경찰서,16~20세,20,97,20.62,20618.56
1850,2018,전남,곡성군,전남곡성경찰서,21~30세,36,468,7.69,7692.31
1851,2018,전남,곡성군,전남곡성경찰서,31~40세,28,220,12.73,12727.27
1852,2018,전남,곡성군,전남곡성경찰서,41~50세,93,315,29.52,29523.81
1853,2018,전남,곡성군,전남곡성경찰서,51~60세,96,645,14.88,14883.72
1854,2018,전남,곡성군,전남곡성경찰서,61~세,102,3194,3.19,3193.49
1855,2018,전남,광양시,전남광양경찰서,16~20세,139,118,117.8,117796.61
1856,2018,전남,광양시,전남광양경찰서,21~30세,374,1700,22.0,22000.0
1857,2018,전남,광양시,전남광양경찰서,31~40세,579,2235,25.91,25906.04
1858,2018,전남,광양시,전남광양경찰서,41~50세,702,2577,27.24,27240.98
1859,2018,전남,광양시,전남광양경찰서,51~60세,688,3087,22.29,22287.01
1860,2018,전남,광양시,전남광양경찰서,61~세,333,5031,6.62,6618.96
1861,2018,전남,구례군,전남구례경찰서,21~30세,24,135,17.78,17777.78
1862,2018,전남,구례군,전남구례경찰서,31~40세,48,197,24.37,24365.48
1863,2018,전남,구례군,전남구례경찰서,41~50세,78,373,20.91,20911.53
1864,2018,전남,구례군,전남구례경찰서,51~60세,100,733,13.64,13642.56
1865,2018,전남,구례군,전남구례경찰서,61~세,115,2500,4.6,4600.0
1866,2018,전남,나주시,전남나주경찰서,16~20세,87,131,66.41,66412.21
1867,2018,전남,나주시,전남나주경찰서,21~30세,250,2191,11.41,11410.31
1868,2018,전남,나주시,전남나주경찰서,31~40세,373,2191,17.02,17024.19
1869,2018,전남,나주시,전남나주경찰서,41~50세,455,2086,21.81,21812.08
1870,2018,전남,나주시,전남나주경찰서,51~60세,457,2539,18.0,17999.21
1871,2018,전남,나주시,전남나주경찰서,61~세,400,7322,5.46,5462.99
1872,2018,전남,담양군,전남담양경찰서,16~20세,21,44,47.73,47727.27
1873,2018,전남,담양군,전남담양경찰서,21~30세,81,362,22.38,22375.69
1874,2018,전남,담양군,전남담양경찰서,31~40세,90,314,28.66,28662.42
1875,2018,전남,담양군,전남담양경찰서,41~50세,146,459,31.81,31808.28
1876,2018,전남,담양군,전남담양경찰서,51~60세,225,822,27.37,27372.26
1877,2018,전남,담양군,전남담양경찰서,61~세,249,3389,7.35,7347.3
1878,2018,전남,목포시,전남목포경찰서,16~20세,500,387,129.2,129198.97
1879,2018,전남,목포시,전남목포경찰서,21~30세,1189,3272,36.34,36338.63
1880,2018,전남,목포시,전남목포경찰서,31~40세,1285,4077,31.52,31518.27
1881,2018,전남,목포시,전남목포경찰서,41~50세,1576,4500,35.02,35022.22
1882,2018,전남,목포시,전남목포경찰서,51~60세,1469,5524,26.59,26593.05
1883,2018,전남,목포시,전남목포경찰서,61~세,1030,10868,9.48,9477.36
1884,2018,전남,무안군,전남무안경찰서,16~20세,56,179,31.28,31284.92
1885,2018,전남,무안군,전남무안경찰서,21~30세,137,1670,8.2,8203.59
1886,2018,전남,무안군,전남무안경찰서,31~40세,215,1268,16.96,16955.84
1887,2018,전남,무안군,전남무안경찰서,41~50세,309,1160,26.64,26637.93
1888,2018,전남,무안군,전남무안경찰서,51~60세,250,1426,17.53,17531.56
1889,2018,전남,무안군,전남무안경찰서,61~세,231,4464,5.17,5174.73
1890,2018,전남,보성군,전남보성경찰서,21~30세,50,184,27.17,27173.91
1891,2018,전남,보성군,전남보성경찰서,31~40세,69,277,24.91,24909.75
1892,2018,전남,보성군,전남보성경찰서,41~50세,127,467,27.19,27194.86
1893,2018,전남,보성군,전남보성경찰서,51~60세,157,1050,14.95,14952.38
1894,2018,전남,보성군,전남보성경찰서,61~세,215,4889,4.4,4397.63
1895,2018,전남,순천시,전남순천경찰서,16~20세,359,321,111.84,111838.01
1896,2018,전남,순천시,전남순천경찰서,21~30세,849,3941,21.54,21542.76
1897,2018,전남,순천시,전남순천경찰서,31~40세,937,3880,24.15,24149.48
1898,2018,전남,순천시,전남순천경찰서,41~50세,1150,3876,29.67,29669.76
1899,2018,전남,순천시,전남순천경찰서,51~60세,1176,5375,21.88,21879.07
1900,2018,전남,순천시,전남순천경찰서,61~세,774,11109,6.97,6967.32
1901,2018,전남,신안군,전남목포경찰서,21~30세,1189,249,477.51,477510.04
1902,2018,전남,신안군,전남목포경찰서,31~40세,1285,360,356.94,356944.44
1903,2018,전남,신안군,전남목포경찰서,41~50세,1576,657,239.88,239878.23
1904,2018,전남,신안군,전남목포경찰서,51~60세,1469,1044,140.71,140708.81
1905,2018,전남,신안군,전남목포경찰서,61~세,1030,4036,25.52,25520.32
1906,2018,전남,여수시,전남여수경찰서,16~20세,310,554,55.96,55956.68
1907,2018,전남,여수시,전남여수경찰서,21~30세,944,3689,25.59,25589.59
1908,2018,전남,여수시,전남여수경찰서,31~40세,1160,3506,33.09,33086.14
1909,2018,전남,여수시,전남여수경찰서,41~50세,1353,4198,32.23,32229.63
1910,2018,전남,여수시,전남여수경찰서,51~60세,1440,5797,24.84,24840.43
1911,2018,전남,여수시,전남여수경찰서,61~세,972,13415,7.25,7245.62
1912,2018,전남,영광군,전남영광경찰서,16~20세,60,30,200.0,200000.0
1913,2018,전남,영광군,전남영광경찰서,21~30세,88,411,21.41,21411.19
1914,2018,전남,영광군,전남영광경찰서,31~40세,131,478,27.41,27405.86
1915,2018,전남,영광군,전남영광경찰서,41~50세,194,695,27.91,27913.67
1916,2018,전남,영광군,전남영광경찰서,51~60세,212,1220,17.38,17377.05
1917,2018,전남,영광군,전남영광경찰서,61~세,209,4382,4.77,4769.51
1918,2018,전남,영암군,전남영암경찰서,16~20세,33,81,40.74,40740.74
1919,2018,전남,영암군,전남영암경찰서,21~30세,104,719,14.46,14464.53
1920,2018,전남,영암군,전남영암경찰서,31~40세,206,834,24.7,24700.24
1921,2018,전남,영암군,전남영암경찰서,41~50세,265,1104,24.0,24003.62
1922,2018,전남,영암군,전남영암경찰서,51~60세,291,1399,20.8,20800.57
1923,2018,전남,영암군,전남영암경찰서,61~세,218,4150,5.25,5253.01
1924,2018,전남,완도군,전남완도경찰서,16~20세,31,8,387.5,387500.0
1925,2018,전남,완도군,전남완도경찰서,21~30세,76,270,28.15,28148.15
1926,2018,전남,완도군,전남완도경찰서,31~40세,129,455,28.35,28351.65
1927,2018,전남,완도군,전남완도경찰서,41~50세,174,711,24.47,24472.57
1928,2018,전남,완도군,전남완도경찰서,51~60세,209,1261,16.57,16574.15
1929,2018,전남,완도군,전남완도경찰서,61~세,172,4395,3.91,3913.54
1930,2018,전남,장성군,전남장성경찰서,16~20세,20,18,111.11,111111.11
1931,2018,전남,장성군,전남장성경찰서,21~30세,53,259,20.46,20463.32
1932,2018,전남,장성군,전남장성경찰서,31~40세,118,309,38.19,38187.7
1933,2018,전남,장성군,전남장성경찰서,41~50세,160,416,38.46,38461.54
1934,2018,전남,장성군,전남장성경찰서,51~60세,152,719,21.14,21140.47
1935,2018,전남,장성군,전남장성경찰서,61~세,181,3260,5.55,5552.15
1936,2018,전남,진도군,전남진도경찰서,21~30세,41,197,20.81,20812.18
1937,2018,전남,진도군,전남진도경찰서,31~40세,79,240,32.92,32916.67
1938,2018,전남,진도군,전남진도경찰서,41~50세,138,415,33.25,33253.01
1939,2018,전남,진도군,전남진도경찰서,51~60세,157,777,20.21,20205.92
1940,2018,전남,진도군,전남진도경찰서,61~세,186,3320,5.6,5602.41
1941,2018,전남,함평군,전남함평경찰서,16~20세,9,6,150.0,150000.0
1942,2018,전남,함평군,전남함평경찰서,21~30세,40,154,25.97,25974.03
1943,2018,전남,함평군,전남함평경찰서,31~40세,74,218,33.94,33944.95
1944,2018,전남,함평군,전남함평경찰서,41~50세,98,368,26.63,26630.43
1945,2018,전남,함평군,전남함평경찰서,51~60세,123,769,15.99,15994.8
1946,2018,전남,함평군,전남함평경찰서,61~세,157,3429,4.58,4578.59
1947,2018,전남,해남군,전남해남경찰서,16~20세,31,23,134.78,134782.61
1948,2018,전남,해남군,전남해남경찰서,21~30세,72,339,21.24,21238.94
1949,2018,전남,해남군,전남해남경찰서,31~40세,153,476,32.14,32142.86
1950,2018,전남,해남군,전남해남경찰서,41~50세,270,795,33.96,33962.26
1951,2018,전남,해남군,전남해남경찰서,51~60세,309,1541,20.05,20051.91
1952,2018,전남,해남군,전남해남경찰서,61~세,284,6688,4.25,4246.41
1953,2018,전남,화순군,전남화순경찰서,16~20세,67,27,248.15,248148.15
1954,2018,전남,화순군,전남화순경찰서,21~30세,108,380,28.42,28421.05
1955,2018,전남,화순군,전남화순경찰서,31~40세,132,494,26.72,26720.65
1956,2018,전남,화순군,전남화순경찰서,41~50세,228,749,30.44,30440.59
1957,2018,전남,화순군,전남화순경찰서,51~60세,245,1289,19.01,19006.98
1958,2018,전남,화순군,전남화순경찰서,61~세,189,5023,3.76,3762.69
1959,2018,전북,고창군,전북고창경찰서,16~20세,55,36,152.78,152777.78
1960,2018,전북,고창군,전북고창경찰서,21~30세,108,297,36.36,36363.64
1961,2018,전북,고창군,전북고창경찰서,31~40세,97,446,21.75,21748.88
1962,2018,전북,고창군,전북고창경찰서,41~50세,184,651,28.26,28264.21
1963,2018,전북,고창군,전북고창경찰서,51~60세,207,1208,17.14,17135.76
1964,2018,전북,고창군,전북고창경찰서,61~세,186,5611,3.31,3314.92
1965,2018,전북,군산시,전북군산경찰서,16~20세,483,442,109.28,109276.02
1966,2018,전북,군산시,전북군산경찰서,21~30세,1092,5005,21.82,21818.18
1967,2018,전북,군산시,전북군산경찰서,31~40세,1176,4410,26.67,26666.67
1968,2018,전북,군산시,전북군산경찰서,41~50세,1370,5159,26.56,26555.53
1969,2018,전북,군산시,전북군산경찰서,51~60세,1273,5997,21.23,21227.28
1970,2018,전북,군산시,전북군산경찰서,61~세,947,12789,7.4,7404.8
1971,2018,전북,김제시,전북김제경찰서,16~20세,60,36,166.67,166666.67
1972,2018,전북,김제시,전북김제경찰서,21~30세,148,488,30.33,30327.87
1973,2018,전북,김제시,전북김제경찰서,31~40세,233,655,35.57,35572.52
1974,2018,전북,김제시,전북김제경찰서,41~50세,302,1056,28.6,28598.48
1975,2018,전북,김제시,전북김제경찰서,51~60세,398,1755,22.68,22678.06
1976,2018,전북,김제시,전북김제경찰서,61~세,371,7370,5.03,5033.92
1977,2018,전북,남원시,전북남원경찰서,16~20세,119,35,340.0,340000.0
1978,2018,전북,남원시,전북남원경찰서,21~30세,145,560,25.89,25892.86
1979,2018,전북,남원시,전북남원경찰서,31~40세,231,778,29.69,29691.52
1980,2018,전북,남원시,전북남원경찰서,41~50세,313,1176,26.62,26615.65
1981,2018,전북,남원시,전북남원경찰서,51~60세,326,1858,17.55,17545.75
1982,2018,전북,남원시,전북남원경찰서,61~세,311,6418,4.85,4845.75
1983,2018,전북,무주군,전북무주경찰서,16~20세,17,5,340.0,340000.0
1984,2018,전북,무주군,전북무주경찰서,21~30세,45,162,27.78,27777.78
1985,2018,전북,무주군,전북무주경찰서,31~40세,57,195,29.23,29230.77
1986,2018,전북,무주군,전북무주경찰서,41~50세,101,318,31.76,31761.01
1987,2018,전북,무주군,전북무주경찰서,51~60세,108,643,16.8,16796.27
1988,2018,전북,무주군,전북무주경찰서,61~세,98,2246,4.36,4363.31
1989,2018,전북,부안군,전북부안경찰서,16~20세,25,15,166.67,166666.67
1990,2018,전북,부안군,전북부안경찰서,21~30세,64,284,22.54,22535.21
1991,2018,전북,부안군,전북부안경찰서,31~40세,110,407,27.03,27027.03
1992,2018,전북,부안군,전북부안경찰서,41~50세,196,649,30.2,30200.31
1993,2018,전북,부안군,전북부안경찰서,51~60세,247,1229,20.1,20097.64
1994,2018,전북,부안군,전북부안경찰서,61~세,281,5043,5.57,5572.08
1995,2018,전북,순창군,전북순창경찰서,21~30세,11,111,9.91,9909.91
1996,2018,전북,순창군,전북순창경찰서,31~40세,53,177,29.94,29943.5
1997,2018,전북,순창군,전북순창경찰서,41~50세,68,304,22.37,22368.42
1998,2018,전북,순창군,전북순창경찰서,51~60세,80,556,14.39,14388.49
1999,2018,전북,순창군,전북순창경찰서,61~세,79,2656,2.97,2974.4
2000,2018,전북,완주군,전북완주경찰서,16~20세,63,507,12.43,12426.04
2001,2018,전북,완주군,전북완주경찰서,21~30세,156,2624,5.95,5945.12
2002,2018,전북,완주군,전북완주경찰서,31~40세,197,1288,15.3,15295.03
2003,2018,전북,완주군,전북완주경찰서,41~50세,245,1379,17.77,17766.5
2004,2018,전북,완주군,전북완주경찰서,51~60세,285,1820,15.66,15659.34
2005,2018,전북,완주군,전북완주경찰서,61~세,224,4645,4.82,4822.39
2006,2018,전북,익산시,전북익산경찰서,16~20세,425,907,46.86,46857.77
2007,2018,전북,익산시,전북익산경찰서,21~30세,980,8466,11.58,11575.71
2008,2018,전북,익산시,전북익산경찰서,31~40세,1017,3950,25.75,25746.84
2009,2018,전북,익산시,전북익산경찰서,41~50세,1160,4546,25.52,25516.94
2010,2018,전북,익산시,전북익산경찰서,51~60세,1250,6126,20.4,20404.83
2011,2018,전북,익산시,전북익산경찰서,61~세,859,14375,5.98,5975.65
2012,2018,전북,임실군,전북임실경찰서,16~20세,27,130,20.77,20769.23
2013,2018,전북,임실군,전북임실경찰서,21~30세,20,419,4.77,4773.27
2014,2018,전북,임실군,전북임실경찰서,31~40세,37,188,19.68,19680.85
2015,2018,전북,임실군,전북임실경찰서,41~50세,64,298,21.48,21476.51
2016,2018,전북,임실군,전북임실경찰서,51~60세,98,653,15.01,15007.66
2017,2018,전북,임실군,전북임실경찰서,61~세,87,2763,3.15,3148.75
2018,2018,전북,장수군,전북장수경찰서,21~30세,22,113,19.47,19469.03
2019,2018,전북,장수군,전북장수경찰서,31~40세,21,156,13.46,13461.54
2020,2018,전북,장수군,전북장수경찰서,41~50세,67,240,27.92,27916.67
2021,2018,전북,장수군,전북장수경찰서,51~60세,64,497,12.88,12877.26
2022,2018,전북,장수군,전북장수경찰서,61~세,77,2076,3.71,3709.06
2023,2018,전북,전주시 덕진구,전북전주덕진경찰서,16~20세,414,362,114.36,114364.64
2024,2018,전북,전주시 덕진구,전북전주덕진경찰서,21~30세,1175,7884,14.9,14903.6
2025,2018,전북,전주시 덕진구,전북전주덕진경찰서,31~40세,1108,5855,18.92,18924.0
2026,2018,전북,전주시 덕진구,전북전주덕진경찰서,41~50세,1431,5188,27.58,27582.88
2027,2018,전북,전주시 덕진구,전북전주덕진경찰서,51~60세,1467,5471,26.81,26814.11
2028,2018,전북,전주시 덕진구,전북전주덕진경찰서,61~세,830,9927,8.36,8361.04
2029,2018,전북,전주시 완산구,전북전주완산경찰서,16~20세,468,516,90.7,90697.67
2030,2018,전북,전주시 완산구,전북전주완산경찰서,21~30세,1260,7565,16.66,16655.65
2031,2018,전북,전주시 완산구,전북전주완산경찰서,31~40세,1168,6767,17.26,17260.23
2032,2018,전북,전주시 완산구,전북전주완산경찰서,41~50세,1355,6160,22.0,21996.75
2033,2018,전북,전주시 완산구,전북전주완산경찰서,51~60세,1221,7225,16.9,16899.65
2034,2018,전북,전주시 완산구,전북전주완산경찰서,61~세,801,13642,5.87,5871.57
2035,2018,전북,정읍시,전북정읍경찰서,16~20세,117,64,182.81,182812.5
2036,2018,전북,정읍시,전북정읍경찰서,21~30세,256,843,30.37,30367.73
2037,2018,전북,정읍시,전북정읍경찰서,31~40세,298,1080,27.59,27592.59
2038,2018,전북,정읍시,전북정읍경찰서,41~50세,502,1658,30.28,30277.44
2039,2018,전북,정읍시,전북정읍경찰서,51~60세,499,2581,19.33,19333.59
2040,2018,전북,정읍시,전북정읍경찰서,61~세,465,8738,5.32,5321.58
2041,2018,전북,진안군,전북진안경찰서,21~30세,15,119,12.61,12605.04
2042,2018,전북,진안군,전북진안경찰서,31~40세,26,150,17.33,17333.33
2043,2018,전북,진안군,전북진안경찰서,41~50세,50,271,18.45,18450.18
2044,2018,전북,진안군,전북진안경찰서,51~60세,85,674,12.61,12611.28
2045,2018,전북,진안군,전북진안경찰서,61~세,83,2417,3.43,3434.01
2046,2018,제주,서귀포시,제주서귀포경찰서,16~20세,200,73,273.97,273972.6
2047,2018,제주,서귀포시,제주서귀포경찰서,21~30세,682,2064,33.04,33042.64
2048,2018,제주,서귀포시,제주서귀포경찰서,31~40세,1007,2785,36.16,36157.99
2049,2018,제주,서귀포시,제주서귀포경찰서,41~50세,1371,3870,35.43,35426.36
