TEST_CNT,CENTER_NM,AGE_GBN,TEST_GBN,TEST_AGE,INPUT_GBN,CERT_GBN,TEST_YMD,TEST_SEX
1,삼척,청소년,출장,18,관리자,참가증,20190411,M
1,충주,청소년,출장,13,관리자,참가증,20190422,M
1,동작,성인,일반,38,관리자,참가증,20190424,F
1,노원,성인,일반,61,인바디,참가증,20190415,F
1,원주,청소년,출장,18,관리자,3등급,20190402,M
1,포항,성인,출장,44,관리자,참가증,20190409,F
1,삼척,청소년,일반,18,관리자,3등급,20190402,M
4,순천,노인,일반,78,인바디,참가증,20190403,F
3,강릉,청소년,출장,18,관리자,참가증,20190401,F
4,강릉,청소년,출장,18,관리자,3등급,20190401,F
1,목포,청소년,출장,13,관리자,참가증,20190401,F
2,노원,청소년,출장,16,관리자,참가증,20190401,F
1,나주,청소년,출장,15,관리자,3등급,20190401,F
3,강릉,청소년,출장,18,관리자,3등급,20190401,F
2,노원,청소년,출장,16,관리자,참가증,20190401,F
1,나주,청소년,출장,15,관리자,1등급,20190401,F
1,동구(광주),청소년,출장,15,관리자,참가증,20190401,M
1,목포,청소년,출장,13,관리자,참가증,20190401,F
2,강릉,청소년,출장,17,관리자,2등급,20190401,F
1,의정부,노인,일반,71,관리자,참가증,20190401,F
2,노원,청소년,출장,16,관리자,참가증,20190401,F
1,의정부,노인,일반,65,관리자,3등급,20190401,F
1,목포,청소년,출장,13,관리자,3등급,20190401,F
1,강릉,청소년,출장,17,관리자,1등급,20190401,F
4,강릉,청소년,출장,17,관리자,참가증,20190401,F
1,동구(광주),청소년,출장,15,관리자,참가증,20190401,M
1,나주,청소년,출장,15,관리자,2등급,20190401,F
1,목포,청소년,출장,13,관리자,참가증,20190401,F
3,강릉,청소년,출장,17,관리자,참가증,20190401,F
1,동구(광주),청소년,출장,15,관리자,참가증,20190401,M
3,강릉,청소년,출장,17,관리자,참가증,20190401,F
1,연수,청소년,출장,13,관리자,참가증,20190401,M
4,강릉,청소년,출장,17,관리자,참가증,20190401,F
1,동구(광주),청소년,출장,15,관리자,참가증,20190401,M
1,나주,청소년,출장,15,관리자,참가증,20190401,F
1,나주,청소년,출장,15,관리자,참가증,20190401,M
2,동구(광주),청소년,출장,16,관리자,참가증,20190401,M
1,증평,성인,일반,60,관리자,참가증,20190401,F
1,나주,청소년,출장,15,관리자,참가증,20190401,M
4,강릉,청소년,출장,17,관리자,참가증,20190401,F
1,동구(광주),청소년,출장,15,관리자,참가증,20190401,M
1,동구(광주),청소년,출장,16,관리자,참가증,20190401,M
1,동구(광주),청소년,출장,15,관리자,참가증,20190401,M
1,사하,성인,일반,64,관리자,참가증,20190401,F
4,강릉,청소년,출장,17,관리자,참가증,20190401,F
1,목포,청소년,출장,13,관리자,참가증,20190401,F
1,목포,청소년,출장,13,관리자,참가증,20190401,F
1,나주,청소년,출장,15,관리자,3등급,20190401,F
1,동구(광주),청소년,출장,15,관리자,참가증,20190401,M
3,강릉,청소년,출장,17,관리자,참가증,20190401,F
1,나주,청소년,출장,15,관리자,3등급,20190401,F
1,목포,청소년,출장,13,관리자,참가증,20190401,F
3,사하,노인,일반,67,관리자,3등급,20190401,F
3,강릉,청소년,출장,17,관리자,1등급,20190401,F
1,동구(광주),청소년,출장,15,관리자,참가증,20190401,M
1,목포,청소년,출장,13,관리자,참가증,20190401,F
1,목포,청소년,출장,13,관리자,참가증,20190401,F
1,나주,청소년,출장,16,관리자,참가증,20190401,F
3,강릉,청소년,출장,18,관리자,3등급,20190401,F
4,연수,성인,출장,22,관리자,참가증,20190401,F
1,목포,청소년,출장,13,관리자,참가증,20190401,F
1,증평,노인,일반,78,관리자,참가증,20190401,F
1,남구(부산),성인,일반,60,관리자,참가증,20190401,F
2,남구(울산),청소년,출장,18,관리자,참가증,20190401,M
5,제주,노인,일반,76,관리자,1등급,20190401,F
7,제주,성인,일반,64,관리자,참가증,20190401,F
2,남구(울산),청소년,출장,17,관리자,참가증,20190401,M
3,화성,성인,일반,50,관리자,3등급,20190401,M
2,남구(울산),청소년,출장,17,관리자,참가증,20190401,M
1,서초,성인,일반,22,인바디,참가증,20190401,F
1,남구(울산),청소년,출장,17,관리자,참가증,20190401,M
2,달서,성인,출장,49,관리자,참가증,20190401,F
1,동작,청소년,출장,15,관리자,2등급,20190401,M
1,금천,노인,일반,68,관리자,3등급,20190401,F
2,금천,노인,일반,71,관리자,1등급,20190401,M
1,동작,청소년,출장,16,관리자,2등급,20190401,M
2,달서,성인,출장,51,관리자,참가증,20190401,F
1,동작,청소년,출장,15,관리자,3등급,20190401,M
1,동작,청소년,출장,15,관리자,3등급,20190401,M
2,금천,노인,일반,65,관리자,2등급,20190401,M
1,금천,노인,일반,75,관리자,1등급,20190401,M
1,동작,청소년,출장,15,관리자,참가증,20190401,M
3,달서,노인,출장,69,관리자,참가증,20190401,M
1,안동,성인,일반,64,관리자,3등급,20190401,F
1,의정부,성인,일반,60,관리자,참가증,20190401,M
2,동작,청소년,출장,15,관리자,참가증,20190401,M
2,달서,성인,출장,58,관리자,참가증,20190401,F
1,의정부,성인,일반,50,관리자,참가증,20190401,F
1,포항,노인,일반,66,인바디,참가증,20190401,M
1,동작,청소년,출장,15,관리자,2등급,20190401,M
3,의정부,성인,일반,53,관리자,참가증,20190401,F
4,달서,성인,출장,46,관리자,참가증,20190401,F
1,동작,청소년,출장,15,관리자,2등급,20190401,M
1,의정부,노인,일반,65,관리자,참가증,20190401,M
1,의정부,노인,일반,68,관리자,참가증,20190401,F
1,동작,청소년,출장,15,관리자,3등급,20190401,M
6,달서,성인,출장,63,관리자,참가증,20190401,F
1,남구(부산),성인,일반,19,관리자,2등급,20190401,M
1,연수,성인,출장,22,관리자,3등급,20190401,F
1,나주,청소년,출장,16,관리자,참가증,20190401,F
2,노원,청소년,출장,16,관리자,3등급,20190401,F
1,동구(광주),청소년,출장,15,관리자,참가증,20190401,M
1,남구(부산),성인,일반,19,관리자,3등급,20190401,M
1,나주,청소년,출장,15,관리자,참가증,20190401,F
3,강릉,청소년,출장,17,관리자,3등급,20190401,F
1,나주,청소년,출장,15,관리자,3등급,20190401,F
1,동작,청소년,출장,15,관리자,3등급,20190401,M
1,증평,노인,일반,65,관리자,2등급,20190401,F
4,달서,성인,출장,43,관리자,2등급,20190401,F
1,남구(울산),청소년,출장,16,관리자,참가증,20190401,M
1,남원,성인,출장,30,관리자,참가증,20190401,M
1,남구(울산),청소년,출장,15,관리자,1등급,20190401,M
10,제주,노인,일반,65,관리자,3등급,20190401,F
1,남구(울산),청소년,출장,16,관리자,1등급,20190401,M
1,남원,성인,출장,35,관리자,3등급,20190401,M
1,서초,성인,일반,22,인바디,참가증,20190401,M
3,동작,청소년,출장,16,관리자,참가증,20190401,M
1,남구(울산),청소년,출장,15,관리자,참가증,20190401,M
1,남원,성인,출장,30,관리자,2등급,20190401,M
4,동구(광주),노인,일반,70,관리자,1등급,20190401,M
1,남구(울산),청소년,출장,15,관리자,참가증,20190401,M
1,남원,성인,출장,27,관리자,1등급,20190401,M
1,남구(울산),청소년,출장,16,관리자,참가증,20190401,M
1,창원,성인,일반,52,관리자,참가증,20190401,F
1,남구(울산),청소년,출장,15,관리자,참가증,20190401,M
1,남구(울산),청소년,출장,15,관리자,2등급,20190401,M
1,남원,성인,출장,26,관리자,참가증,20190401,M
1,남원,성인,출장,24,관리자,1등급,20190401,M
1,남구(울산),청소년,출장,15,관리자,2등급,20190401,M
1,남구(울산),청소년,출장,16,관리자,3등급,20190401,M
1,남원,성인,출장,24,관리자,2등급,20190401,M
1,남원,성인,출장,41,관리자,2등급,20190401,M
1,남원,성인,출장,23,관리자,참가증,20190401,M
1,남원,성인,출장,19,관리자,3등급,20190401,M
1,남구(울산),청소년,출장,15,관리자,참가증,20190401,M
1,남원,성인,출장,25,관리자,3등급,20190401,M
1,남구(울산),청소년,출장,15,관리자,참가증,20190401,M
1,남원,성인,출장,28,관리자,참가증,20190401,M
1,남원,성인,출장,25,관리자,참가증,20190401,M
1,남원,성인,출장,24,관리자,참가증,20190401,M
1,남구(울산),청소년,출장,15,관리자,2등급,20190401,M
1,남원,성인,출장,22,관리자,참가증,20190401,M
3,강릉,청소년,출장,17,관리자,1등급,20190401,F
1,남구(울산),청소년,출장,17,관리자,참가증,20190401,M
1,동구(광주),청소년,출장,15,관리자,참가증,20190401,M
4,강릉,청소년,출장,18,관리자,3등급,20190401,F
2,남구(울산),청소년,출장,16,관리자,3등급,20190401,M
1,동구(광주),청소년,출장,16,관리자,참가증,20190401,M
3,강릉,청소년,출장,17,관리자,2등급,20190401,F
4,강릉,청소년,출장,17,관리자,3등급,20190401,F
1,동구(광주),청소년,출장,15,관리자,참가증,20190401,M
2,노원,청소년,출장,16,관리자,3등급,20190401,F
3,강릉,청소년,출장,18,관리자,참가증,20190401,F
2,남구(울산),청소년,출장,17,관리자,3등급,20190401,M
3,강릉,청소년,출장,17,관리자,참가증,20190401,F
1,동구(광주),청소년,출장,16,관리자,참가증,20190401,M
2,노원,청소년,출장,16,관리자,참가증,20190401,F
2,남구(울산),청소년,출장,16,관리자,참가증,20190401,M
1,동구(광주),청소년,출장,15,관리자,참가증,20190401,M
1,연수,성인,출장,23,관리자,참가증,20190401,M
1,남구(울산),청소년,출장,15,관리자,참가증,20190401,M
1,남구(울산),청소년,출장,15,관리자,참가증,20190401,M
1,남구(울산),청소년,출장,15,관리자,2등급,20190401,M
1,제주,성인,일반,50,관리자,참가증,20190401,F
1,남구(울산),청소년,출장,15,관리자,참가증,20190401,M
1,남구(울산),청소년,출장,16,관리자,3등급,20190401,M
1,남구(울산),청소년,출장,16,관리자,1등급,20190401,M
1,남구(울산),청소년,출장,16,관리자,참가증,20190401,M
1,남구(울산),청소년,출장,16,관리자,1등급,20190401,M
1,동구(광주),성인,일반,22,관리자,참가증,20190401,F
1,남구(울산),청소년,출장,16,관리자,1등급,20190401,M
1,남구(부산),성인,일반,27,관리자,참가증,20190401,F
1,남구(울산),청소년,출장,15,관리자,3등급,20190401,M
1,남구(울산),청소년,출장,15,관리자,참가증,20190401,M
1,남구(울산),청소년,출장,15,관리자,참가증,20190401,M
1,남구(울산),청소년,출장,15,관리자,참가증,20190401,M
1,남구(울산),청소년,출장,16,관리자,1등급,20190401,M
1,남구(울산),청소년,출장,15,관리자,3등급,20190401,M
16,순천,노인,일반,70,인바디,참가증,20190401,M
2,달서,노인,일반,79,인바디,참가증,20190401,F
1,동작,청소년,출장,15,관리자,2등급,20190401,M
1,남구(울산),청소년,출장,15,관리자,참가증,20190401,M
4,달서,노인,일반,77,인바디,2등급,20190401,F
1,달서,노인,일반,75,인바디,참가증,20190401,F
4,달서,노인,일반,81,인바디,참가증,20190401,F
4,남구(울산),성인,일반,37,관리자,3등급,20190401,F
1,순천,성인,일반,21,인바디,참가증,20190401,M
4,달서,노인,일반,81,인바디,참가증,20190401,F
1,서초,청소년,일반,18,인바디,3등급,20190401,M
3,달서,노인,일반,82,인바디,참가증,20190401,M
3,달서,노인,일반,79,인바디,참가증,20190401,F
1,동작,청소년,출장,15,관리자,1등급,20190401,M
4,달서,노인,일반,79,인바디,2등급,20190401,F
1,동작,청소년,출장,15,관리자,3등급,20190401,M
4,달서,노인,일반,87,인바디,참가증,20190401,F
1,연수,성인,출장,19,관리자,참가증,20190401,M
1,부천,청소년,출장,16,관리자,참가증,20190401,F
3,남구(부산),성인,일반,21,관리자,3등급,20190401,F
1,연수,성인,출장,20,관리자,3등급,20190401,F
2,부천,청소년,출장,17,관리자,1등급,20190401,F
1,연수,성인,출장,19,관리자,참가증,20190401,F
1,연수,성인,출장,19,관리자,참가증,20190401,F
2,부천,청소년,출장,16,관리자,1등급,20190401,F
1,연수,성인,출장,19,관리자,참가증,20190401,F
1,창원,성인,일반,36,관리자,참가증,20190401,F
1,연수,성인,출장,22,관리자,참가증,20190401,M
2,노원,청소년,출장,16,관리자,참가증,20190401,F
1,동구(광주),청소년,출장,15,관리자,참가증,20190401,M
1,동구(광주),청소년,출장,16,관리자,참가증,20190401,M
3,강릉,청소년,출장,17,관리자,참가증,20190401,F
3,강릉,청소년,출장,17,관리자,참가증,20190401,F
1,동구(광주),청소년,출장,16,관리자,참가증,20190401,M
1,동구(광주),청소년,출장,15,관리자,참가증,20190401,M
2,남구(울산),청소년,출장,16,관리자,3등급,20190401,M
2,노원,청소년,출장,16,관리자,참가증,20190401,F
2,남구(울산),청소년,출장,16,관리자,참가증,20190401,M
1,연수,청소년,출장,13,관리자,3등급,20190401,M
1,동작,청소년,출장,15,관리자,3등급,20190401,M
1,금천,성인,일반,25,관리자,참가증,20190401,M
1,화성,노인,일반,81,관리자,참가증,20190401,M
1,동구(광주),노인,일반,76,관리자,3등급,20190401,F
2,남구(울산),청소년,출장,17,관리자,참가증,20190401,M
2,남구(울산),청소년,출장,17,관리자,참가증,20190401,M
1,남구(울산),청소년,출장,15,관리자,참가증,20190401,M
1,나주,성인,출장,23,관리자,2등급,20190401,F
1,남구(울산),청소년,출장,15,관리자,참가증,20190401,M
1,강릉,청소년,출장,17,관리자,참가증,20190401,F
1,나주,성인,출장,23,관리자,3등급,20190401,F
1,천안,성인,출장,64,관리자,참가증,20190401,F
1,남구(울산),청소년,출장,15,관리자,참가증,20190401,M
1,나주,성인,출장,24,관리자,3등급,20190401,F
1,연수,성인,출장,19,관리자,참가증,20190401,F
1,연수,성인,출장,19,관리자,3등급,20190401,F
1,연수,성인,출장,19,관리자,참가증,20190401,F
1,동구(광주),청소년,출장,15,관리자,참가증,20190401,M
1,연수,청소년,출장,13,관리자,참가증,20190401,M
2,노원,청소년,출장,16,관리자,참가증,20190401,F
1,동구(광주),청소년,출장,15,관리자,참가증,20190401,M
4,강릉,청소년,출장,18,관리자,참가증,20190401,F
2,노원,청소년,출장,17,관리자,3등급,20190401,F
1,연수,성인,출장,20,관리자,참가증,20190401,M
1,연수,청소년,출장,13,관리자,참가증,20190401,M
2,노원,청소년,출장,16,관리자,참가증,20190401,F
3,강릉,청소년,출장,17,관리자,3등급,20190401,F
1,청주,성인,일반,22,인바디,3등급,20190401,M
3,강릉,청소년,출장,18,관리자,참가증,20190401,F
2,노원,청소년,출장,16,관리자,참가증,20190401,F
3,강릉,청소년,출장,18,관리자,참가증,20190401,F
1,동구(광주),청소년,출장,15,관리자,참가증,20190401,M
3,강릉,청소년,출장,17,관리자,참가증,20190401,F
1,연수,청소년,출장,13,관리자,3등급,20190401,M
2,노원,청소년,출장,16,관리자,3등급,20190401,F
3,강릉,청소년,출장,18,관리자,참가증,20190401,F
4,강릉,청소년,출장,17,관리자,참가증,20190401,F
