TEST_CNT,CENTER_NM,AGE_GBN,TEST_GBN,TEST_AGE,INPUT_GBN,CERT_GBN,TEST_YMD,TEST_SEX
6,KSPO송파,성인,일반,54,인바디,참가증,20171101,F
2,연수,성인,일반,44,관리자,1등급,20171110,M
2,동작,성인,일반,29,관리자,1등급,20171106,F
1,원주,청소년,출장,15,관리자,참가증,20171129,F
1,금천,성인,일반,54,관리자,참가증,20171128,F
1,서초,성인,일반,62,인바디,2등급,20171129,M
1,KSPO송파,노인,일반,67,인바디,2등급,20171129,F
5,제주,청소년,출장,18,관리자,참가증,20171127,F
1,강릉,성인,출장,21,관리자,2등급,20171113,M
1,천안,청소년,출장,16,관리자,참가증,20171113,F
1,강릉,성인,출장,22,관리자,참가증,20171113,M
3,영동,청소년,출장,15,관리자,3등급,20171113,M
3,사하,청소년,출장,17,관리자,3등급,20171101,M
3,사하,청소년,출장,17,관리자,참가증,20171101,M
1,사하,청소년,출장,17,관리자,참가증,20171101,M
3,사하,청소년,출장,17,관리자,참가증,20171101,M
1,사하,청소년,출장,17,관리자,참가증,20171101,M
1,마포,성인,일반,55,인바디,참가증,20171101,F
3,사하,청소년,출장,17,관리자,3등급,20171101,M
1,사하,청소년,출장,17,관리자,참가증,20171101,M
3,사하,청소년,출장,17,관리자,2등급,20171101,M
1,KSPO송파(출장A),성인,출장,43,관리자,참가증,20171101,F
3,사하,청소년,출장,17,관리자,3등급,20171101,M
2,사하,청소년,출장,16,관리자,3등급,20171101,F
3,사하,청소년,출장,17,관리자,참가증,20171101,F
2,사하,청소년,출장,17,관리자,참가증,20171101,F
3,사하,청소년,출장,16,관리자,참가증,20171101,F
3,사하,청소년,출장,17,관리자,참가증,20171101,F
1,사하,청소년,출장,17,관리자,참가증,20171101,F
3,사하,청소년,출장,17,관리자,3등급,20171101,F
3,사하,청소년,출장,17,관리자,참가증,20171101,F
1,KSPO송파(출장A),성인,출장,40,관리자,참가증,20171101,F
3,사하,청소년,출장,17,관리자,참가증,20171101,F
1,KSPO송파(출장A),성인,출장,39,관리자,참가증,20171101,F
3,사하,청소년,출장,17,관리자,참가증,20171101,F
2,사하,청소년,출장,17,관리자,3등급,20171101,F
2,사하,청소년,출장,17,관리자,참가증,20171101,F
2,사하,청소년,출장,17,관리자,3등급,20171101,F
3,사하,청소년,출장,17,관리자,참가증,20171101,F
2,사하,청소년,출장,17,관리자,3등급,20171101,F
3,사하,청소년,출장,17,관리자,참가증,20171101,F
3,사하,청소년,출장,17,관리자,참가증,20171101,F
2,목포,청소년,출장,16,관리자,3등급,20171101,F
3,목포,청소년,출장,17,관리자,참가증,20171101,F
3,목포,청소년,출장,17,관리자,2등급,20171101,F
1,연수,성인,출장,21,관리자,1등급,20171102,F
3,목포,청소년,출장,17,관리자,참가증,20171101,F
2,목포,청소년,출장,15,관리자,참가증,20171101,F
2,목포,청소년,출장,17,관리자,3등급,20171101,F
1,연수,성인,출장,22,관리자,3등급,20171102,M
3,목포,청소년,출장,17,관리자,참가증,20171101,F
3,목포,청소년,출장,16,관리자,참가증,20171101,F
3,목포,청소년,출장,17,관리자,참가증,20171101,F
3,목포,청소년,출장,17,관리자,참가증,20171101,F
3,목포,청소년,출장,17,관리자,참가증,20171101,F
3,목포,청소년,출장,16,관리자,2등급,20171101,F
3,목포,청소년,출장,17,관리자,3등급,20171101,F
3,목포,청소년,출장,17,관리자,참가증,20171101,F
1,목포,청소년,출장,16,관리자,2등급,20171101,F
3,목포,청소년,출장,17,관리자,참가증,20171101,F
3,목포,청소년,출장,17,관리자,참가증,20171101,F
3,목포,청소년,출장,17,관리자,참가증,20171101,F
3,목포,청소년,출장,17,관리자,참가증,20171101,F
3,목포,청소년,출장,17,관리자,참가증,20171101,F
3,목포,청소년,출장,16,관리자,참가증,20171101,F
1,연수,성인,출장,21,관리자,참가증,20171102,F
3,목포,청소년,출장,17,관리자,2등급,20171101,F
3,목포,청소년,출장,16,관리자,1등급,20171101,F
1,연수,성인,출장,21,관리자,참가증,20171102,F
3,목포,청소년,출장,17,관리자,참가증,20171101,F
3,목포,청소년,출장,16,관리자,3등급,20171101,F
2,목포,청소년,출장,16,관리자,참가증,20171101,F
3,목포,청소년,출장,17,관리자,참가증,20171101,F
1,목포,청소년,출장,16,관리자,참가증,20171101,F
1,부천,성인,일반,30,관리자,3등급,20171102,F
3,목포,청소년,출장,17,관리자,3등급,20171101,F
1,부천,성인,일반,32,관리자,참가증,20171102,F
1,사하,청소년,출장,16,관리자,참가증,20171103,F
3,청주,노인,일반,71,인바디,참가증,20171103,M
6,청주,노인,일반,78,인바디,1등급,20171103,M
2,사하,청소년,출장,16,관리자,참가증,20171103,F
3,청주,노인,일반,69,인바디,2등급,20171103,F
2,사하,청소년,출장,16,관리자,참가증,20171103,F
3,동작,성인,일반,64,관리자,3등급,20171103,F
4,청주,노인,일반,70,인바디,참가증,20171103,F
3,동작,성인,일반,56,관리자,3등급,20171103,F
12,청주,성인,일반,54,인바디,2등급,20171103,F
1,사하,청소년,출장,17,관리자,2등급,20171106,F
1,사하,청소년,출장,15,관리자,참가증,20171106,M
1,사하,청소년,출장,16,관리자,참가증,20171106,F
1,사하,청소년,출장,17,관리자,2등급,20171106,F
1,사하,청소년,출장,17,관리자,참가증,20171106,F
1,사하,청소년,출장,16,관리자,참가증,20171106,F
1,사하,청소년,출장,15,관리자,참가증,20171106,F
2,청주,노인,일반,65,인바디,3등급,20171106,F
1,사하,청소년,출장,17,관리자,참가증,20171106,F
1,사하,청소년,출장,17,관리자,3등급,20171106,F
1,사하,청소년,출장,16,관리자,참가증,20171106,F
1,사하,청소년,출장,17,관리자,참가증,20171106,F
2,청주,노인,일반,68,인바디,3등급,20171106,F
1,사하,청소년,출장,17,관리자,3등급,20171106,F
1,사하,청소년,출장,17,관리자,3등급,20171106,F
2,청주,노인,일반,76,인바디,1등급,20171106,F
1,사하,청소년,출장,16,관리자,참가증,20171106,F
1,사하,청소년,출장,17,관리자,참가증,20171106,F
1,사하,청소년,출장,17,관리자,참가증,20171106,F
1,사하,청소년,출장,17,관리자,3등급,20171106,F
1,사하,청소년,출장,17,관리자,참가증,20171106,F
1,마포,성인,일반,32,인바디,참가증,20171106,F
1,사하,청소년,출장,16,관리자,참가증,20171106,F
1,사하,청소년,출장,17,관리자,참가증,20171106,F
1,성동,노인,출장,82,관리자,참가증,20171107,F
4,달서,성인,일반,43,관리자,참가증,20171107,M
1,KSPO송파,성인,일반,43,관리자,참가증,20171107,F
1,KSPO송파,성인,일반,54,관리자,2등급,20171107,F
1,곡성,청소년,일반,15,관리자,참가증,20171107,M
1,곡성,노인,일반,77,관리자,3등급,20171107,M
4,달서,성인,일반,39,관리자,참가증,20171107,F
1,동구(광주),노인,일반,70,관리자,참가증,20171107,M
1,창원,노인,출장,70,관리자,2등급,20171106,M
2,서초,청소년,출장,15,관리자,3등급,20171108,M
3,창원,노인,출장,70,관리자,2등급,20171106,M
1,창원,노인,출장,79,관리자,참가증,20171106,M
2,창원,노인,출장,75,관리자,참가증,20171106,M
2,서초,청소년,출장,16,관리자,참가증,20171108,M
2,서초,청소년,출장,16,관리자,참가증,20171108,M
3,창원,노인,출장,75,관리자,3등급,20171107,M
