TEST_CNT,CENTER_NM,AGE_GBN,TEST_GBN,TEST_AGE,INPUT_GBN,CERT_GBN,TEST_YMD,TEST_SEX
2,세종,청소년,출장,15,관리자,참가증,20181120,F
1,영동,노인,출장,65,관리자,참가증,20181109,M
4,제주,성인,일반,37,관리자,3등급,20181126,F
3,금천,청소년,출장,15,관리자,참가증,20181126,M
2,세종,성인,출장,27,관리자,참가증,20181108,F
1,연수,성인,일반,37,관리자,3등급,20181108,F
1,사천,노인,출장,68,관리자,2등급,20181123,M
3,삼척,청소년,일반,16,관리자,참가증,20181126,M
2,남원,청소년,출장,13,관리자,1등급,20181122,F
1,증평,청소년,출장,16,관리자,참가증,20181109,M
1,동구(광주),청소년,출장,17,관리자,참가증,20181108,M
4,순천,노인,일반,65,인바디,참가증,20181113,F
1,의정부,노인,출장,76,관리자,참가증,20181113,F
1,동구(광주),청소년,출장,17,관리자,참가증,20181108,M
1,순천,노인,일반,69,인바디,참가증,20181113,F
2,동구(광주),청소년,출장,17,관리자,3등급,20181108,M
2,순천,성인,일반,32,인바디,1등급,20181113,M
1,서초,성인,일반,45,인바디,3등급,20181113,M
1,화성,성인,일반,24,관리자,1등급,20181113,F
2,동구(광주),청소년,출장,17,관리자,3등급,20181108,M
1,의정부,노인,출장,70,관리자,참가증,20181113,F
1,동구(광주),청소년,출장,17,관리자,3등급,20181108,M
1,동구(광주),청소년,출장,17,관리자,3등급,20181108,M
1,증평,청소년,출장,17,관리자,2등급,20181109,M
3,동구(광주),청소년,출장,16,관리자,3등급,20181112,M
1,증평,청소년,출장,16,관리자,2등급,20181109,M
3,동구(광주),청소년,출장,15,관리자,참가증,20181112,M
3,동구(광주),청소년,출장,16,관리자,3등급,20181112,M
1,증평,청소년,출장,17,관리자,참가증,20181109,M
1,성동,성인,일반,56,관리자,참가증,20181112,M
3,동구(광주),청소년,출장,15,관리자,2등급,20181112,M
1,증평,청소년,출장,17,관리자,2등급,20181109,M
2,동구(광주),청소년,출장,16,관리자,3등급,20181112,M
2,광산,성인,일반,24,관리자,참가증,20181112,F
1,증평,청소년,출장,16,관리자,참가증,20181109,M
2,동구(광주),청소년,출장,16,관리자,참가증,20181112,M
1,증평,청소년,출장,17,관리자,참가증,20181109,M
2,동구(광주),청소년,출장,16,관리자,참가증,20181109,M
1,동구(광주),성인,일반,32,관리자,참가증,20181112,F
1,성동,노인,일반,67,관리자,참가증,20181112,M
1,증평,청소년,출장,16,관리자,3등급,20181109,M
1,증평,청소년,출장,17,관리자,참가증,20181109,M
1,증평,청소년,출장,17,관리자,참가증,20181109,M
1,증평,청소년,출장,17,관리자,1등급,20181109,M
1,증평,청소년,출장,16,관리자,2등급,20181109,M
2,동구(광주),청소년,출장,16,관리자,3등급,20181112,M
3,성남,성인,일반,63,관리자,3등급,20181112,M
2,남구(울산),성인,일반,40,관리자,참가증,20181112,F
1,증평,청소년,출장,16,관리자,참가증,20181109,M
1,동구(광주),청소년,출장,16,관리자,참가증,20181112,M
2,동구(광주),청소년,출장,17,관리자,참가증,20181107,M
1,삼척,성인,일반,60,관리자,참가증,20181112,F
1,증평,청소년,출장,17,관리자,2등급,20181109,M
2,춘천,성인,출장,20,관리자,참가증,20181112,F
1,삼척,성인,일반,64,관리자,참가증,20181112,M
1,증평,청소년,출장,16,관리자,참가증,20181109,M
2,춘천,성인,출장,20,관리자,참가증,20181112,F
1,KSPO송파(출장A),성인,출장,46,관리자,참가증,20181112,M
3,춘천,성인,출장,19,관리자,1등급,20181112,F
1,증평,청소년,출장,17,관리자,참가증,20181109,M
2,춘천,성인,일반,20,관리자,1등급,20181112,M
1,KSPO송파(출장A),성인,출장,46,관리자,참가증,20181112,M
2,춘천,청소년,일반,18,관리자,1등급,20181112,M
1,증평,청소년,출장,17,관리자,2등급,20181109,M
2,제주,청소년,일반,17,관리자,2등급,20181112,F
1,증평,청소년,출장,17,관리자,참가증,20181109,M
2,제주,청소년,일반,17,관리자,참가증,20181112,F
3,KSPO(버스),성인,출장,51,관리자,3등급,20181112,F
2,동구(광주),청소년,출장,17,관리자,참가증,20181107,M
1,KSPO송파(출장A),성인,출장,55,관리자,참가증,20181112,M
2,동구(광주),청소년,출장,17,관리자,3등급,20181107,M
1,증평,청소년,출장,16,관리자,참가증,20181109,M
2,순천,노인,일반,71,인바디,참가증,20181112,M
1,KSPO송파(출장A),성인,출장,45,관리자,참가증,20181112,M
1,증평,청소년,출장,16,관리자,2등급,20181109,M
1,KSPO(버스),성인,출장,54,관리자,참가증,20181112,F
2,동구(광주),청소년,출장,16,관리자,3등급,20181112,M
1,순천,성인,일반,24,인바디,참가증,20181112,M
2,동구(광주),청소년,출장,17,관리자,참가증,20181107,M
