TEST_CNT,CENTER_NM,AGE_GBN,TEST_GBN,TEST_AGE,INPUT_GBN,CERT_GBN,TEST_YMD,TEST_SEX
8,순천,노인,일반,69,인바디,3등급,20190926,F
1,춘천,성인,일반,27,인바디,2등급,20190905,M
1,창원,노인,출장,68,관리자,참가증,20190921,F
2,창원,청소년,출장,17,관리자,참가증,20190923,M
4,충주,노인,출장,77,관리자,참가증,20190909,F
1,사상,성인,일반,24,인바디,3등급,20190916,F
2,춘천,성인,일반,26,관리자,3등급,20190930,F
1,춘천,성인,일반,25,관리자,1등급,20190920,F
1,전주,성인,일반,64,인바디,참가증,20190919,F
16,순천,성인,일반,52,인바디,3등급,20190910,F
1,남원,노인,출장,74,관리자,3등급,20190927,M
1,청주,성인,일반,25,인바디,3등급,20190910,F
1,서초,성인,일반,22,인바디,2등급,20190910,F
1,사하,성인,일반,23,관리자,참가증,20190910,F
1,연수,성인,일반,23,관리자,참가증,20190910,F
2,삼척,성인,출장,20,관리자,참가증,20190910,F
2,화성,성인,일반,24,관리자,3등급,20190910,M
1,오산,성인,일반,26,관리자,2등급,20190910,F
1,동작,성인,출장,25,관리자,3등급,20190910,F
1,남구(부산),성인,일반,24,관리자,3등급,20190910,F
2,삼척,성인,출장,21,관리자,참가증,20190910,F
1,동작,성인,출장,40,관리자,참가증,20190910,F
2,곡성,노인,출장,78,관리자,참가증,20190910,F
1,천안,성인,일반,24,인바디,참가증,20190910,F
3,북구(광주),성인,일반,23,관리자,2등급,20190910,F
1,삼척,성인,출장,23,관리자,참가증,20190910,M
2,곡성,노인,출장,83,관리자,3등급,20190910,F
1,북구(광주),성인,일반,22,관리자,참가증,20190910,F
2,삼척,성인,출장,22,관리자,참가증,20190910,M
1,오산,노인,출장,87,관리자,참가증,20190902,F
4,삼척,성인,출장,24,관리자,참가증,20190910,M
3,삼척,성인,출장,22,관리자,참가증,20190910,M
1,오산,노인,출장,88,관리자,3등급,20190902,F
