TEST_CNT,CENTER_NM,AGE_GBN,TEST_GBN,TEST_AGE,INPUT_GBN,CERT_GBN,TEST_YMD,TEST_SEX
1,강릉,청소년,출장,14,관리자,참가증,20170421,M
3,북구(부산),청소년,출장,14,관리자,참가증,20170420,F
1,북구(부산),청소년,출장,15,관리자,참가증,20170420,F
2,남원,성인,일반,37,관리자,3등급,20170420,F
1,KSPO송파(출장A),성인,출장,23,관리자,참가증,20170420,M
3,북구(부산),청소년,출장,14,관리자,참가증,20170420,F
3,북구(부산),청소년,출장,14,관리자,3등급,20170420,F
1,남구(부산),청소년,출장,18,관리자,참가증,20170410,M
2,금천,성인,일반,26,관리자,참가증,20170420,M
3,북구(부산),청소년,출장,15,관리자,2등급,20170420,F
3,북구(부산),청소년,출장,14,관리자,참가증,20170420,F
1,KSPO송파(출장A),성인,출장,27,관리자,3등급,20170420,M
3,북구(부산),청소년,출장,14,관리자,참가증,20170420,F
1,금천,성인,일반,51,관리자,참가증,20170420,F
3,북구(부산),청소년,출장,14,관리자,3등급,20170420,F
1,KSPO송파(출장A),성인,출장,49,관리자,참가증,20170420,M
3,북구(부산),청소년,출장,14,관리자,참가증,20170420,F
3,북구(부산),청소년,출장,14,관리자,참가증,20170420,F
1,남구(부산),청소년,출장,17,관리자,참가증,20170410,M
3,북구(부산),청소년,출장,15,관리자,참가증,20170420,F
3,북구(부산),청소년,출장,14,관리자,2등급,20170420,F
3,북구(부산),청소년,출장,15,관리자,참가증,20170420,F
1,남구(부산),청소년,출장,17,관리자,참가증,20170410,M
3,북구(부산),청소년,출장,14,관리자,참가증,20170420,F
3,북구(부산),청소년,출장,14,관리자,참가증,20170420,F
3,북구(부산),청소년,출장,14,관리자,3등급,20170420,F
1,남구(부산),청소년,출장,17,관리자,참가증,20170410,M
3,북구(부산),청소년,출장,15,관리자,참가증,20170420,F
3,북구(부산),청소년,출장,14,관리자,참가증,20170420,F
1,남구(부산),청소년,출장,17,관리자,참가증,20170410,M
1,화성,성인,출장,56,관리자,참가증,20170420,F
2,세종,청소년,출장,13,관리자,3등급,20170420,M
1,남구(부산),청소년,출장,17,관리자,참가증,20170410,M
2,화성,성인,출장,28,관리자,참가증,20170420,F
1,남구(부산),청소년,출장,17,관리자,참가증,20170410,M
1,남구(부산),청소년,출장,17,관리자,참가증,20170410,M
1,화성,성인,출장,26,관리자,참가증,20170420,F
1,남구(부산),청소년,출장,18,관리자,참가증,20170410,M
3,순천,성인,출장,26,관리자,참가증,20170420,F
1,남구(부산),청소년,출장,17,관리자,참가증,20170410,F
1,남구(부산),청소년,출장,17,관리자,참가증,20170410,F
1,남구(부산),청소년,출장,17,관리자,참가증,20170410,F
1,화성,성인,출장,24,관리자,3등급,20170420,F
1,화성,성인,출장,34,관리자,참가증,20170420,M
1,금천,성인,일반,24,관리자,3등급,20170420,M
3,순천,성인,출장,45,관리자,참가증,20170420,F
1,화성,성인,출장,46,관리자,참가증,20170420,F
1,KSPO송파(출장A),성인,출장,30,관리자,2등급,20170420,M
1,KSPO송파,성인,일반,46,인바디,참가증,20170420,F
2,순천,성인,출장,43,관리자,참가증,20170420,F
1,남구(부산),청소년,출장,18,관리자,참가증,20170410,F
4,금천,성인,일반,32,관리자,3등급,20170420,F
1,KSPO송파,성인,일반,55,인바디,참가증,20170420,F
1,화성,성인,출장,52,관리자,참가증,20170420,F
2,순천,성인,출장,33,관리자,참가증,20170420,F
1,창원,성인,일반,25,인바디,참가증,20170420,F
1,화성,성인,출장,51,관리자,3등급,20170420,F
1,화성,성인,출장,52,관리자,참가증,20170420,F
3,순천,성인,출장,39,관리자,참가증,20170420,M
1,목포,노인,일반,81,관리자,3등급,20170420,F
1,목포,노인,일반,87,관리자,3등급,20170420,F
1,목포,노인,일반,78,관리자,2등급,20170420,F
1,동구(광주),성인,일반,19,관리자,참가증,20170420,F
3,순천,성인,출장,37,관리자,참가증,20170420,F
1,동구(광주),성인,일반,19,관리자,참가증,20170420,F
1,강릉,청소년,출장,14,관리자,3등급,20170421,M
1,서구(대전),성인,일반,54,관리자,참가증,20170421,M
1,강릉,청소년,출장,14,관리자,3등급,20170421,M
1,강릉,청소년,출장,14,관리자,3등급,20170421,M
1,강릉,청소년,출장,14,관리자,참가증,20170421,M
1,강릉,청소년,출장,14,관리자,2등급,20170421,M
1,동구(광주),성인,일반,21,관리자,참가증,20170421,M
1,강릉,청소년,출장,14,관리자,참가증,20170421,M
1,부천,청소년,출장,13,관리자,2등급,20170426,M
1,부천,청소년,출장,14,관리자,참가증,20170425,F
1,부천,청소년,출장,13,관리자,참가증,20170426,M
1,부천,청소년,출장,13,관리자,참가증,20170425,F
1,부천,청소년,출장,14,관리자,2등급,20170426,M
1,부천,청소년,출장,13,관리자,참가증,20170425,F
1,부천,청소년,출장,13,관리자,참가증,20170426,F
1,포항,성인,일반,43,인바디,3등급,20170428,F
1,포항,성인,일반,44,인바디,2등급,20170428,F
1,부천,청소년,출장,13,관리자,참가증,20170426,M
1,부천,청소년,출장,14,관리자,참가증,20170425,M
1,부천,청소년,출장,13,관리자,참가증,20170426,M
1,노원,성인,일반,47,인바디,참가증,20170428,F
1,부천,청소년,출장,13,관리자,참가증,20170426,M
1,목포,성인,일반,42,인바디,참가증,20170428,F
1,부천,청소년,출장,13,관리자,참가증,20170426,M
1,부천,청소년,출장,13,관리자,참가증,20170426,M
1,부천,청소년,출장,13,관리자,참가증,20170426,M
1,부천,청소년,출장,13,관리자,참가증,20170426,M
3,부천,청소년,출장,13,관리자,참가증,20170426,F
1,서초,성인,일반,20,인바디,참가증,20170428,M
1,부천,청소년,출장,13,관리자,참가증,20170426,M
1,부천,청소년,출장,14,관리자,참가증,20170426,F
3,부천,청소년,출장,13,관리자,참가증,20170426,F
1,부천,청소년,출장,14,관리자,참가증,20170426,M
