TEST_CNT,CENTER_NM,AGE_GBN,TEST_GBN,TEST_AGE,INPUT_GBN,CERT_GBN,TEST_YMD,TEST_SEX
4,청주,성인,일반,58,인바디,참가증,20180104,F
1,세종,성인,출장,20,관리자,참가증,20180106,M
1,세종,성인,출장,64,관리자,참가증,20180106,M
6,세종,성인,출장,56,관리자,참가증,20180106,F
1,세종,성인,출장,63,관리자,참가증,20180106,M
1,세종,성인,출장,41,관리자,참가증,20180106,F
1,세종,성인,출장,61,관리자,참가증,20180106,M
1,세종,성인,출장,45,관리자,참가증,20180106,F
2,세종,성인,출장,57,관리자,참가증,20180106,F
1,노원,노인,일반,77,인바디,3등급,20180110,M
1,노원,성인,일반,22,관리자,참가증,20180110,M
3,세종,성인,일반,43,관리자,참가증,20180106,F
5,창원,성인,일반,56,관리자,참가증,20180110,F
1,동구(광주),노인,일반,73,관리자,참가증,20180110,M
2,금천,노인,일반,65,관리자,2등급,20180110,M
9,전주,노인,일반,69,인바디,참가증,20180110,F
2,의정부,노인,일반,69,관리자,3등급,20180110,F
2,동구(광주),노인,일반,69,관리자,참가증,20180110,M
6,KSPO송파,청소년,일반,16,인바디,참가증,20180110,M
1,KSPO송파,청소년,일반,16,인바디,2등급,20180110,M
1,노원,성인,일반,20,인바디,참가증,20180110,F
3,청주,성인,일반,61,인바디,3등급,20180110,F
5,청주,성인,일반,57,인바디,3등급,20180110,F
3,금천,노인,일반,65,관리자,3등급,20180110,F
1,마포,성인,일반,49,관리자,참가증,20180110,F
1,마포,성인,일반,54,인바디,참가증,20180110,F
1,전주,노인,일반,66,인바디,참가증,20180110,M
2,의정부,성인,일반,24,관리자,참가증,20180110,F
1,의정부,성인,일반,20,관리자,참가증,20180110,F
4,성동,노인,일반,86,관리자,2등급,20180110,F
3,천안,노인,일반,69,인바디,참가증,20180110,M
9,제주,성인,일반,40,관리자,참가증,20180110,F
1,오산,청소년,일반,16,관리자,참가증,20180115,F
1,오산,청소년,일반,13,관리자,3등급,20180115,M
2,남원,성인,일반,27,관리자,참가증,20180115,M
2,남원,성인,일반,27,관리자,참가증,20180115,M
6,청주,성인,일반,50,인바디,2등급,20180115,F
4,천안,성인,일반,58,인바디,3등급,20180115,F
4,천안,성인,일반,62,인바디,3등급,20180115,M
2,천안,성인,출장,57,관리자,참가증,20180115,F
1,순천,성인,일반,24,인바디,3등급,20180115,M
1,순천,성인,일반,25,인바디,참가증,20180115,M
1,달서,성인,일반,28,관리자,2등급,20180115,F
1,제주,노인,일반,69,관리자,참가증,20180115,M
1,제주,성인,일반,64,관리자,참가증,20180115,F
2,금천,노인,일반,74,관리자,참가증,20180115,F
4,금천,노인,일반,79,관리자,참가증,20180115,F
4,금천,노인,일반,76,관리자,참가증,20180115,M
5,금천,노인,일반,71,관리자,2등급,20180115,M
4,금천,노인,일반,68,관리자,3등급,20180115,M
3,청주,노인,일반,68,인바디,2등급,20180115,F
5,금천,노인,일반,67,관리자,참가증,20180115,F
4,청주,노인,일반,69,인바디,참가증,20180115,F
2,금천,노인,일반,75,관리자,참가증,20180115,F
4,금천,노인,일반,73,관리자,참가증,20180115,M
3,금천,노인,일반,73,관리자,참가증,20180115,F
2,금천,노인,일반,74,관리자,참가증,20180115,F
1,노원,성인,일반,54,인바디,참가증,20180115,F
1,노원,성인,일반,23,인바디,참가증,20180115,F
5,순천,성인,일반,21,인바디,3등급,20180115,M
3,청주,노인,일반,65,인바디,3등급,20180115,F
3,청주,노인,일반,73,인바디,2등급,20180115,F
1,의정부,성인,일반,23,관리자,참가증,20180115,F
1,의정부,성인,일반,23,관리자,참가증,20180115,F
1,전주,성인,일반,31,관리자,참가증,20180115,F
10,청주,노인,일반,65,인바디,참가증,20180115,M
1,성동,성인,일반,25,관리자,3등급,20180115,M
11,청주,성인,일반,61,인바디,참가증,20180115,F
7,달서,성인,일반,19,관리자,2등급,20180115,M
1,마포,성인,일반,53,관리자,참가증,20180119,F
1,순천,성인,일반,19,인바디,3등급,20180119,F
1,순천,성인,일반,19,인바디,참가증,20180119,F
1,노원,노인,일반,65,관리자,참가증,20180119,F
1,노원,노인,일반,74,관리자,참가증,20180119,F
1,천안,성인,일반,61,인바디,참가증,20180119,F
6,청주,성인,일반,26,인바디,참가증,20180119,M
7,청주,성인,일반,53,인바디,참가증,20180119,F
13,청주,성인,일반,56,인바디,참가증,20180119,F
1,마포,성인,일반,63,인바디,참가증,20180119,M
1,마포,성인,일반,59,관리자,2등급,20180119,F
5,남원,청소년,일반,18,관리자,참가증,20180119,F
1,남원,성인,일반,57,관리자,참가증,20180118,F
4,청주,성인,일반,60,인바디,참가증,20180119,F
1,안동,성인,일반,38,관리자,3등급,20180119,M
3,청주,성인,일반,56,인바디,참가증,20180119,F
1,KSPO송파,성인,일반,63,관리자,참가증,20180120,M
1,KSPO송파,성인,일반,63,관리자,참가증,20180120,F
3,동구(광주),성인,일반,54,관리자,참가증,20180120,M
1,동구(광주),청소년,일반,18,관리자,1등급,20180120,M
2,동구(광주),성인,일반,55,관리자,참가증,20180120,F
1,동구(광주),성인,일반,30,관리자,1등급,20180120,F
5,동구(광주),성인,일반,31,관리자,3등급,20180120,M
3,KSPO송파,성인,일반,26,인바디,1등급,20180120,F
1,KSPO송파,성인,일반,41,관리자,3등급,20180120,F
3,KSPO송파,성인,일반,32,인바디,3등급,20180120,F
3,KSPO송파,성인,일반,35,인바디,3등급,20180120,M
1,동구(광주),성인,일반,57,관리자,참가증,20180120,F
1,KSPO송파,성인,일반,28,관리자,3등급,20180120,M
5,KSPO송파,성인,일반,27,인바디,참가증,20180120,M
3,동구(광주),성인,일반,52,관리자,참가증,20180122,M
1,동구(광주),성인,일반,33,관리자,참가증,20180122,F
1,순천,성인,일반,22,인바디,3등급,20180122,F
1,금천,성인,일반,34,관리자,참가증,20180122,F
1,사천,성인,출장,48,관리자,참가증,20180119,F
1,노원,성인,일반,26,인바디,참가증,20180122,M
3,마포,노인,출장,76,관리자,3등급,20180125,F
1,사천,노인,출장,68,관리자,참가증,20180125,F
3,노원,성인,일반,57,관리자,참가증,20180125,M
2,노원,성인,일반,47,관리자,참가증,20180125,F
1,마포,노인,출장,75,관리자,참가증,20180125,F
1,사천,노인,출장,76,관리자,참가증,20180125,F
2,노원,성인,일반,49,관리자,참가증,20180125,F
1,마포,노인,출장,80,관리자,1등급,20180125,F
1,창원,성인,일반,46,관리자,3등급,20180125,F
5,창원,성인,일반,57,관리자,2등급,20180125,F
1,사천,노인,출장,77,관리자,참가증,20180125,M
1,사천,노인,출장,82,관리자,참가증,20180125,M
1,청주,성인,일반,62,인바디,3등급,20180125,F
1,사천,노인,출장,72,관리자,참가증,20180125,M
1,사천,노인,출장,89,관리자,1등급,20180125,M
1,사천,노인,출장,75,관리자,참가증,20180125,F
1,오산,성인,일반,43,인바디,참가증,20180125,M
1,마포,노인,출장,68,관리자,참가증,20180125,M
1,KSPO송파,성인,일반,28,인바디,3등급,20180125,F
1,사천,노인,출장,75,관리자,참가증,20180125,F
1,KSPO송파,성인,일반,62,인바디,참가증,20180125,F
1,사천,노인,출장,68,관리자,참가증,20180125,F
1,사천,노인,출장,69,관리자,참가증,20180125,F
1,사천,노인,출장,68,관리자,참가증,20180125,F
1,사천,노인,출장,80,관리자,참가증,20180125,M
2,사천,노인,출장,67,관리자,참가증,20180125,F
1,사천,노인,출장,72,관리자,2등급,20180125,F
1,노원,성인,일반,40,인바디,참가증,20180125,M
1,사천,노인,출장,82,관리자,2등급,20180125,M
1,마포,노인,출장,72,관리자,3등급,20180125,F
1,사천,노인,출장,68,관리자,참가증,20180125,F
1,사천,노인,출장,78,관리자,참가증,20180125,F
2,마포,노인,출장,88,관리자,2등급,20180125,M
1,사천,노인,출장,65,관리자,참가증,20180125,F
1,마포,노인,출장,65,관리자,3등급,20180125,F
1,사천,노인,출장,75,관리자,참가증,20180125,F
1,달서,성인,일반,30,인바디,참가증,20180125,F
1,달서,성인,일반,56,인바디,참가증,20180125,F
1,노원,성인,일반,22,인바디,참가증,20180130,F
1,노원,성인,일반,22,인바디,참가증,20180130,M
1,노원,성인,일반,56,관리자,참가증,20180130,F
1,사천,성인,일반,39,관리자,참가증,20180130,F
1,노원,성인,일반,53,관리자,참가증,20180130,F
4,사천,성인,일반,37,관리자,3등급,20180130,F
1,전주,노인,일반,65,인바디,참가증,20180130,F
1,전주,성인,일반,63,인바디,3등급,20180130,F
1,세종,성인,일반,38,관리자,3등급,20180130,F
1,전주,성인,일반,63,인바디,3등급,20180130,M
1,세종,성인,일반,45,관리자,참가증,20180130,F
1,세종,성인,일반,45,관리자,2등급,20180130,F
1,청주,성인,일반,46,인바디,참가증,20180130,F
1,청주,성인,일반,64,인바디,3등급,20180130,F
1,청주,성인,일반,57,인바디,참가증,20180130,F
1,세종,성인,일반,49,관리자,3등급,20180130,M
1,세종,성인,일반,47,관리자,3등급,20180130,F
1,세종,성인,일반,42,관리자,참가증,20180130,M
1,KSPO송파,성인,일반,19,인바디,3등급,20180130,M
3,청주,노인,일반,66,인바디,참가증,20180130,F
1,청주,노인,일반,74,인바디,참가증,20180130,F
1,제주,성인,일반,47,관리자,3등급,20180130,F
1,세종,성인,일반,21,인바디,참가증,20180130,F
1,청주,성인,일반,49,인바디,참가증,20180130,F
1,청주,성인,일반,56,관리자,참가증,20180130,M
1,동구(광주),성인,일반,27,관리자,참가증,20180131,M
1,사천,성인,일반,39,인바디,3등급,20180131,F
3,동구(광주),성인,일반,61,관리자,3등급,20180131,F
5,달서,노인,일반,71,인바디,3등급,20180131,M
5,달서,노인,일반,66,인바디,참가증,20180131,F
1,노원,성인,일반,48,인바디,참가증,20180131,F
1,창원,성인,일반,28,관리자,참가증,20180131,F
1,화성,성인,일반,19,관리자,2등급,20180131,M
1,KSPO송파,성인,출장,52,관리자,3등급,20180131,F
1,KSPO송파,성인,출장,47,관리자,3등급,20180131,F
1,KSPO송파,성인,출장,35,관리자,2등급,20180131,F
5,순천,성인,일반,26,인바디,3등급,20180110,M
1,청주,성인,일반,64,인바디,참가증,20180110,F
1,원주,성인,일반,63,인바디,참가증,20180110,F
1,동구(광주),성인,일반,20,관리자,참가증,20180110,M
1,창원,성인,일반,54,관리자,참가증,20180110,F
3,창원,성인,일반,55,관리자,참가증,20180110,F
3,전주,노인,일반,70,인바디,참가증,20180110,F
3,전주,성인,일반,59,인바디,참가증,20180110,F
6,전주,성인,일반,61,인바디,참가증,20180110,F
1,순천,성인,일반,49,인바디,3등급,20180110,M
2,마포,노인,일반,72,인바디,2등급,20180110,M
1,의정부,노인,일반,74,관리자,참가증,20180110,F
1,청주,성인,일반,56,인바디,참가증,20180110,F
1,청주,성인,일반,50,인바디,3등급,20180110,F
1,제주,성인,일반,22,관리자,참가증,20180110,F
1,제주,성인,일반,49,관리자,참가증,20180110,F
1,제주,청소년,일반,18,관리자,참가증,20180110,M
1,동구(광주),성인,일반,62,관리자,참가증,20180110,F
3,KSPO송파,성인,일반,34,인바디,2등급,20180110,M
1,KSPO송파,성인,일반,58,인바디,참가증,20180110,F
1,달서,청소년,일반,17,인바디,참가증,20180110,M
3,청주,노인,일반,71,인바디,참가증,20180110,F
1,마포,성인,일반,21,인바디,참가증,20180110,F
1,마포,성인,일반,19,관리자,참가증,20180110,F
7,청주,노인,일반,77,인바디,참가증,20180110,M
6,달서,성인,일반,23,인바디,2등급,20180110,M
1,금천,성인,일반,54,관리자,참가증,20180110,F
1,의정부,성인,일반,34,관리자,2등급,20180110,F
1,금천,성인,일반,47,관리자,참가증,20180110,F
2,KSPO송파,노인,일반,71,인바디,2등급,20180110,F
1,금천,성인,일반,37,관리자,참가증,20180110,F
1,원주,성인,일반,64,인바디,참가증,20180110,M
1,순천,성인,일반,53,인바디,참가증,20180115,F
4,동구(광주),성인,일반,28,관리자,참가증,20180115,M
1,광산,성인,일반,35,관리자,3등급,20180115,M
1,청주,성인,일반,37,인바디,참가증,20180115,M
1,청주,성인,일반,32,인바디,참가증,20180115,M
