"201808","강원강릉경찰서",577,255,183,139,1,2,2,20,74,76,105,98,59,140,16,147,53,109,252,11,91,63,0,265,70,7,21,0,2,0,40,7,86,72,88,74,73,104,80
"201808","강원고성경찰서",46,15,15,16,0,0,0,3,5,6,4,6,6,16,2,6,2,5,31,5,6,2,1,16,5,3,4,2,0,0,1,1,9,8,5,5,6,8,5
"201808","강원동해경찰서",201,73,74,54,1,1,3,10,15,20,34,40,23,54,6,52,20,25,98,8,22,5,0,89,44,0,13,2,0,0,15,3,28,37,28,27,33,25,23
"201808","강원삼척경찰서",178,63,55,60,1,2,1,7,11,13,25,31,27,60,4,42,5,31,96,9,33,7,0,74,39,0,11,0,0,0,3,2,21,22,26,33,26,36,14
"201808","강원속초경찰서",366,155,106,105,0,2,0,10,41,49,62,57,39,106,8,96,23,42,197,17,37,29,0,172,26,0,28,0,0,1,44,12,52,58,51,60,55,46,44
"201808","강원양구경찰서",47,16,18,13,0,2,0,1,9,3,5,8,6,13,2,8,6,7,24,1,8,4,0,21,7,2,0,0,0,0,1,3,4,4,7,6,11,6,9
"201808","강원영월경찰서",93,43,23,27,0,3,0,7,2,5,12,21,15,28,2,19,7,15,50,4,20,7,0,33,17,0,9,0,0,0,0,3,13,15,17,11,20,13,4
"201808","강원원주경찰서",882,382,261,239,1,6,9,41,107,103,135,140,101,239,15,193,87,143,444,42,105,70,0,447,87,11,58,2,0,0,32,28,108,113,133,119,147,157,105
"201808","강원인제경찰서",83,39,18,26,0,1,1,6,6,7,8,19,8,27,5,14,5,16,43,5,18,13,0,21,12,2,6,2,0,0,0,4,11,14,10,6,9,15,18
"201808","강원정선경찰서",108,43,31,34,1,0,0,2,10,10,11,23,17,34,4,20,16,17,51,2,21,7,0,47,19,0,6,1,0,0,1,4,18,11,21,15,18,11,14
"201808","강원철원경찰서",82,32,15,35,1,2,0,1,7,7,8,11,10,35,0,5,5,17,55,8,20,5,0,14,29,0,4,0,1,0,1,0,9,12,14,14,9,10,14
"201808","강원춘천경찰서",635,299,167,169,2,6,2,26,86,80,86,99,78,170,7,126,63,88,351,33,96,39,0,315,43,5,58,1,1,0,16,28,58,97,100,107,78,98,97
"201808","강원태백경찰서",85,42,16,27,1,0,0,2,3,7,17,16,12,27,0,28,4,7,46,6,9,7,0,31,21,1,7,2,0,0,0,1,8,13,18,11,15,14,6
"201808","강원평창경찰서",102,45,24,33,0,0,1,6,7,10,12,20,12,34,3,15,6,15,63,13,24,8,0,34,9,0,11,0,0,0,2,1,15,19,13,16,17,12,10
"201808","강원홍천경찰서",227,90,52,85,1,1,2,13,19,20,33,24,29,85,5,42,20,34,126,20,38,13,0,85,32,0,24,1,0,0,3,11,29,27,34,27,33,47,30
"201808","강원화천경찰서",65,25,22,18,0,0,0,1,7,5,6,17,11,18,2,14,3,13,33,6,19,4,0,14,7,2,6,0,1,0,4,2,7,14,8,10,10,10,6
